	T_10	T_18	T_25	T_34
C0	-1.0892727431175384	-0.4096939876021491	0.23851120480625285	1.2604555259134338
C1	-1.2860203969588648	-0.29603407213459765	0.7315831635561217	0.8504713055373395
C2	-0.3103475942432933	-0.6522511639373543	-0.5224323094759733	1.4850310676566225
C3	1.426664615467416	-0.04367521157629202	-0.7480221520446446	-0.6349672518464821
C4	1.3162713113538478	0.13478167807728622	-0.4120888253991827	-1.0389641640319522
C5	0.9715862347422074	0.3801059556326026	0.030554556777172948	-1.3822467471519826
C6	0.33810839626701655	0.4437256556974781	0.7006776818750187	-1.482511733839514
C7	1.061362239715513	0.6165610300603674	-1.0459029824834318	-0.6320202872924499
