Genes	T_10	T_18	T_25	T_34
MED134_00010	1.044542056369203	0.8753572317059077	-1.3470381166122891	-0.5728611714628449
MED134_00015	0.9137561300694858	0.657616390639417	-1.6511296779454847	0.07975715723659234
MED134_00025	-1.2076979316184693	-0.7665000002712252	0.9360366588593594	1.0381612730303948
MED134_00030	-1.4427546951851544	-0.3403336612238447	0.5652545482907585	1.2178338081182407
MED134_00035	-1.10426547956563	-0.5531509798385664	0.08671527684090252	1.5707011825632937
MED134_00040	1.3804210587577304	-0.08636074992203427	-1.4374994706974633	0.14343916186175534
MED134_00045	-1.1347291717060977	-0.26838540014693646	-0.2083860455491158	1.6115006174021664
MED134_00050	-0.12619686717697795	1.015251309436295	0.6864303883217447	-1.5754848305810698
MED134_00055	-1.239761831598252	-0.6942437575062959	1.2024039380625051	0.7316016510420587
MED134_00060	-1.5005716002687428	-0.09743063987792298	0.31838351577496693	1.2796187243716988
MED134_00075	1.0400386003588142	0.6112396069891883	-1.5941916372005538	-0.05708657014744593
MED134_00080	1.2074056167961265	0.5127604655440864	-0.2277213147479088	-1.492444767592309
MED134_00085	0.8665521517697627	0.45180548388585823	0.3838757697294122	-1.70223340538497
MED134_00090	0.42834199603871864	0.5445469539851683	0.7478033313048813	-1.7206922813287573
MED134_00105	-0.876558058910912	-0.6960635183659775	-0.08276119776427554	1.655382775041148
MED134_00110	0.18270248576365208	-0.6086626913553843	-1.1109210418282227	1.5368812474199491
MED134_00115	-1.405040037602919	-0.46972986125030586	1.0920382121782963	0.7827316866749332
MED134_00120	-1.5191689511877995	-0.07242735215533504	1.254214218143377	0.33738208519974167
MED134_00125	-1.4462943239423742	-0.41566419519284153	0.8992677326676711	0.9626907864675472
MED134_00130	-1.4236747843860722	-0.4552714870076846	0.9213287697830167	0.9576175016107401
MED134_00135	0.10838817234878839	0.039278100853171294	-1.4837633779192378	1.3360971047172996
MED134_00140	1.2262289643245587	0.7230167794590981	-0.7824903930617167	-1.1667553507219217
MED134_00145	1.2715511460048308	-0.41675111190614544	0.5328433491530062	-1.3876433832516917
MED134_00150	1.3957628994495583	0.44240990314966755	-0.6303999104418676	-1.2077728921573583
MED134_00155	1.1880206270636224	0.4114673082218421	-0.04472051887635116	-1.55476741640911
MED134_00160	-0.33100886907919724	-1.0607605820396462	-0.25193092467220857	1.6437003757910464
MED134_00165	-0.04581252821651431	0.24078222643346178	1.3026791662984194	-1.4976488645153812
MED134_00170	-1.2544112062936674	-0.7043654505476001	1.0565856143400194	0.9021910425012352
MED134_00175	-1.1705161877064496	-0.67827550500092	1.404405654649857	0.4443860380574686
MED134_00185	-0.5094328512207716	-0.7234692749945544	-0.4919366289529248	1.724838755168251
MED134_00190	-0.7777659274582669	-0.662564696696986	-0.2593274217739508	1.6996580459292063
MED134_00195	-0.6265034603314317	-0.7188645083631191	-0.37271540038899587	1.7180833690835446
MED134_00200	-0.7552323392413417	-0.6667874252525771	-0.28245590427601525	1.7044756687699323
MED134_00205	-0.6830975231969906	-0.41624748823881785	-0.6241750302194964	1.723520041655305
MED134_00210	-0.732552549653887	-0.45982282153644494	-0.5309880375907098	1.7233634087810439
MED134_00215	-1.2652507947046787	-0.4331863746469045	0.22907925266970355	1.469357916681889
MED134_00220	-0.9660265929671721	-0.7050760149851366	0.069598148874487	1.6015044590778267
MED134_00225	-0.49701183190721343	-1.3764256544372053	1.1642573653125516	0.7091801210319015
MED134_00235	0.3954043192950872	0.5827097023076997	-1.719047113910207	0.7409330923074291
MED134_00240	0.5780464566982015	0.960443608476845	-1.6524025860607057	0.11391252088564845
MED134_00245	0.34601900022963217	1.024349029928228	-1.6578159206130394	0.28744789045516483
MED134_00250	0.20541533751296379	0.7729097497201922	-1.6895489542667117	0.7112238670335557
MED134_00255	0.3671426266250775	0.6219742103172556	-1.7170923269689353	0.7279754900266021
MED134_00265	-1.1542537418805279	-0.803675798012394	1.2081584320001872	0.749771107892796
MED134_00290	-1.4225469602873553	-0.09816504483180648	0.1237865764583801	1.3969254286607748
MED134_00325	1.5349317864866816	-1.2654067545307355	-0.1913676614833428	-0.07815737047260342
MED134_00330	0.2298296476125119	-1.6066528688354893	0.23123341729315744	1.145589803929805
MED134_00345	-1.1220629016117087	-0.24620700453687724	1.6180181598265575	-0.2497482536779236
MED134_00350	-1.532759983259906	-0.2281159086448978	1.0357891812138023	0.7250867106909675
MED134_00355	-0.9983316105947612	-0.6718480462557607	0.07443085261846463	1.5957488042320684
MED134_00360	-0.8353154337941251	-0.766350821426464	-0.045419537971350434	1.6470857931919594
MED134_00365	-0.44342903460716276	-1.3069052559470615	0.34434971955514126	1.4059845709991277
MED134_00375	0.43260036073666	0.4625105118105038	0.817025367249701	-1.7121362397968767
MED134_00380	1.1379160408803632	0.7191266304544651	-0.4470131676685971	-1.4100295036662367
MED134_00385	1.3662740295700344	0.5434726072649634	-1.0396279431402362	-0.8701186936947658
MED134_00390	1.4006564692520558	0.4476442879372302	-1.1787757918061843	-0.6695249653830976
MED134_00395	1.0667336798859954	0.7307268610329677	-1.4956747036697435	-0.3017858372492196
MED134_00410	-1.2438270069747837	0.3083990320482243	-0.5121512240873367	1.447579199013896
MED134_00415	1.1774571416650248	0.544194508866935	-0.2145268181603651	-1.5071248323715905
MED134_00425	-1.1971905495544575	-0.5473987730671279	0.26184670325069764	1.4827426193708877
MED134_00440	-0.44361014634839274	-0.7831747999044685	-0.490542900587768	1.7173278468406354
MED134_00445	-1.4146208334921975	0.11731549133508339	-0.1075167535704457	1.404822095727541
MED134_00455	-1.5884124273569789	0.06528410476801817	1.1569905152127702	0.36613780737618173
MED134_00465	0.6785813404359351	-1.2891211557189297	-0.6143263562882552	1.2248661715712685
MED134_00470	-1.190668130969958	-0.4269793115338867	0.0700387575124681	1.547608684991353
MED134_00475	-0.5240952977899916	-1.3331196800189817	0.594322953903638	1.2628920239053543
MED134_00495	1.6986289237280168	-0.2823340131510155	-0.5816530925098617	-0.834641818067101
MED134_00500	0.9359866245909222	0.7009206170289952	-0.014430403366347173	-1.6224768382535601
MED134_00505	0.9786140494946939	0.4678182805166366	0.21948669271119	-1.6659190227225205
MED134_00510	-1.1138610133845226	-0.6902978693074551	0.3296688118616088	1.474490070830369
MED134_00515	-0.9171320954683235	-0.7629719094051436	0.07671464211539473	1.6033893627580478
MED134_00520	-0.15273614837176466	0.4112285484479861	1.2444629375658873	-1.502955337642075
MED134_00525	-0.15635240304310555	-1.0584772055900078	1.636315781647019	-0.42148617301392033
MED134_00530	1.0864875423416231	-0.3206961517750323	0.7178950595016883	-1.4836864500682792
MED134_00535	1.1447096819099616	-0.37427777100488824	0.6760976715218026	-1.4465295824268523
MED134_00540	0.861186329363433	0.23078553251774786	0.5961381583176344	-1.6881100201988306
MED134_00545	-0.7080449918490003	-0.4897649256609792	-0.5283546182429611	1.7261645357529447
MED134_00555	-1.0928575834618428	-0.5438878205108415	0.05339538785963721	1.5833500161130603
MED134_00560	-1.0696081831150528	-0.6221742796013737	0.125553272536714	1.566229190179761
MED134_00570	-1.0433461553525387	-0.45819089128235335	-0.13641329458924492	1.637950341224137
MED134_00575	1.501495658761359	0.27123347759218003	-0.6620223163430164	-1.1107068200105155
MED134_00585	1.0552503542122633	0.39720853465268186	0.18860760608869845	-1.6410664949536484
MED134_00610	1.315906243556131	0.056929409981684304	0.12685055901677345	-1.4996862125545674
MED134_00630	1.258241753711627	0.006191721028067637	0.2670589005149589	-1.5314923752546536
MED134_00635	0.6474512110699384	0.6077125168283503	0.4732756277950091	-1.7284393556932978
MED134_00640	0.8163068009468867	0.6214194544913831	0.25938854631960273	-1.6971148017578817
MED134_00660	-1.4081059081645764	-0.2984941749198646	0.36755470850286803	1.3390453745815691
MED134_00670	1.5397728438526521	0.21787135327858098	-0.7428531666364064	-1.0147910304948202
MED134_00675	1.555426264014112	0.1727555287533729	-0.6945348435962867	-1.0336469491711981
MED134_00700	-0.7626629443820211	-1.0667194073956447	0.36372155573985465	1.4656607960378178
MED134_00705	1.3441119240474466	0.3161263406745819	-0.23210921415667357	-1.4281290505653683
MED134_00710	1.451047774261977	0.3922162593096615	-1.0662273383095564	-0.7770366952620821
MED134_00715	1.2327235227963687	0.5988351596450463	-0.4443530138353128	-1.3872056686060925
MED134_00725	-1.137216404546723	-0.18003690410727885	-0.29183308253965295	1.6090863911936784
MED134_00730	-1.219311617359436	-0.3289882940796339	-0.0025190774759797857	1.5508189889150694
MED134_00755	0.5638320971204965	0.5097243075677997	0.6561201209650035	-1.7296765256533082
MED134_00760	1.0601033479632378	0.2567490285086655	0.3272742574591749	-1.644126633931078
MED134_00765	1.0008713677313565	0.4315579862120739	0.2287951861442179	-1.6612245400876353
MED134_00770	1.0001624957758437	0.5476537901537687	0.09266057349084125	-1.6404768594204537
MED134_00775	0.7308524972975489	1.111280988339886	-0.4042586049692349	-1.4378748806682
MED134_00795	1.268593662946565	0.6759670527301462	-0.8255144328445498	-1.1190462828321615
MED134_00810	1.3438708605745808	0.14130893275877163	-0.010755425505923424	-1.474424367827424
MED134_00815	0.8077299933027822	0.558094521970621	0.34260333444480856	-1.7084278497182053
MED134_00820	0.2807632521844407	0.4372180573677077	0.9586329231287224	-1.6766142326808826
MED134_00825	-1.0559772858824552	-0.7932934134219136	0.40228658097896003	1.4469841183254193
MED134_00830	0.8957448143646187	0.266934660403573	0.5255648054945021	-1.6882442802626787
MED134_00835	0.6027125435277914	0.2801416873779756	0.8172512446441476	-1.7001054755499356
MED134_00845	-1.6057306856568725	0.6533242672893316	0.9964230540748167	-0.04401663570722474
MED134_00850	0.8426080181777003	0.6116395848745105	0.23684992747940922	-1.6910975305316318
MED134_00855	1.073290231558803	-0.533110192914965	0.8294426914183586	-1.3696227300622934
MED134_00875	-0.5379063694777807	-0.5485501072805632	-0.644112420305712	1.7305688970640938
