	T_10	T_18	T_25	T_34
C0	-1.090844717128392	-0.3997294583657829	0.2259757760550532	1.2645983994391237
C1	-1.2954432169420171	-0.2764671321228886	0.7154508349994024	0.8564595140655047
C2	-0.6779500833544296	-0.49630943576044734	-0.30858724913976	1.4828467682546371
C3	-0.24579553792861306	-0.6580571322529827	-0.5722978931737381	1.4761505633553327
C4	1.3110254149894882	0.2501202637248064	-0.7749027493350868	-0.7862429293792076
C5	1.2513615873914912	0.19275848810042434	-0.3012293433765403	-1.1428907321153778
C6	0.8497353305283685	0.371928114333853	0.22385042053218515	-1.445513865394405
C7	0.3150556014425724	0.3266793925366326	0.8166975871358753	-1.4584325811150802
