	D_10_R1	D_10_R2	D_10_R3	D_18_R1	D_18_R2	D_18_R3	D_18_R4	D_25_R1	D_25_R2	D_25_R3	D_34_R1	D_34_R2	D_34_R3	D_34_R4	L_10_R1	L_10_R2	L_10_R3	L_18_R1	L_18_R2	L_18_R3	L_18_R4	L_25_R1	L_25_R2	L_25_R3	L_34_R1	L_34_R2	L_34_R3	L_34_R4
MED134_08136	858.6958402427756	881.883978691476	836.1081095470713	1363.745861060548	1327.1264425379197	1541.1538142205327	1308.457736820351	1387.3489101453708	1508.0448361083115	1726.7804667345338	1281.440762106843	1450.363576468829	1523.0973613426888	1342.4752376581407	749.2253586002377	758.6405578024649	880.7473201904495	1101.3082370143675	1224.0820177502753	1163.0023523728305	1115.5509211148512	1294.261365244762	1206.8907279555701	1311.8941557935073	1024.871710271126	1186.2266881848757	1220.147099296757	1161.0865996655857
MED134_08141	18259.41322580363	20416.167590376306	19068.276271200477	25986.841599050193	20410.916674783653	26857.1554225927	20957.84253640785	19341.881688399786	14761.061209364496	15987.096866014044	5256.336396224989	4934.863485859357	8324.330513496801	5838.67158010581	20461.656720605242	18602.921271674877	17448.040934968234	21637.074794533983	19187.841926364923	17108.124294853522	19113.71182417739	13988.376835565387	13598.986172071716	13344.146776583284	4014.0172717990486	4218.998697635956	5542.727593002059	6411.791563820298
MED134_08146	18598.958603853825	19776.586462176074	16912.0668719742	14844.819311273139	14887.160242335705	13761.48347706939	14087.254220875628	13481.516697845094	12349.63653312002	12314.554805892478	12395.358272322592	12816.362467639558	14664.968024281987	12675.862712422926	19056.859173229794	17162.72128226378	17731.78023199752	13790.984193151106	13308.131018335464	12118.004923125976	14869.683407177003	13063.097619539496	11970.50371900297	12670.497978443438	11187.356122542595	11176.346233914515	13190.718270133959	12937.050225539662
MED134_08151	1009.4592320411255	890.4937246480177	841.3832395757594	1684.083205736299	1494.6278381980455	1803.7564990228686	1841.7964882416898	1666.054331975663	2250.1806773185704	2019.4926124619503	2191.4054107119396	2378.1655204623708	2429.0118400550405	2588.719106257749	975.5538523440595	1184.6152025578594	747.2229451178449	1740.050315343398	1889.17185921873	2180.92915357338	1835.0098388070835	1983.279052051428	2305.7304874610813	2119.2892846589266	2216.8669533414895	2315.9155935695726	2230.899752053718	2172.0844454964267
MED134_08156	620.0963853966914	610.0619992063768	713.4613363800719	773.5179976422343	720.0286238783688	758.8597269484824	766.822604821347	681.661290338621	743.1694565879891	736.5728805584113	1179.208916156771	1006.016157964897	1040.3503541367813	1174.784931179906	593.1367422251882	748.4983043559077	670.1896518067268	847.4813196130274	780.6887901046387	990.3504567628432	905.1676274936568	696.5479347499082	778.5458173142647	732.6545322834804	1098.13134108723	1202.227947467945	1042.4447852062276	939.5555990055025
MED134_08161	2232.6091846312165	2284.042605899681	2227.42365461357	2555.1317335160325	2573.9128491483584	2542.6280951071312	2740.1759850803005	2609.945846795002	2978.8795186183374	2779.659419124335	3122.6261857026943	3025.9832492251185	3012.5857538292703	3276.6304771514165	1976.0818833081269	2369.230405115719	2233.9655060224227	2747.843372262535	2953.315605568258	3316.3551615085044	3010.299226011903	2738.1864083614637	3086.2057863548116	3146.972487660587	3379.100471392811	3184.250597330804	2937.181560923084	3103.2350742871836
MED134_08166	1484.0361697020182	1589.1131108359652	1434.835367803176	2127.174493516144	2057.766014557654	1871.9918423179638	2063.4283693878906	2399.8870805879346	2376.281753401651	2166.2173404210334	3157.04086651757	3114.3993171927377	3090.4974543593376	2966.97508166604	1421.967295176701	1565.9639321484033	1529.110872225693	2065.6835317464333	2076.0304337265343	2059.833032346931	2247.98445221165	2309.9035565895606	2431.1467901263286	2390.7156617196524	2992.9611672995948	3179.9835948553186	3053.763333861457	2849.2849027987954
MED134_08176	938.6659871966829	822.8457207037623	999.6371404364038	877.7747712374919	835.9911285661482	842.9477257565794	983.7136970660248	932.2215833633911	889.9428402256726	834.6351359280496	620.4764511623182	652.9186557608797	682.1092997387268	732.6923050100143	1003.6498032915683	924.9735143259999	942.3739548393439	944.336327568802	872.5345301169491	933.9987963901391	959.711444358411	895.1582242529227	910.7153055076406	891.9700144712976	712.7551581483481	656.051630605844	646.2931295903973	783.4632950173678
MED134_08186	3788.749585193315	3919.8943376425864	2522.830936220106	2937.6868301760505	2905.8839409996485	2754.226583911113	2533.9516678640493	2714.975229898536	2248.1134465631103	2506.854648547145	2988.004051926857	2700.0906910111376	2516.853463201685	2353.3810056888624	3238.838789782277	2989.9363160450084	2793.7407707498805	2615.085214805913	2470.333696882832	1954.3235405852718	2407.719915887001	2644.0583090709356	2213.115371646745	2113.388711244563	2213.814468724152	2605.0050112836925	2404.0746186514953	2556.3116553133736
MED134_08196	1799.983799470734	1934.732912805707	1864.7584651412599	1567.214725657744	1549.9563535065938	1576.9946005977545	1489.7929123036063	1529.4474872854457	1501.8431438419307	1642.7271049891294	1591.1728894407245	1603.391386412785	1728.5703754857095	1444.4233217102492	1667.0264228855287	1770.837451768855	2045.2339374101837	1574.7288362464726	1637.3878478056722	1471.138027176766	1590.8613252219936	1498.519340705208	1500.1719280343018	1544.9668056608696	1487.3231297977843	1493.4508664198074	1600.4526886879542	1635.3670617833793
MED134_08201	1603.3358971250602	1586.6531834198106	1120.9651310962313	1456.231708604728	1540.1033302324688	1544.6000436798809	1406.8291065269536	1356.4579151149196	1449.128759577692	1463.5607286370835	806.7206061604692	1028.6869446232608	998.3391430666471	1141.4374270507114	1112.911834754103	1574.0777349056489	1439.2386966960553	1401.892744463323	1222.4984705086838	1232.542699215742	1249.313138664129	1536.1705804214193	1512.7135583008267	1318.7781581102647	946.2702313746806	1149.9571671432518	1181.663795608362	1542.9123894211766
MED134_08211	722.3532946164418	699.8493498960249	648.840993528642	681.872930530274	625.2880154733202	658.2298267355137	715.8591241299747	597.2259039220547	637.7406880595122	625.239041755288	561.7690544781184	566.7696664590969	623.2936042405387	580.2465718479828	719.5685214889783	673.4456288513859	695.8674162437662	617.0331972354948	706.2620697498354	722.9798128668214	620.7605824131534	571.3575626935058	622.2578093775721	608.7424905818448	500.60747724337944	584.5793391414675	564.7990747208551	548.124129004488
MED134_08216	3643.2301374575163	4405.730002333148	3985.3607366738947	5260.763164399413	5037.926592546861	5688.346345600205	5002.717488332158	5749.843875001299	5202.186196115924	5334.439230070176	9636.110628165203	10629.198324773903	11683.699718705	9680.304055789005	4077.0346597162934	3890.568422099271	4072.49343971444	4940.440362709638	4704.718854768523	4130.456808169485	5663.466317790298	5188.340832893911	4987.709882917904	4983.034248430061	9993.834637163562	11331.025073650853	11065.081672286731	12125.970599816703
MED134_08221	1679.3730860320543	1889.2242556068443	1065.5762657950056	831.5318474654018	983.7864776780239	865.0035942964081	815.4156910619579	950.7561803816618	850.6654558719263	1231.3080185510978	808.7449991495795	812.1809320358859	1021.2543491049022	898.4770398237237	1492.2071725454734	1428.029285275228	1360.9215151630851	876.704813392787	942.2106087469778	841.6779910986876	771.405409944379	1059.8823980113468	945.4459739380167	861.4837184970858	955.4276852266936	960.075556984162	810.4131012026698	952.76340934296
MED134_08226	1663.6412538444004	1884.3044007745348	999.6371404364038	1074.5173923769298	1124.7605029847361	1091.0762468296527	1066.6775028426775	1184.8412760568579	1113.2037618153884	1364.761163076696	895.793897681324	872.2585166805501	1026.6012305138283	940.3996164432823	1514.0595788379803	1334.7205535669034	1255.6426809712239	1189.8136753187823	1154.4059391202466	1155.808523389081	1014.255261223165	1202.9571089329497	1212.6791726939662	1008.0146249537818	1200.3895757680425	1165.958426426321	971.1374871953781	1059.0262470579594
MED134_08271	12141.041490821899	11657.596025157336	8437.57048088669	11151.270872531471	10297.167246327914	10604.737292306403	9971.064257128273	9007.814150879542	9589.883474580476	10462.431606730586	9956.976916939191	9078.516517341814	9583.903005399558	8987.628755734024	12989.69465473162	12550.024414769652	8627.728850845218	10330.922529627574	9319.175516766325	11488.544887047898	9299.72077544057	9205.728110613652	9602.065080209264	8136.8907384074055	8585.876107416558	8584.14223005728	8328.239662917938	8646.913285927318
MED134_08291	7497.529023432723	7138.70936168107	7333.749522383696	8038.701712453698	8128.744201153164	7487.278123379985	8014.30363802465	8401.664181726468	8285.460867885007	8000.55287981914	4893.9700511742385	4801.672614241469	4237.021596473368	4922.091609469095	6638.448854430856	6586.3793881941265	6924.009180447659	7403.563409860802	7914.569113474613	8118.236008161273	7841.32300546155	8011.24253061685	7856.848991582865	8097.553582311648	5240.352966814461	5051.064180355563	4702.886083096499	4753.611011454037
MED134_08306	242.53241289299768	264.4421972366351	188.58589852560124	289.228468683618	275.8846516755013	281.21232388281635	250.07661455533884	319.20694864799475	257.37022905481126	218.2438164617515	330.98825371954	386.53691252510407	319.285204133021	282.9773921820211	260.6679893463327	239.3571813387456	234.95154459890998	284.7203251113718	231.19789727236764	219.41178400435874	206.48730670228326	279.56045489286856	289.42223691980104	239.95665218411978	318.22152135745307	299.7569239028328	278.43802080426923	395.6339551083873
MED134_08316	907.2023228213751	896.6435431884046	808.4136768964585	880.2971125341514	896.6251179453792	848.4616928915366	995.5656693198323	803.1658707917287	785.5476870749259	799.981556962839	831.0133220297931	791.2104543768993	814.2536545593312	784.1427399521999	874.0962517002773	829.6363319283639	891.0184259652652	824.1025245892197	891.5370970160478	808.1067891745234	976.5940543403586	769.9678521965202	749.6035936222846	767.0745438672681	805.8559389771474	755.2594381608741	778.7209687534034	793.6693302781305
MED134_08321	5571.6905664607575	5232.265614161142	4200.322285342937	5597.916117719561	4959.10240635386	5908.905030998491	5905.837774072291	3611.5005523378504	3772.6961287151044	3626.82882829512	2114.4784771257464	2398.002458788439	2297.631325435711	2078.025900164943	4526.569874876436	5134.008694647161	4666.9336864319	4930.420879128006	4631.8756816553105	4779.100388204229	5201.142536746192	3141.9959543178293	3167.2440126923557	2979.7895742536184	1889.4879781320235	1870.0138348813732	1770.231969666167	2091.6368734410034
MED134_08336	1744.9223868139454	1827.7260702029755	1488.9054505972294	1344.407911119492	1362.748911298218	1444.659389358782	1357.0508230609619	1368.1278465708679	1191.7585305228808	1124.3980408924697	1229.8187408845295	1244.626187544177	1228.2550436504732	1011.8585538629846	1484.402741726721	1529.451819740798	1767.9140814901589	1392.7082178468272	1483.7837653712909	1279.3025876101135	1458.3977699790196	1216.1350428336236	1185.6664305814516	1181.0981117751141	1036.3185275861422	1123.2884016714695	1085.4555363873749	1183.900090248467
MED134_08361	5573.001552476395	5400.770642167743	5116.876127827502	4644.471107582285	4486.157289195858	4752.3504244412225	4777.530015509815	4314.442305919671	4418.705739796458	4170.963749068001	3194.4921368161113	3632.9935620028114	3738.997785241957	3715.8647458245196	5597.337783209276	5701.9748876543545	5248.535050930842	4722.516594809145	4437.099370939549	4719.15181333965	4428.438464495509	4553.917443675751	4471.573560410926	4403.794624920034	3221.134392445586	3089.309792251259	3495.1894644048107	4200.684042326838
MED134_08366	3286.641941204028	3372.5604875481554	3224.42323003563	2707.31299174782	2670.927232155128	2672.206322778625	2670.249348782836	2614.751112688628	2460.0045989977943	2416.9028052757476	1262.209028710295	1269.564052868377	1513.9312789273868	1644.5083464854156	3384.0012030110734	3306.374623577587	3203.301113520658	2726.1344911689994	2872.5546962470885	2653.3239235062615	2794.7212831654942	2524.5156229719646	2478.4190888232292	2709.346626095287	1181.311546909682	1207.5617005623014	1529.1453906771046	1594.5429207403288
MED134_08371	1975.6559255662028	2017.1404812468909	1732.8802144240562	1741.256275127247	1733.3741713787679	1630.0665342717173	1713.7951879005684	1534.2527531790715	1601.0702201040265	1613.9720075499122	766.2327463782624	815.0147803681814	890.6376746868482	948.9746889336466	1865.2589656818418	1799.2357614192147	1893.7351272316516	1599.7775452005521	1657.9739619463624	1583.8413479221742	1815.5299042125284	1555.9374812724302	1437.4637767016784	1535.1325166369302	707.4133100680071	788.328707345884	984.7198296736351	1005.5946506927902
MED134_08376	3833.323109725001	3475.877439026655	3994.5922142240993	3399.2752874647317	3349.2699883352757	3299.4200843800045	3728.630471047848	2890.024201737759	3164.9302866097673	3214.6724316663394	1772.3560619660998	1840.3011069926877	2364.849263147926	2386.728509818057	3547.8942502048753	3939.251238642745	3682.191420271442	3284.720700844975	3778.34371843746	3871.4789647545044	3394.7032686777893	3170.234384104988	3112.2537876775937	3257.1165247287076	1626.2111798866488	1620.394190065491	2355.4045581044074	2391.8143811104933
MED134_08381	6223.250616232756	5994.843113169114	5454.484449663544	5117.830490922043	5464.638292803199	4853.669570546061	4899.605329724032	5561.752038593663	5360.329348908639	5318.955716064444	4736.067398023632	4580.632444322421	5162.795920418874	5286.055797393445	6290.371239914495	6166.490095506666	5392.330531778262	5195.93719404125	4981.839622047045	5246.699272147945	4710.248184963405	6135.2695117566245	6050.854233203307	5675.36819571539	4525.30844520311	4267.002475485164	5028.862302574667	4951.728166515901
MED134_08386	4204.332152150506	4689.851618899022	4760.804850891052	4386.3515148908	4084.457109558452	4617.258229634771	4145.819894381873	3182.458954692696	3473.9812845510864	3601.0229716188996	1839.1610306067407	1760.386584021955	1756.0686227316157	2117.0901192877136	3560.3813395148795	4290.1732078936175	4681.056456872272	4183.9693522964335	4980.256074805454	4949.354340819633	3934.946788100115	2939.620540843194	3153.7376416360985	3499.040034717615	2039.0597243815698	1742.0037606168182	1826.8250633255714	2046.009892275241
MED134_08391	2742.5827447143306	2842.446129366808	2762.849352525417	2738.421867739953	2720.9502733929935	2676.341798129843	2614.5450791899407	2760.2820226098643	2704.9714435198434	2550.355949801346	1718.7096477546759	1823.2980169989148	1707.94669005128	1865.5546595703615	2606.679893463327	2590.3315302506617	2693.597489445427	2585.0267640610173	2793.3773341675105	2519.039115809605	2502.522264247169	2695.828763680726	2599.976428329546	2688.6946191450143	1887.1986146690203	1770.8060273263432	1904.9235325755492	2014.7914314776142
MED134_08396	3738.9321165990777	4055.190345531097	3227.060795049974	3384.9820201169946	3439.4630475368817	3106.431234656503	3261.6627642478315	3218.155215616773	3355.115516112118	3181.493473082627	1883.6976763671682	1967.8242819459845	1782.8030297762466	1949.3998128094788	3533.846274731121	3415.910960800403	3431.833217010308	3002.5052466290113	3925.6136119054754	3042.9896601260243	3738.848779848261	3149.526202261072	3232.8463863941774	3292.5199652148895	1927.6440358487446	2288.1800774789194	2062.2523329486935	1975.1680004652417
MED134_08401	38872.046349677155	41580.15311526365	30516.62721596093	29376.027521328288	32475.564711516156	28092.28406082311	28167.39725839897	26883.40327516725	27299.849356609135	25840.510255185825	13443.993840681745	13783.271518618778	12434.55463655849	14849.167195814138	33986.73532950328	34045.51636940259	33684.09138850821	28224.885249456922	30400.939944074755	26420.535914317206	27469.305102935192	29020.63429226273	27054.225966473266	26783.68615669878	15923.286006342005	14338.195068249022	14938.313002336363	14236.218478733213
MED134_08406	21015.10583067434	20354.66940497244	18472.186577958717	13561.788371705694	14261.872226862384	12663.51477132104	12713.610636659336	11354.843306637595	11478.298769693489	10634.22488117514	5984.105675810155	6471.376051629968	5184.183446054578	6124.507329784618	22013.177567373234	21744.991389418243	17498.11257562046	13927.917135433408	11426.87689532469	12826.5970780253	13468.426778675344	13011.327164929706	12802.110279752531	11913.25772360011	6987.900410240282	6677.858874134282	6977.928448204552	7207.862314159785
MED134_08411	794.4575254765222	880.6540149833987	705.5486413370396	779.4034606677731	934.5213613073987	932.5496916996336	885.3423273594224	1377.051911801887	1089.4306081275945	1482.7307935965616	1323.95301487816	1462.26573946447	1054.8633179610097	1102.373207927941	750.7862447639882	709.9577412589912	825.5401266508148	843.3065347873475	945.3777032301608	888.4378794930591	771.405409944379	1162.4820262380226	1178.9132450533227	1226.3358412852351	1452.9826778527354	1457.1813453781836	996.038448405516	1153.882339481518
MED134_08426	1460.4384214205375	1643.2315139913696	1624.7400488359492	1714.3513012962128	1842.5153522613837	2075.31938041951	1883.2783911300162	2158.937319350416	2304.9622923382694	2413.953564512751	2393.844709622973	2394.6018407896845	1936.3349102325558	2113.2789759586626	1283.048426602907	1543.6509745659778	1755.0751992716391	1957.1391262787547	2047.526583377886	2513.044258323147	1818.1272288251357	2113.175829072357	2238.1986321797945	2495.942554275803	2416.8046957771076	2275.3790700524637	1927.560770039311	2162.478765251003
MED134_08431	1335.894749934944	1300.0716394377828	1338.5642447796172	1404.103321807099	1528.734457223863	1534.9506011937058	1627.2757904477735	1653.0114674072502	1840.868987737425	1606.5989056424205	1795.6365813408686	1607.3587740779988	1541.429526173293	1981.7945311064107	1339.2403284979248	1501.0535100904383	1369.908732716049	1718.3414342498625	1581.9636943499677	1873.9924502667361	1367.4914085377627	1610.5317788609366	1868.702909712182	1756.4040196755652	2128.3448994386968	1600.1259283069364	1747.5947322024053	1604.1486009857524
MED134_08466	3221.092640422137	3266.7836086535012	4258.348715658506	3239.527005342966	3080.964585332178	3881.832863009857	3651.5926513980994	2649.07444050024	2651.2234438778746	3176.332301747383	2743.052500244506	2659.850044692542	3241.7378142118214	2802.143132684593	2912.613581558424	3531.532650091153	3529.408721871058	3567.7711120260747	4017.4593519177856	4262.343672871559	3538.8547846774964	2361.6740111993513	2557.527833581308	2688.6946191450143	2351.939397658682	2259.3778107693943	2428.9755798616334	2785.0469161575247
MED134_08471	7542.102547964409	7687.273175483579	7096.3686710927295	7010.427243848858	7135.104700201015	7873.255822826988	7750.004656764742	5469.765520058542	5414.077348550608	6750.074796308563	5581.251470977198	5751.578575226916	6083.987203156728	5483.282464671824	6479.2384657283055	6369.335164437806	6764.807040938015	6450.0425556755035	6427.618253620139	6433.681054466606	7055.63231014783	4907.839097008137	4665.486459147192	4960.415383675	4658.854647211633	5036.129671691365	5619.694200378849	5581.50057760649
MED134_08476	1350.3155961069601	1389.8589901274308	1549.569445927143	2376.886281885431	2260.131954110838	2714.2503221826732	2626.3970514437483	1684.5889289939337	1778.852065073615	2030.5522653231878	886.6841292303275	901.163769669964	1203.8121572096677	1406.3118884197413	1348.6056454804277	1464.5413976828331	1399.4381618186442	2384.6370924283806	2734.7860862286225	2612.558892598348	2537.586146517368	1381.800497584953	1593.751784638371	1582.337103951839	1082.1057968462073	1062.483616395806	1284.663226068478	1302.7703832855848
MED134_08481	4060.123690430345	3696.0409427725044	5083.9065651482015	6588.355466874508	5955.01568190773	8105.531688387059	8708.829212097771	3477.6395738725623	4115.85643412152	3845.0726447568713	1296.6237095251706	1336.4428735105505	1627.7434689173872	1796.0012938151845	4685.780263578987	4653.265881280359	4066.07399860518	7585.584028260447	8641.417297365138	9552.205918922	8549.093962397048	2581.933763539187	3408.4292101255232	3192.210217170708	1615.5274837259667	1276.9004907889353	1644.5953017422894	1665.9851675656673
MED134_08486	32134.88921531437	30612.566730337723	40106.81360811598	60036.767543088456	51172.055336602054	67592.96612387263	58130.36831324978	27909.670776734456	29696.80341756539	30196.538862131863	10906.417228831939	11468.584200799825	12920.3570045695	13111.285837766978	34440.95320315468	37130.78986784523	33360.55155660152	58219.87926500214	61117.00578922623	60608.00918808926	60182.6085987246	20235.65878547774	24720.51799610994	23562.956501358647	11004.970166656669	9986.919293873027	11681.94639317424	12876.414368990427
MED134_08491	25889.351836815775	25547.576180475106	27533.541184737784	49352.129810438986	44836.561371339645	56112.197302999906	49323.16773144541	24125.867118782313	26357.192132119224	29601.529538197294	7491.266256202801	7150.932881714426	9612.165092846739	9042.89033400526	28091.268289017662	28169.094722467456	24441.380079395898	47195.10749734656	52546.848117732705	51908.27200374157	49858.243263610435	16109.082912580987	20956.099434573058	21068.98080488763	6898.615235183155	6443.173737982598	7657.045572117404	8511.233052460708
MED134_08496	347.4112941440237	408.34795108168765	308.59510667825657	385.9182183888973	382.7520579563961	445.9420920396622	471.7084957015396	526.5198486301333	530.244688775575	566.9915366861044	667.0374899118559	785.5427577123083	875.3608706613447	871.7990365203681	371.49090697261784	334.69436373638155	305.56539680076816	402.449257195546	489.3160976517918	492.77728538683846	419.4679249360849	440.5195046796717	517.1010632967111	488.76416448978495	740.9906408587217	778.7279517760425	885.1159848330835	838.6959564285539
MED134_08501	281.8619933621324	249.68263273970663	236.06206878379456	427.11645956766847	397.91055530120383	347.37992950230256	395.85587327717144	435.21979665124445	556.085073218829	457.8696284552286	807.7328026550243	718.0971674036758	801.2683711376533	811.7735290878181	223.20672141632082	288.03999788221927	250.35820326113358	477.5953840577849	456.06160557836904	446.01739699246696	540.243519422326	445.2259096441981	471.75824617927566	501.54874022090604	744.0431254760593	880.0692605688151	747.0288363041369	679.6018773637245
MED134_08506	207.13579047077639	186.95448362776062	151.65998832478422	232.8961797248901	241.02010778244346	277.76609442346813	208.5947116670125	437.2791963199412	341.09307465095463	446.07266540324207	692.3424022757351	795.177842042113	813.4898143580559	710.7782308679723	170.13659184880396	158.21915376628945	157.91825128779195	228.7782084472606	254.95110589624102	280.5593303662292	241.55118897248232	316.27041361617455	377.213648785474	320.5978221804223	738.7012773957184	739.2581788778047	770.7979356410868	820.6853059683846
MED134_08511	158.62930789217685	221.39346745392706	147.70364080326812	211.0358884871748	259.96822946345316	249.50701285681254	196.74273941320496	383.73480493382596	301.81569029720833	387.82516033405835	733.842458552497	750.9698080583034	859.3202264345662	804.1512424297166	196.6716566325624	176.47520997009207	157.91825128779195	228.7782084472606	180.52438554143774	217.01384100977558	231.16189052205297	349.21524836785943	326.0823869296425	294.0452418157861	767.6998812604263	726.4571714513492	933.7860453801712	919.7438834993161
MED134_16706	87.8360630477343	116.84655226735039	69.89547288011795	101.73443229859821	120.51005389122173	126.13199821214556	109.03814473502925	181.9136374015454	146.7733836376835	185.06485787803925	303.6589483665505	310.58977721958513	354.42185339167884	353.4835437694607	84.28785284252673	85.19492895107894	82.1688461985259	112.71919029335832	136.18506277687408	100.71360577249253	109.08763372950814	147.7811158861292	136.02845135230646	133.74633072557495	333.48394444414146	347.76070175204086	417.6570312064039	362.0140742494045
MED134_08521	142.89747570452295	164.8151368823679	156.93511835347238	167.31530601174416	210.70311309282792	195.74583329098002	178.96478103249368	320.5798817604593	248.06769065523974	348.74772022435286	572.9032159182252	643.283571431075	669.887856518324	660.2805817580493	134.23621008254258	115.62168929074998	183.5960157248313	151.96216765474972	182.1079327830293	182.24366758831982	179.21539826990625	281.44301687867915	266.26845796621694	282.24409498705893	680.7040696663025	613.3816058509923	813.8086868222341	757.6480293577918
MED134_16708	129.78761554814471	132.83608047235623	170.12294342519274	132.0025278585117	162.1959215894431	178.51468599423882	200.29833108934722	223.78809733171246	222.22730621198562	286.07635401067427	325.9272712467642	405.2403115182543	470.5255639855047	550.710211047839	187.3063396500594	133.8777454945526	195.151009721499	184.52548929505323	172.60664933347996	242.1922424528987	181.81272288251358	188.25619858105628	237.32623427423684	239.95665218411978	497.5549926260417	439.5012549749719	554.6123178621623	483.88614236321723
MED134_08536	1579.7381488435794	1553.4441633017216	1966.3047181935067	1850.5577313158235	1797.797785094201	2181.4632477674354	2324.1717589716563	1853.4597018270663	2276.0210617618245	2077.002807340385	2791.637931983154	2868.4212819494896	3385.339772051553	3856.877048999399	1588.9821146980041	1969.6256193213726	1720.410217281636	2253.5488489020304	2397.4905237696207	2821.1799331270827	2311.6189052205295	1859.971241980836	2234.3396690208638	2230.416750629441	3713.347536991287	3122.379061436269	3744.1990765061896	3148.261700437607
MED134_08541	1469.6153235300021	1473.4965222766923	1350.4332873441656	1462.9579520624866	1618.9275164254693	1588.0225348676688	1697.202426745238	1622.8069389330315	1571.0953741498518	1791.6637635204597	1704.5388968309035	1873.7405173137745	2108.198955519469	1997.9918902548764	1423.5281813404515	1314.4360466737892	1553.5047484408803	1441.1357218247144	1676.9765288454612	1550.27014599801	1445.411146915983	1532.405456449798	1426.8516280146189	1596.105108585354	1765.099229975513	1612.926935733392	2099.6037747639	2158.27628014363
MED134_08546	412.96059492591496	396.04831400091393	338.92710434321344	460.7476768564613	569.2015752975316	506.5957305241912	462.2269178984936	621.9386999464156	569.5220731293213	690.1223385412142	651.8545424935284	609.8441611099882	644.6811298762434	608.8301468158636	407.3912887388792	314.4098568432675	349.21759634373507	436.68249276612147	468.7299835111015	432.8287105222596	358.4307965398125	611.8326453884329	629.0109949057008	571.3721922908753	594.471379226513	539.7758131488732	544.4255610034695	584.1454299248268
MED134_08556	81.28113296954517	114.38662485119565	898.090887384157	102.57521273081802	78.06626132575998	106.83311323979542	90.0749891289372	63.154923173366704	65.11776879700044	109.12190823087575	108.305024917403	138.85856828247873	127.56131361295338	131.48444485225224	123.31000693628911	79.10957688314473	833.2434559819267	100.1948358163185	191.60921623257866	106.70846325895042	132.46355524297417	64.00710751755913	67.53185528128691	91.45888792263581	138.12492893453	145.0780841664956	101.86756858692777	112.26638786838912
MED134_08561	693.5116022724096	544.873922678276	760.9375066382652	563.3228895872793	598.7606451199067	620.3213026826832	656.5992628609371	564.9619757791392	561.2531501074799	536.7618188653888	588.0861633365528	625.713711770843	507.18989364671285	490.68470361528915	608.7456038626931	661.2749247155175	806.2818033230353	589.4796173860072	585.9124793888769	557.5217462405836	610.3712839627241	556.2970668070213	507.45365539938444	587.1070547291782	512.8174157127302	643.2506231793885	551.216732242598	525.3106384216068
MED134_08576	1358.181512200787	1307.451421686247	1440.110497831864	1782.4545163060181	1903.1493416406147	2112.538658580471	2051.576397134083	2077.247799158779	2129.247678124141	2004.7464086469672	2242.015235439698	2377.5987507959117	2451.1632058920204	2704.006191961535	1258.0742479828991	1369.204215285197	1459.7809082456868	2007.236544186914	1988.9353354389984	2154.5517806329653	2060.9770801039217	2068.9356224058088	2349.1438229990517	2156.659582949896	2553.403382402969	2299.9143342865036	2720.9959431441594	2674.5815933351523
MED134_08581	2792.400213308568	2673.941101360208	2365.895817866634	3500.16893933111	3691.094103460691	3776.3782415538008	3648.037059721957	4104.383539712603	4346.3526633553465	4507.914506240367	4945.592072396552	5098.093149799577	4977.182751509007	5267.952866580454	2606.679893463327	2795.2050498711137	2535.679238157635	3770.6656545541196	3415.711400112993	3944.616226089291	3494.7002662631717	4152.931740698102	4424.301261714025	4115.649956518611	5405.95025730503	5054.264432212177	5291.454257154303	5302.335495473864
MED134_08596	7970.794975077978	8197.708114335688	6944.708682767945	7044.89924156987	7302.606095861141	6795.964493834728	6990.29323529568	7131.7010526968115	7247.711028643921	7021.404946504254	4275.517993001031	4946.198879188539	4837.399994675651	5128.8461350701	8355.4236345564	8180.741629992889	7334.853411440288	6986.9198842579435	6297.767379809631	6607.5319215738855	6712.785461283662	7603.667860688864	7440.080970418351	7424.888213074198	4845.056208869231	5045.730427261206	5904.923392422246	5938.711811733182
MED134_08606	1469.6153235300021	1500.5557238543945	1789.5878622324537	1693.3317904907171	1509.7863355428533	1571.4806334627972	1598.8310570386354	1366.068446902171	1306.4898374509294	1317.5733108687496	2090.1857612564227	2084.5788332365582	2312.1442892599393	2090.412115984358	1854.3327625355882	1592.3337911094516	1489.3103373482818	1613.136856642728	1422.0254229492202	1487.923628138848	1845.3991372575128	1118.2418195714743	1169.265837155996	1225.352412382841	2121.4768090496873	2191.1057711616318	2177.702244013878	2073.626222980834
MED134_08621	377.56397250369366	430.4872978270804	396.95353465878304	452.33987253426307	480.5243658304061	495.56779625427686	498.9680318852969	662.4402267641182	546.7825348192576	625.239041755288	809.7571956441346	810.4806230365086	844.0434224090628	770.8037383005221	404.2695164113782	344.83661718293854	383.8825783337382	485.9449537091447	497.2338338597496	443.6194539978838	471.4144171882316	572.2988436864111	569.1970659422753	589.0739125339661	789.8303947361245	825.6649790063792	792.3033112316605	800.2732354468593
