	T_10	T_18	T_25	T_34
C0	-1.0419069073052016	-0.405016444578668	0.1303351788870746	1.316588172996795
C1	-1.3100143676602836	-0.23608325764020976	0.6447559474828876	0.9013416778176059
C2	0.6316142951894207	0.37435128922326555	0.4856883148504654	-1.491653899263152
C3	1.1179798312928932	0.25255545867364565	-0.07405845550939466	-1.296476834457145
