ID	D_10_R1	D_10_R2	D_10_R3	D_18_R1	D_18_R2	D_18_R3	D_25_R2	D_25_R3	D_34_R1	D_34_R2	D_34_R3	D_34_R4	L_10_R1	L_10_R2	L_10_R3	L_18_R1	L_18_R2	L_18_R3	L_25_R1	L_25_R2	L_25_R3	L_34_R1	L_34_R2	L_34_R3	L_34_R4
MED134_07389	32.72742595312473	40.23255678971225	31.93191426546035	150.46001050768143	258.8597088260621	181.6263452032003	125.25337743094076	137.79248042230745	172.4156832213833	145.85675293315177	107.06526458592325	115.20266385486897	13.972735256190619	37.43779313698755	43.02351708856878	106.36784087738731	102.42042265474522	60.06706744894799	116.27525559451499	109.10352316041525	149.70913155809723	89.45846864673643	96.95256531675011	127.18703565325202	147.41535905849463
MED134_07384	3.92789657049373	5.47537421739913	3.73996912987657	20.43866391431409	37.07295784186695	24.74589206113725	17.447788897899592	18.98573010458664	25.30246195870271	20.81393023974068	17.11579887265538	18.42115945258785	1.5624148411027	4.27966359749802	5.71779273770777	14.435682706126702	16.15539610499949	7.53315529543498	15.974434896731479	14.47705242482344	21.50602813684389	12.17079060102339	14.86691533485717	19.97787565154637	19.92760793165458
MED134_07379	8.57729501585015	11.68666689874452	7.887190052890471	35.46304714748057	66.81586905912759	42.24249541359847	29.30021236081075	36.99854578214469	45.02661369953329	36.07912640554442	28.80298588488021	31.26527063053901	2.89629080249418	8.865017451960181	11.75164437046473	23.81739097294858	28.826418557087628	13.448300212729588	26.793068606088298	23.57751168031216	34.49133395621316	22.958946910270033	23.835254494970968	33.601061801795716	35.244184557557936
MED134_07359	22.53305855340399	27.436730483584622	27.73649786396865	53.15035245794469	95.51887746805309	57.43633143037763	42.08519672955332	29.88584638168918	33.66992728551091	27.71072390313978	15.13241227607313	32.9027070263246	7.283578046181299	35.61291493632281	33.69618810626532	47.10660695550607	41.49744100917576	33.38118465413033	29.0128046232942	31.242295036012568	47.06415108247259	27.33014635148266	21.52276229702118	33.358623170785116	27.33737465681701
MED134_07354	7.313405367926349	10.61976118307125	5.50151386823982	20.35022738776178	40.49702806443391	21.13674710232786	13.61306749674224	15.663922275160418	14.398866142545469	11.113941381146319	7.16376170219402	10.09126512723823	2.7270841319387498	8.78164738187905	9.15852479972037	14.646952702283139	13.58464664679364	8.14022275514037	11.41999645505402	9.40903804633575	14.724228741302861	8.82359763365521	7.94821404978682	10.620676950810411	10.883971075487981
MED134_07344	2.42182447506357	3.40846446459316	2.43628143705232	9.21213818253339	18.24479886493703	10.33145421951202	7.259270785641959	8.96471150619208	11.144851848786729	8.87358165609311	4.61870810480972	5.99016296164681	0.74385010367547	2.70489560707667	3.7244667518862804	6.483348007050729	6.74821732779035	3.7753575489942204	5.75126821987878	4.8692687165862	7.91007729140027	6.42146790976901	6.67149305281319	6.4992202236302505	6.624693401684601
MED134_07339	1.50607209543015	2.7253631152842	1.2964583710525701	5.17844994367477	10.05239381390645	5.28307967590135	3.34328889061549	4.45803289242032	9.691431359531009	7.50081221672227	4.44820205099482	5.07379947409708	0.61309949460992	1.67203307218266	2.11543964981776	3.03370510105887	3.19453425321167	1.53522845181692	2.9360651701687597	2.30126555885921	3.67600217683172	3.8276189121454203	4.65627657719795	5.75791748650169	4.84298478768786
MED134_07329	5.19430895224572	8.31341384390955	5.12799891003694	10.48464153681401	19.51297302144331	10.24731464378518	4.27584979644689	7.07795245663305	10.591728261782531	9.03831398881761	6.22597840621202	6.872726156622989	1.85907588688169	5.52095130759484	7.47766613059522	6.09051785794735	7.03805672749002	3.14571320029153	3.5521671988487604	2.83997090559217	4.29473521649646	5.54632581317948	5.64198028809671	8.014461667446481	7.743677781576699
MED134_07319	0.7063654718935399	0.9647926273745101	1.50610870243096	1.73433854849828	3.13661741375886	1.55436795158539	0.79712674938286	1.01808545399778	1.27689168489267	1.47435437788428	0.7998739877493499	1.2693887655401999	0.41093048563459994	1.7137181072232301	1.53001237830622	1.3171363822878	1.58151498531781	1.05107960998576	0.56893632313511	0.58839176220832	0.90990152891874	0.8300316792395399	0.91999013017217	1.1935440295906299	0.9380096851942801
MED134_07314	2.17711929372902	3.41902788752061	1.9736048436655302	5.01631631166218	10.64420842027605	6.12004703444733	2.87507366403623	4.34336797780624	3.27166717419504	2.8937979781937297	2.04858008774676	2.22706372179094	0.78010867593735	2.48720709075371	3.3365762897804805	3.4826538428913	4.13336187397802	1.93157828088076	2.57642666538906	2.11298019495255	3.6153420749037997	1.49766585601918	1.48637861167273	2.27985558777273	2.68658208748579
MED134_07309	3.06007613359595	4.59156783246847	2.9037775782869	7.47288649367109	14.54173032793869	8.00211649149517	3.8037650225405404	5.44832079136014	4.0542782068712	3.6954953307863	2.47484522228404	2.8354689881149397	1.05259734020843	3.73775814197067	4.39609190386578	5.09688865727409	4.946172364440169	2.60386786435615	3.3988786558279	2.86089150158179	4.45245148150904	1.8179498192040102	1.92446914984996	2.89061444666481	3.41302980563897
MED134_07304	5.00762664895957	7.950736323400159	4.7617132736057295	12.582552472249612	25.16902975946132	13.754606431977859	6.721403707174891	9.27395930621188	7.7025401637074	6.5014360648602905	4.48330623854494	6.44083352929422	1.71843657629017	5.46537126087409	6.91378832920067	8.338562660799461	9.37567449463309	4.231912415384221	5.736528936896	4.92941543005639	8.13654167193116	3.7599532861204503	3.71751113824675	6.44327284724319	6.877038398516761
MED134_07299	20.94878170929991	32.96492181562104	17.34314293023305	52.41829454370603	103.74510049659051	56.763214824562866	31.262072855651102	40.98054554419745	47.73338869976661	42.40210244328651	26.067366697938084	28.86920544588029	7.67033615030799	22.68592240318755	28.45607528948413	34.59546187061694	30.143297568766602	14.74019997201997	29.31348599614281	23.06757215306495	32.84946719736422	23.91528775808951	23.57552939019447	34.27709259980604	35.26202713309153
MED134_07289	8.43349918764325	13.461321950557489	8.47276511639563	23.39637441345282	43.94646177013099	25.90613252642321	11.631859265266389	38.05137817996492	69.33463006032422	52.316243334422715	41.13207804087883	20.58813376535914	3.25448154665696	10.43978544238153	11.1446676288362	10.70544683648957	12.797039582392339	5.9151449172946	9.85468460228333	7.306518149378009	12.96912979218848	13.53989176759515	27.602833123295117	25.61923610390835	22.593798504244848
MED134_07284	3.95816937643202	6.5493222150240396	3.8122623475932502	11.585184978354	19.89342526839519	13.683752052418418	5.9242769577920305	8.71105881628819	10.69176125092158	8.98889428900026	6.1683072409511	6.44834470542168	1.48550271812296	4.2565052446977	5.06771705584527	5.83633364382163	7.567328674767699	2.9375041128719097	5.28550687762309	3.97491323802955	6.3652666956360004	4.68020580005996	4.65001814093827	6.94679923472674	7.14467703152056
MED134_07279	0.35066000211856996	0.58803054296183	0.5373795850273599	1.22337195064043	2.53634831301256	1.42151598991142	0.77003991809315	1.32038386525309	1.6417178805762898	1.43866237246064	1.05563306847171	1.1642322997558	0.13075060906555	0.42148202096571	0.73986514068329	0.7988646729665301	0.97663275985761	0.42645234772692	0.66031987762831	0.55178071922647	0.84519742019563	0.78266574102207	0.8574057675754201	1.23550456188093	1.0807502894629701
MED134_07269	2.4571427486582498	3.44015473337553	2.01939054821943	8.40147002247045	18.05879998864944	9.87532915109808	5.77723415936218	7.613055391498779	10.45638951177086	9.89217658010627	5.76711652609249	7.33841907652531	0.88119318042501	2.8994257705993	3.1857299989615497	5.446804588408201	5.79678799399357	2.98014934764461	5.25013259846443	4.31225784836232	6.5148949470582	5.46738258281703	5.21327740430899	7.772023036435891	8.03170792947603
MED134_07264	2.53534749733217	3.7288882933927203	2.84594300411355	10.49446781754204	20.15551459407316	11.12413759083335	7.669442802314699	9.10717397586412	11.95688434885672	9.99101597974097	7.314208220266	9.2011907561346	0.8998718388629401	3.29311776820464	3.77474884882592	7.19638424407871	6.68520876263824	4.17672446450191	6.03721030974461	5.21707362491379	7.91412129819546	5.69293466956691	6.286599222843201	9.0541504119727	8.8014876167822
MED134_07244	5.6029918324127	9.07398029468654	6.00997616618052	22.65449021848613	38.01986121205831	26.26040442422045	9.92538889401473	15.70561860774736	13.4161891315912	10.38362803940103	7.918501734521779	9.306347221919	1.5459336718927499	5.09483761606907	8.17443233104454	12.8511577349534	13.10578155163765	7.22209593591652	7.29889293307015	6.30232954187581	9.37400775126065	7.055269273536171	7.3004658969105005	9.6602469894992	10.771817743562579
MED134_07239	0.22452331070901	0.30281812392046004	0.19519168783505	0.8696258444311499	1.53871797656095	0.99638971255473	0.8319526753267701	1.0041866764688	1.45930478273448	1.2107826455250799	1.0280512068251801	1.35952287906968	0.06592467683977	0.2362151985632	0.34119994351898997	0.59089577050004	0.65528907758188	0.34617896462538	0.62789345506621	0.68253444416165	0.9948256716178199	0.69695594805712	0.81985515001738	1.43132037923564	1.4121124065153
MED134_07234	0.59788791728131	0.90493323078558	0.47472546300624	2.42709133982479	4.345610109628191	2.6171836449771098	1.83029588571889	2.4809317889229203	4.31907141341576	3.2260081825214697	2.27174242288687	2.07684019924181	0.18349035053737	0.71790893680973	0.8440209129154	1.44918012988557	1.48700213758965	0.7375117072453801	1.5918425621396899	1.24216038688423	1.8804631597654002	1.8179498192040102	1.78365433400728	2.25654418094479	2.38835618213869
MED134_07229	0.72907007634726	0.97887719127778	0.64581941160239	3.29180404389193	6.17178089499723	3.66671414220144	2.73190041293349	3.20714291481212	5.76072331571394	4.49444714450013	3.15937687951154	3.4776745470125	0.28457485502503	0.95875580593299	1.03437456561547	2.25134589654205	1.99107065880648	1.20660928974499	2.20499673422313	1.9377702035394	2.68117650521389	2.5555051428761097	2.88826833383985	3.6552285906213102	3.56341722799349
