Genes	D_10	D_18	D_25	D_34	L_10	L_18	L_25	L_34
MED134_03579	0.5338748324396664	0.1974667121137025	-0.6326271353095074	1.6708032309596803	-0.694888650630723	-0.938109315635062	-1.3156462839925522	1.179126610054755
MED134_03584	-0.3059399794559876	1.683539315663381	-0.8769206957002613	1.150566155305502	-0.7803134072913583	0.2977109771613178	-1.4784465622901541	0.30980419660756403
MED134_03589	0.467665600779093	-0.07722652043375042	0.9528681672629599	-1.6344498970843255	0.6725026643224596	0.027462756412315024	1.1482450146562058	-1.5570677859149844
MED134_03594	1.30874715478847	0.7824991836486681	-1.0823624152453444	0.4129237051505366	1.04372102318417	0.06396813781466021	-1.1229051225785205	-1.4065916667626401
MED134_03599	1.6357292526208673	0.08704893352476184	0.07553649879338364	-1.5791402408888375	1.3280241774836703	-0.11753113731639447	-0.6200015473810656	-0.8096659368364099
MED134_03604	-1.0475758194722409	-0.509770039803579	-0.39415443319601273	1.7343611480646481	-0.8970047278472488	-0.3672040595307311	-0.10864957352960647	1.589997505314771
MED134_03609	1.1985738650969293	0.8650107359445126	0.7754651341580127	-0.7302836700461143	-1.525199994944458	0.9555241764245652	-0.4111767139770941	-1.1279135326562912
MED134_03614	-0.7697769952791921	-0.05154138132510419	1.868417898344212	0.5221467565602338	-1.6462524145589867	-0.7390913634531614	0.24718613017668986	0.5689113695353527
MED134_03624	0.20559240141334617	1.5451941597048093	1.2013178847541381	-1.0969136129151158	0.14317800809906453	0.1637199193102085	-0.561860125302024	-1.6002286350643862
MED134_03629	-0.04843920191056994	1.1482031037593197	1.6465526051000012	-1.494578900196961	-0.06613421520112124	0.1524852601725001	-0.032053118294717166	-1.3060355334284042
MED134_03639	0.5036867121664677	1.0577012024569916	1.1786287333748142	-1.6921594031873752	-0.3690804928741562	0.7904467998295708	-0.21757055447887821	-1.2516529972873909
MED134_03644	-1.0260631219191392	0.44556050415340226	0.28422352118613875	1.3400069455619892	-1.7711675643085465	-0.5280583432105925	0.049713199652868106	1.2057848588838662
MED134_03649	-1.379834981864574	0.10482865700606646	0.46755759132578006	1.3036642134901253	-1.5842521567763075	-0.43050962974339557	0.36006705825457513	1.1584792483077202
MED134_03654	-1.4831529047048406	-0.21600181603137317	0.8085503160165357	0.7620176018516521	-1.7735606387689649	0.43094519171908474	0.9655218829783617	0.5056803669395353
