index	D_10_R1	D_10_R2	D_10_R3	D_18_R1	D_18_R2	D_18_R4	D_25_R1	D_25_R2	D_25_R3	D_34_R1	D_34_R2	D_34_R3	D_34_R4	L_10_R1	L_10_R2	L_10_R3	L_18_R1	L_18_R3	L_18_R4	L_25_R1	L_25_R2	L_25_R3	L_34_R1	L_34_R2	L_34_R3	L_34_R4
MED134_09431	562.8164905397892	583.7615132001589	601.5548454953733	697.3494752941751	780.5167305713162	730.6253823316831	989.7033580730288	1045.1453298596123	1360.7876548094162	1144.455353368752	1197.4871305627057	1240.9246299930899	1295.2580035036783	469.2805422255685	462.71984658512037	620.7693904798542	713.1249480467509	831.857497347995	597.5872810480649	1065.937728193529	1020.0074597981969	1196.0767652926795	1197.2913870140485	1186.2942828206371	1240.5327823869034	1188.455849454741
MED134_09436	2204.697221807165	2221.2620290412824	1273.490279978064	3104.9867148134804	3209.3011451138236	3322.435357890644	4314.358126053644	3916.4351365684574	4263.208382605534	3804.8120958487452	3659.7359495848987	3538.0038623516216	3691.4381410851374	1999.198526170412	1706.9221007362219	1555.8032848901348	2900.547217764621	2822.0735588241505	2980.1077509034503	4011.041968300427	3649.122786718573	3842.273046853426	4024.9370031536096	3904.2729538141148	3767.95277497232	3715.9330615900863
MED134_09441	10205.206814279394	9359.972737073733	10110.901972630845	9814.642432698676	9381.50501647484	10159.513077847423	8219.805200802606	9129.682438644315	7375.38014869744	11854.148081208967	11146.833622180842	13552.843507963746	17178.9135060466	10097.458694035966	10901.679585545437	9515.877448230765	10971.671777513604	11021.811746968673	10748.742404528293	8865.713796347603	9765.28549998997	8375.502836632128	15202.154094189638	13222.45707267781	15326.760452853137	13795.490759244041
MED134_09446	10718.793493589934	9060.671283271957	12745.526284910802	12268.090951616869	11361.874917179317	12604.481677545604	10879.113173440008	16121.236719884288	9615.936292754555	11710.589207935518	10377.66117689431	11280.096131095273	18846.805822284405	10996.384597555889	15956.63684290644	8833.031118702926	14635.9201807751	17016.467362778036	12979.908890537445	14913.627858450996	19167.599744066974	13822.100338088874	18446.379191668257	13057.6356546222	15251.710426872434	14646.51322530327
MED134_09456	1386.4179270507339	1271.412787224075	1500.5672746352582	1195.3350495005993	1205.2096574998266	1196.2199887195204	1063.1687333921752	1048.2651666651634	1141.4014098074622	1245.8500820444044	1181.7897337201234	1412.7683593916427	1318.8424536767243	1165.2743193776785	1297.6721030898264	1398.0243981431718	1243.3325039822194	1378.0265612633455	1321.7378072089296	1065.937728193529	1051.0638239404827	1117.9858029305956	1052.687358419736	1147.4510186928817	1220.6665990390702	1283.080025750837
MED134_09461	892.7892793196185	765.5685946417337	969.3930181272021	750.7959679262104	848.6206413760683	882.242087488748	745.0497968687016	741.481214119307	644.8176795665534	684.6653956118323	711.9890710742679	682.0523242057608	762.249429592842	765.751695591046	857.5741156710898	889.7694596877911	859.796036652111	921.8853650263495	763.2937978452358	764.7770688019526	657.0362038852325	728.5194843146321	788.9535860611971	591.047505511521	688.6943560582097	765.9202194533058
MED134_09466	1575.3539593359585	1589.2659840300935	1273.490279978064	1604.2431359869647	1444.7211640378873	1563.9203445335047	1423.564914203082	1682.6319837938831	1649.1026862477945	905.5252006479072	941.2831892391306	949.7027345964271	1119.7896942162172	1482.355766827387	1480.7035090723853	1465.2744154451561	1534.9888066112687	1708.128742750645	1838.4289934426276	1575.1557516442701	1665.3975271300721	1728.8745971048731	1162.8261781262847	1075.013580184365	1080.499638751582	1080.143899229021
MED134_09471	3126.758280776607	3198.3204939313787	2719.6121933212467	3429.9074557352187	3462.5864763090253	3242.4485921778614	3887.427265708416	3756.283513883502	3964.516974714361	2449.5360194910127	2599.0404200789812	2529.752600482236	2708.438257872586	2967.882348129271	2868.8630488277463	3027.5440481527894	3094.422794656764	3017.734124578441	3432.8649267193423	4068.994019476724	3740.3508563865375	3924.317981993337	2452.2745367315274	2785.167019755	2704.0082890105987	2885.1446961224756
MED134_09476	1170.8711859929422	1255.3346099537314	1155.3040079050218	1359.0679555003267	1424.060427052176	1307.2463948581585	1914.9512453471839	1773.1072511548646	1764.7251667217972	1582.159330622064	1587.6795663640369	1562.561344752328	1584.8750516286814	1124.0537312092165	1013.870597184286	1175.582033221224	1411.0770248584645	1411.6369651965977	1448.3010523217292	1908.6175543144382	1900.261280956108	2079.789681137023	1452.0342353149097	1557.92983690781	1651.1005715754513	1655.625524878863
MED134_09481	2420.2439628649568	2049.3492105353034	2763.4340694831612	3813.3648314444245	6803.50416814664	3896.6687057689765	3901.2886572780662	4722.392978002486	8395.229720057874	4869.9587010454525	5278.8103096341	6517.135418915915	4266.8987253074565	2170.422507793254	2926.44596306945	2505.063144498912	3540.336621508692	4438.9740623273965	3886.9268782580466	6204.669610367146	5059.275821054234	4624.171163668723	3866.8465884727807	4654.892787634252	5161.896639878601	5294.788028341928
MED134_09486	271.4292294801821	295.59110520092787	371.8219795556392	386.0024467869217	468.31003834278977	399.9338285639115	403.36649467682264	383.739927082783	557.3596494644231	638.4856181951984	584.1674110703837	729.1952942177531	552.8195120561949	280.617080992992	314.6494956778819	332.370277819422	408.8245860551704	496.95382958451654	369.25152955590033	396.16402197566987	454.1993255809288	487.32714486718265	525.9690573741314	538.5566080415813	536.3869503914902	566.5548165653046
MED134_09491	198.24978035562316	228.8048303856555	253.63570748259673	279.9578185487564	247.16363134758348	281.7444284808451	264.0595094018375	282.86520370329805	273.49163650581403	368.43431112836134	354.87329290552094	356.61375702620046	383.95484881718653	217.20079150305028	207.7097978004318	206.92313015995143	300.92861282823884	286.8888050016895	330.1082578715293	213.75756581421035	288.24187969558943	302.47891750376857	342.4043578632166	397.8810028221429	315.65157986001276	312.4383179588077
MED134_09496	4228.441623960875	4094.9880724697587	3217.588058797549	3908.380818345821	4253.050969132722	3682.9727197601997	4476.536407418553	4306.414737262343	4578.205524922529	4104.980649056865	4138.506553283658	4470.218075814568	4211.239422899068	4404.26130507645	4084.2738458579956	3815.1452123241043	3852.2234191177913	3670.736258138772	3705.563052787127	4848.971626292132	4089.734952987252	4351.347041998657	4363.59514265946	4968.7883545044915	4731.462667342219	4455.6679743954155
MED134_09501	4992.168965733545	5156.14777231242	5894.706311598151	9848.576713734888	8095.948048475026	10128.473437421568	6230.00244097931	6712.848859944077	5957.5224233976505	3193.4319991807015	3153.4949014116196	3264.2704880884403	3407.481361001665	5244.527140818178	5441.585395841015	4935.116654314841	10049.498381339674	9739.814911228907	9976.315176623371	5174.833159955572	5796.864469433521	5797.5125854888975	3629.3363446158014	3381.463615013515	3756.9160064457465	3443.9629448145147
MED134_09506	5213.03784854585	5815.353040396498	4998.349753740807	8553.983892203367	7163.154034194207	7885.262500491449	6112.873682215766	5525.230982630965	5191.152905384069	2721.5951429672687	2571.0093542886557	2947.9563667176526	3497.1022716592392	5230.258475682941	5104.31404099675	4759.231993678883	8005.375451063821	7709.986587974275	7755.58689639672	4516.459857247804	4839.940249299341	4578.700476723712	3518.448281237779	2917.4440813792485	3173.0709513899883	3466.577527828676
MED134_09511	9619.771221282923	9294.42324512541	8922.39957369407	11354.410434716836	10863.72159207939	12002.79018621363	10578.320976378598	11360.365754613338	11362.873385557275	8374.602243686079	8392.501097623457	7913.175627658141	8621.531605258642	8925.842745709293	9577.272557986247	9033.487901045379	11544.026197990843	13312.120700706011	12096.57572619347	10615.675735146606	10669.80210563404	11224.34022305651	9483.926393506774	8842.61658778604	8146.2388494641755	8775.648450705863
MED134_09516	3929.071150269498	3376.417226772105	3727.5153450452826	4381.76403880099	4407.62389028508	5138.254322803209	4315.744265210609	4620.478309021151	4080.880624934992	2820.9820552335027	2835.6226153493285	2685.6285497154367	3435.7827012093203	3429.235854168597	3699.7022400294736	3652.1932473231427	4926.125527642094	5179.603320427992	4751.993182482647	4396.755620391847	4340.126888884431	4528.287323806418	3301.167616510574	3046.5716891552997	3248.1209773706905	2907.759279136637
MED134_09521	818.2792947564312	850.9066124612485	620.1459444731553	844.9635978017012	965.6981509617658	919.2508895349607	1237.129197591286	1013.9469618041014	1208.1066870040022	836.2555345229564	828.598304762022	780.1401166500675	788.6640137866534	675.383483067879	680.7123076429993	734.5771120678276	877.4977197596544	941.0913101310651	764.5985735680481	1088.7385352137114	1085.0317222211077	1117.9858029305956	863.8779532085093	811.5092748852677	742.7745218384216	760.5641340025833
MED134_09526	328.64225334120084	367.32451148399826	316.0486826222933	354.6132368284248	438.4667515856512	450.0747861749093	722.8715703572612	658.2855659712782	811.5808725579034	525.0439910630326	599.864807912966	636.4300951618972	590.5546323330682	221.95701321479592	306.42336507192414	412.5529907564032	394.49465211096856	579.7794678486026	429.27121280526933	557.6697383686288	656.065692505786	757.1857869538782	600.1441808499704	546.9551516367717	555.1494568866658	580.8377111005644
MED134_09531	18445.212785704724	17566.027059283595	15661.67295314003	13525.356064008556	16284.486807145275	14123.036393764396	16148.521178642555	15721.897608773748	15947.749438199458	11629.272643354054	12640.88942880519	9747.189235221456	12128.067656987101	16152.128933088148	18389.514969618427	15608.470361877837	14517.908960058143	14849.796680652305	13276.092979615853	17674.425575144753	16573.42282680667	16054.117971172238	14956.402169946454	12905.412051959374	12863.353717721848	13137.287369410818
MED134_09536	14846.114424215055	14200.740878314034	10174.642883411812	11798.949516291224	13117.272348483826	10897.301454123535	13862.777708807227	13393.459406230792	11386.590817449378	12111.148581614581	13800.81493120886	9650.62218374528	10347.9133579256	14151.344999680488	18017.282559698844	13209.4553215859	13914.365859819995	12446.652799424763	9647.511694474655	16015.666864426481	15177.827463162705	12984.846602384	13624.246922067245	11704.420317847153	9992.690223959984	13171.20924393206
MED134_09541	12228.951216433104	12385.143629632184	10400.391942427736	9175.829592191967	9552.147399727197	8309.072975536788	10402.974373022522	9376.14954628285	10022.83848365345	11586.10459055155	11918.2485527306	9810.299985398802	9116.805058892605	13870.727918687497	13003.455955367626	10683.699864070992	9786.501946599028	9904.265816188034	8975.552197226285	11862.119852249913	11283.165297444184	9998.608661930128	11981.155550526688	10832.021601896755	9838.17546458795	10760.375670501337
MED134_09546	11978.810553970976	11964.637454869358	10441.55794730711	8213.792724815332	8519.875762922584	7739.614956954741	9693.964194234912	8855.136799755819	9720.441227029134	10696.641921178993	11138.424302443744	9599.677361312964	8412.101687721995	13661.454163370689	11860.023801139507	11184.195185145374	8941.878781181953	9238.059595368211	9018.609796079092	10500.721666419853	10125.345221764594	9569.602615535892	11177.21709103603	10422.592601631226	9733.326163585498	9841.509455399624
MED134_09551	51655.37733386818	51889.22518286582	49825.47319609692	39659.842604047924	44181.838225222215	36021.50271420568	49097.74200927971	43458.286755724715	42438.63852218538	45310.392911355484	46214.25754719386	35467.48122918362	37170.03685072719	49306.165078429665	47668.37032887335	50410.354315654666	40879.0868563537	36153.9912880581	34661.36707651058	51312.266165294735	48795.37113580756	45128.66829972892	48594.446044403725	47276.451715275885	39788.654215151466	40750.288350307426
MED134_09556	14758.299085265586	15010.833656165949	13742.805951504677	11190.67752871711	12161.52195977444	10481.847805346695	15251.689144086184	12617.659987250423	12888.941893864785	17367.611941473166	16467.129909184623	12809.201174548769	14353.496375315708	15118.4434144021	14299.071525805964	13359.474590951864	12347.345436156982	10800.943378264445	10440.815333944574	15675.554826375426	15470.921899755525	13888.329382117478	18960.360350298815	16386.608372165774	14132.582098277844	14221.001992273656
MED134_09561	2367.0225453198227	2394.411630414211	2605.4097281720146	2550.161219871399	2419.6018647710803	2723.1315312068123	2443.0702641508587	2812.012907403375	3097.348371159341	2652.325476842318	2554.7513361302667	2892.449321380952	2911.26452936078	2222.7409466224562	2572.7223470132694	2511.5294923164106	2775.7924987209817	3177.3835432613896	2960.536115061265	2468.1873599347487	2552.4449279441083	2881.4576618414553	2507.7185684205383	2648.690686333157	2826.516419655569	2660.7842277977697
MED134_09566	2433.54931725124	2685.055604147341	2082.2030855115795	2609.546211684772	2447.149514085362	2441.387102725967	3251.8824622399516	2702.8186192090866	3092.9013526795716	2109.2111380945157	2223.9847598044257	2281.871822677244	1941.4719382451349	2441.527145362755	2305.373102319644	2163.6399797349923	2468.963324856895	1872.5796477097724	2355.1201796763257	2742.747077802779	2541.7693027701976	2234.983112666734	1922.5592610000301	1748.9967036983908	1998.7587801625284	2496.5309406422825
MED134_09571	1035.156571252851	1098.2631858511463	1677.1827149241867	1170.732695749345	1192.9662578045902	1068.4799300438829	1211.485623187433	1141.8602708316957	1499.3863974288936	1519.9170219300793	1435.7511897804725	1508.5750403837562	1314.1255636421151	1035.2709259232981	859.6306483225792	1632.1061891366169	980.3360692415736	993.9076591690331	1068.61131698333	1163.7911916551452	1090.8547904977863	1186.191833348112	1143.3458426679836	1182.095011023042	1274.7467648192824	1172.9827137082095
MED134_09576	1507.496651965913	1522.479709214821	1393.0044876923766	1631.390560815935	1676.5805457664253	1534.0745364317202	1833.1690350862473	1639.9942141180184	1770.6545246948228	1647.4133639281772	1621.3168453124274	1608.9439442802561	1617.8932818709457	1588.5780517230394	1517.7210967991948	1514.4186588581445	1588.9367932247344	1573.6871270176357	1328.2616858229915	1692.959921248546	1735.2743464502153	1654.7376075206162	1554.6806183067274	1373.1618778136224	1520.8667029618796	1479.469825610659
MED134_09581	1776.2648105688384	1801.9926371454058	1438.1542994955614	1981.7620125148333	2059.951998723513	2077.268243884197	2196.337494211084	2366.9161898114203	2256.861878482937	1392.4206799319816	1634.211135575977	1450.0265131107979	1524.498859185684	1690.044114906946	1731.600492554095	1637.2792673906156	1940.4416435030973	2014.2234928570501	2176.365905651031	2300.981441786744	2299.1414579085904	2433.670244752543	1519.4661657474908	1699.6552600766474	1487.756397382158	1579.4500873574773
MED134_09586	4523.820491336368	4698.538111541109	4220.179467956505	5228.424350654503	5259.305381584957	4787.267619526224	6498.913437430526	5495.072560177305	5655.125166773336	4432.25472379214	4846.010653831474	4238.305078174928	4024.4505775285447	4510.483589972103	4185.043945780978	4523.856933121938	4900.837408917032	4192.897890673227	4527.57175815892	6054.564297484278	5403.807360757717	5565.216684791559	4309.6495983133955	4293.755413041067	4414.7074106295495	4462.21430105741
MED134_09591	3034.9513355112513	2910.1500859321477	3544.2602265500036	3552.9192244914907	3545.2294242518706	3444.2062549459242	4285.249203757378	3804.1210115686185	3639.8846256911993	3262.7016653056526	3304.8626566793773	3001.9426710862244	3078.242436585945	3059.835967889687	2914.1067671605138	3459.496082361688	3644.860845572282	3688.741831674443	3740.791997303061	3909.3883703354472	3910.1903477896626	3796.802359908415	3468.24895524908	3270.182912377243	3056.0812050083055	3072.0125662921246
MED134_09596	1442.3004154731243	1299.858793163913	1458.0733341146135	1732.3450468986684	1665.1023585521414	1943.5590235882028	1822.079921830527	2066.3719108766663	1801.04248430658	1389.4089553178533	1527.1324642569336	1224.9568498277376	1440.5382165696408	1369.7918529827405	1342.9158214225938	1328.1878417141882	1808.100488841939	2077.8431860164205	1779.7140859160709	1902.9173525593926	1874.0574737110544	1811.908025439241	1649.834564583814	1540.0829317680307	1407.1879871381689	1467.5674134979424
MED134_09601	1173.5322568701988	1094.552837250298	1169.9112999589931	1443.0553010649535	1541.9031491188257	1677.3344153202854	1597.5253784021927	1875.0219201362	1871.4536102362613	1473.7372445134454	1500.2226410982212	1139.0349851284611	1480.160092860358	1087.5893647525	1205.1281337728024	1103.158937665241	1527.40237099375	1985.4145751999768	1676.6368038138937	1777.5129139483893	1802.2396316320187	1774.3452840498842	1487.9979315456196	1488.6418522474899	1240.5327823869034	1436.6211420048796
MED134_09606	123.73979579243594	174.38638423987797	180.59924721273902	146.7657654816208	162.9902584428337	192.2070041754918	164.25749010035562	184.0703715275138	184.55126691042733	252.98486758677674	260.68891185002724	213.6641060220945	251.88192784812972	103.05147042115524	176.86180802809045	183.6442780169569	159.31514796789114	228.07059811849794	178.7542740252945	147.2552120053449	141.69466139917864	212.5260368082034	275.72167110210876	309.6962950726442	235.0831696160235	269.5896343530284
MED134_09611	271.4292294801821	231.27839611955446	4510.997373394665	171.36811923287513	193.5987576809245	239.9602971383469	98.41588014451686	171.59102430530947	231.24496094800534	269.04739886212764	297.6899186932569	282.8578200719543	296.2206941734559	312.32522573796285	333.15828954128665	3892.741386134086	197.24732605548428	374.5159295419545	274.00290179059743	116.854135978435	117.43187691301792	151.23945875188429	459.28637061302356	373.73518998597064	313.44422615469796	291.6090967615539
MED134_09616	3069.545256915588	2783.9982335033	2062.2840508925274	1673.8084121112013	1854.8750538283045	1456.4754353670805	1672.3768928783043	1803.265673608525	2256.861878482937	2100.1759642521306	2183.6200250663574	2586.0200163030013	2491.461316280564	2241.765833469439	2556.270085801354	2290.380396957962	1666.4870239815914	1795.75586729091	1414.3768835286078	1929.5182940829388	1981.784236829608	1976.98638891352	1963.0184192595786	2203.5678757880682	2240.464010894496	2578.6575842200264
MED134_09621	15200.036850890196	13578.639096238441	12146.62731069797	19183.89742679706	19216.015821673423	18533.052998884064	19834.958266591042	21821.178563626112	20492.602324523716	23728.374326512123	23319.04363097179	25312.73341450365	25637.240716107764	14655.504501125524	15366.411971928976	11784.272262609235	19663.198183317443	19684.89336076446	17691.454025612908	20981.492626697047	21179.469833659423	20569.554883450717	21642.652694172593	21468.777065205337	24192.59661024993	22636.602476569846
MED134_09626	972.6214056373191	906.5618414739755	852.5346816954299	1195.3350495005993	1012.3761122998543	1158.0173543492363	719.4062224648486	763.3200717581645	690.7702038575031	754.9389699414925	736.0957876539478	698.7804748551774	725.4576873228905	967.0984147216108	976.8530094574763	870.3704162352957	1083.1744187234926	1051.52549448318	1295.6422927526821	684.0242106054731	705.5617728575539	677.1178382028805	657.8359435534009	714.9260235405786	669.9318495630341	673.0814049741172
MED134_09631	574.7913094874443	665.3891824188252	4252.049923346988	1367.55152575938	1385.0345905236102	1464.8322616355804	1781.1888167000589	2072.611584487768	3198.888626447407	2100.1759642521306	1949.8409363750425	2449.153329171411	2949.9430276445755	783.1911752007799	863.743713625558	3331.462395575218	1341.9561670099613	2095.8487595520915	1265.6324511279977	1753.7620733023657	2028.3687830430367	2628.4034040605247	3192.5272841469714	2211.9664193832587	2676.416367694164	2729.22309744589
MED134_09636	6310.729585414233	6674.917132926393	4485.766596210533	5866.388834135305	5693.180858284895	5240.923902673348	6542.576820874924	5083.254101844562	5981.981025036382	4295.723207951657	4571.306209086284	4248.189894467765	3748.0408215004472	4870.371032827522	4855.47359016653	5905.068826939614	4656.3855945747655	3645.5284551888326	4599.3344229136	5389.540759395623	4454.647231659109	4476.885677694666	3819.644237169974	4020.8027461973807	4238.119114204367	4158.107671577503
MED134_09641	416.45759229067147	442.7682663679171	379.78959340326	413.99822864179737	497.38811261897604	398.7399962398401	518.4160447049198	579.2497002306508	756.7343113074149	693.7005694542172	635.7445721245825	706.3841796958213	722.627553302125	329.7647053476968	335.21482219277607	475.9231993678883	407.981648764335	452.54008152986165	387.5183896752735	576.6704108854475	550.2799521461253	633.6241376467831	606.1381302217554	661.3853081212402	689.798032910867	620.7107916781646
MED134_09646	2106.2375993486676	2040.691730466657	1857.7819621369258	2133.617920151886	2421.897502213937	2040.2594418379842	2885.9417248011846	2740.2566608756997	3015.8196990302363	2548.9229317572467	2722.93773087222	2348.0240547908465	2559.3845327789363	1664.6775991109694	1612.3215987677083	1982.5822408450347	2035.693557367498	2141.462879175791	2082.4220536085404	2874.801751794669	2616.498678987573	2892.3310869804795	2608.8664640694096	2812.462286439369	2656.550184346331	2490.579734585924
MED134_09651	1824.164086359459	1771.0730654716683	1480.648240016206	1727.2549047432367	1859.4663287140181	1750.1581870886396	2212.278094516182	2045.572998839659	1989.2995999501486	1638.3781900857923	1614.028768206943	1388.436503901582	1684.8731203623959	1718.58144517742	1515.6645641477053	1674.7840847321067	1691.7751427066535	1601.2956731056645	1773.1902073020092	2107.1745821151935	2078.8353747742512	2008.6181711361362	1737.4960741461691	1733.2494344574088	1600.3314363532115	1618.132926723806
MED134_09656	4950.922367136066	4757.903689154685	4266.657215400959	4511.562663764505	4761.152056485029	4647.589237609873	5370.5961636609945	5051.015788187201	4733.110001967827	3588.9718318362175	3726.449886165873	3505.3079315368527	3776.342161708102	4808.540150574829	4108.952237675869	4331.1597681604835	4467.567641427635	4178.493431844691	4892.908960546382	5365.7899187496005	5100.037298990985	4843.616652838124	3868.3450758157273	3726.8537203657183	3891.5645824699477	3968.2641983796757
MED134_09661	8247.9891840571	7706.394043962267	7052.666190785713	7250.059143386886	7604.681635703668	6951.685623067631	7746.438678699049	7645.68006480385	8072.820880274597	5558.639729476122	5597.243217012197	5962.064965548908	6444.21516528305	8055.454172459843	7317.14317399937	7136.261451391325	7272.862945327856	7121.804519142359	6945.321172530239	8111.387097429902	8136.767405278862	7329.677036896875	6086.106343376167	5719.408188324629	6016.142523835418	6367.790480303319
MED134_09666	1911.9794253089294	2177.9746286980503	2216.3245852798636	1528.7393606813912	1380.4433156378966	1429.0172919134388	910.0003565475397	863.1548495357991	813.804381797788	1173.5686913053255	1144.2281055610872	1257.6527806425065	1057.5267457593761	2141.8851775227804	1875.5577781583545	2307.1929012834585	1497.0566285236755	1356.4198730205403	1448.3010523217292	890.181507412956	866.6666618456611	908.4252457057624	1044.4456780335315	1088.6612135265493	1049.5966868771752	1139.6559597926034
MED134_09671	5320.811219074745	5681.780490765953	6457.75102349669	4244.330200604329	4073.99124858989	4683.404207332014	2280.198913207468	2371.075972218822	2121.227814849972	3310.8892591317053	3282.9984253629236	3538.764232835686	3632.0053266490618	5242.941733580929	5690.425846671235	5998.184235511592	4321.73949011311	4377.755112306116	4826.365398682952	2300.981441786744	2366.106743090394	2313.0740750288182	2785.687970537066	2871.2520916057015	3304.4084968562174	3224.3634413348955
MED134_09676	4819.1993587118595	5419.5825229726615	4831.029862940769	3891.4136778277143	3496.255825470925	3435.849428677425	2007.8225688638406	1816.7849664325797	1757.313469255515	2913.34161006677	2959.5199261425673	3085.583424333308	2626.3643712703865	5187.45248027723	4703.290173956312	5059.270532410812	3536.1219350545152	2874.8899078621184	3679.46753833088	1776.5628803225482	1890.5561671616438	1856.3902191897953	2369.8577328694837	2534.2605298486887	2425.881722140937	2946.4421185029655
MED134_09681	6771.094847179639	7515.929482452046	7120.39090849049	5588.976086664265	5021.324300008801	5483.271864459837	2841.5852717783036	2663.300686338773	2567.4120023201617	3866.050496336021	4341.451469605615	4391.899915955935	3912.1885947048463	7058.23302023051	7197.864280212983	7256.535520796797	5309.661994972203	4512.1967280391245	5793.204209286917	2593.591798545752	2620.3807245053586	2776.6773832290387	3280.1887937093265	3480.146502257002	3654.274059148609	4235.473350310161
MED134_09686	3468.705888504091	4280.505502512182	3423.4180831944204	2769.0373325549726	2560.400961266298	2811.475123188094	1580.19863894013	1194.897496526064	1317.799809504979	1995.7695109623498	2117.466709801189	2112.3092047308846	1768.8337629784392	4443.896486007664	3751.115556316709	3989.7366033965636	2719.3157002350094	2002.2197771666029	2672.180680319731	1168.5413597843499	1226.7263836202862	1169.387449042347	1778.7044760771907	1662.9116318476895	1803.4079772421708	1975.2052901053005
MED134_09691	10113.399869014038	11011.077864451301	9206.57780092588	7914.322694670754	6971.850913956139	7198.808914150407	3532.5756415253695	3084.478655088169	2876.4797866641306	5256.463359858583	5053.440540679882	5449.575259289506	4638.589660034659	10151.362540102416	10118.140645327965	9484.838978706774	7489.497829072555	5570.924451936573	7015.779061562107	3273.8158746478616	3161.926074236466	2898.26204614722	3973.9884334934372	4149.930353973433	4480.928021788992	5344.778159215337
MED134_09696	10854.508108330025	11814.98672796847	10096.294680576873	8662.573591519247	7886.279828694103	7260.888195002119	4356.635370341078	3368.3838043933174	3267.817412883832	6651.895764404693	6224.578469399683	7142.92032730091	5646.117371427178	12401.055409758097	10554.125567443723	10985.031672366422	8024.763008753035	5636.944888234033	7746.453466337033	3612.977879073075	3439.4923287581446	3138.465892400213	5436.5120802089705	5203.947575169822	5465.407774359382	6196.990866485838
MED134_09701	9523.972669701681	10381.555385174011	7190.771497477807	8346.984777882468	7561.82973677034	7088.97634033584	3748.120280433431	3201.99250809726	3254.4763574445237	6979.169839139968	6752.683748889415	7374.8333249405505	5448.007989973593	9965.869893344337	9279.075323520281	8326.069449811046	7536.702317359337	5641.746374510212	7699.481540315788	3252.915134879361	3283.2399966672697	3057.4094504547584	5106.095621089324	5619.675483131744	5374.906272441476	6010.718116921825
MED134_09706	57609.52342173001	56424.507955969595	50103.01174512238	43417.215871782595	37141.88340046132	38824.62101112527	21045.057750621512	19089.241467565218	18925.769480151655	27296.264086049443	26802.183866077638	28167.164211681385	25878.745485879757	57984.68429512819	59330.96699546988	52364.484626102705	39855.76098527952	34749.55655227577	35921.780424747325	19419.63734581455	18422.247004652116	17278.861039104166	24115.156810033895	22996.26218158058	23681.59422746956	26751.26634393593
MED134_09711	21999.07294228103	22541.60453302139	21953.432021477955	17309.8767565722	14773.957369745493	16772.150320878784	8709.805392789742	7782.952884248098	7320.533587446951	10450.684411025182	9963.362024513299	10886.984590833983	9934.713790893837	21490.19510090399	21867.111683287043	21163.06313710903	16381.64331009522	16349.060770389167	17369.174422078253	7468.214332735589	7227.398242737557	7115.174013699758	10185.96771367709	8666.247172287043	8932.056768556235	10005.167621949477
MED134_09716	4527.812097652252	4981.761388072542	4752.681660105831	3370.5224639218463	2913.163914985295	3304.527873029573	1707.7234413809124	1488.1621562478658	1552.0094494394973	1821.0894833429088	1767.6390087379266	2174.6595844241647	1796.1917251791724	4715.001123577164	4787.608012667379	4519.977124431439	3125.611474417674	2877.290651000208	3196.7005208903033	1441.2010104006981	1488.7644560708222	1457.0389686292642	1542.6927195631574	1420.4036855365682	1531.9034714884535	2022.8149385561665
MED134_09721	4503.862459756942	4159.300781551132	4295.871799508903	4040.724514387051	3919.418327437531	4578.346962813733	3061.2883281572604	3463.0188541617003	3153.6772719030855	3300.850177084611	3436.6086658939075	3471.091259753955	3409.3681170155087	4340.845015586508	4974.752483952916	4060.8664293890465	4291.3937476430365	4348.946194649042	4312.283763894879	3207.3135208389963	3587.0100584340016	3310.463708235689	3032.9383821231963	2853.405186465922	3327.5857107620227	3203.5342201376416
MED134_09726	2474.795915848719	2338.756401401484	1894.9641600924897	2260.023117011779	2136.4732468187403	1949.5281852085595	2140.1988583540005	2070.531693284068	1947.7940941389681	1874.2966181925087	1917.8855213740712	1980.7651109877445	1974.490168487399	2298.8404940103865	2295.090439062197	1961.8899278290394	2016.3059996782836	1991.4164330452004	1918.020312534182	2163.226566039809	2164.240376165537	2157.880643499107	1829.653045737363	1836.1315934984905	1959.0264134668623	1862.1323750344939
MED134_09731	4784.605437307523	4555.071298974968	4606.608739566115	4501.382379453641	4721.361007475511	4540.144328443449	4951.289068679074	4811.828299761618	4845.767803455317	4410.168743288533	4631.29268987758	4782.730344765034	5047.072337031813	5062.205308534595	4976.809016604406	4304.00110732699	4697.6895218257005	4604.625338855569	4080.033685234277	5016.177544440136	5217.469175904002	4968.166795339675	4419.0391743484715	4232.865971975937	4774.506064595857	4770.486774776767
MED134_09736	3007.010091300056	3138.9549163178035	3133.92811339753	2688.443415093967	2844.294791699591	2664.6337473273147	2961.4863088557786	2855.6906226810897	2846.0918270523734	2388.2976190037375	2468.976274811871	2506.18111547624	2478.2540241836587	3047.1527099916984	2955.237420190302	3184.0296653362525	2724.373323980022	2640.817451898397	2759.60065374816	3081.9090822279927	3029.9365266317513	2989.2034200372423	2341.386473353505	2547.908163190873	2354.142726718207	2556.6381218115007
