	D_10_R1	D_10_R2	D_10_R3	D_18_R1	D_18_R2	D_18_R3_T1	D_18_R3	D_18_R4	D_25_R1	D_25_R2	D_25_R3	D_34_R1	D_34_R2_T1	D_34_R2	D_34_R3	D_34_R4	L_10_R1	L_10_R2	L_10_R3	L_18_R1	L_18_R2	L_18_R3	L_18_R4	L_25_R1	L_25_R2	L_25_R3	L_34_R1	L_34_R2	L_34_R3	L_34_R4_T1	L_34_R4_T2	L_34_R4_T3	L_34_R4
C0	-1.097602679328199	-1.0535543787314894	-1.315798784275539	-0.6741060807540282	-0.6268848558359326	-0.7503669433947764	-0.7189043334253854	-0.7745463702235542	-0.013791768377444308	-0.15988348477605216	-0.0028573745336127223	1.2778353273164735	1.269021556688632	1.2793791578303557	1.2584555194742448	1.0250034770717753	-1.1475792169305203	-1.246014903159021	-1.2436228958580742	-0.7748479890686656	-0.9023449150498786	-0.9101601918991238	-0.8872562892217312	-0.013121322819116947	-0.17391956833429625	-0.13956343477683888	1.1547078771541905	1.2922828100658426	1.1764883018974046	1.2575768819282827	1.2754906250182694	1.2456657003834148	1.1148205459444016
C1	1.205377986848718	1.1274675456098373	1.0070995512263543	0.728879984859445	0.7078403999035254	0.7202849440560943	0.6738990899660762	0.732961649249744	0.3659094621079063	0.3754056462381272	0.25353104830259404	-1.4023703877244653	-1.3608562039528476	-1.3780253317974551	-1.4154026313435928	-1.2412974317614387	1.1672672268339683	1.1245913387229631	1.0273039137091966	0.7096985315662073	0.6680757789048799	0.6679652967340126	0.7427708536872863	0.3916948711577713	0.3677420907122569	0.33554463899605086	-1.3452694729166694	-1.455896225592556	-1.3483847742690656	-1.0196754321527146	-0.9504070060200139	-1.0151694329770422	-1.1685575188851602
