ID	D_10_R1	D_10_R2	D_10_R3	D_18_R1	D_18_R2	D_18_R3	D_18_R4	D_25_R1	D_25_R2	D_25_R3	D_34_R1	D_34_R2	D_34_R3	D_34_R4	L_10_R1	L_10_R2	L_10_R3	L_18_R1	L_18_R2	L_18_R3	L_18_R4	L_25_R1	L_25_R2	L_25_R3	L_34_R1	L_34_R2	L_34_R3	L_34_R4
MED134_07389	126.651810363764	103.19928963031299	132.954350053171	207.076817116318	186.093461806266	232.10448314616403	217.03908278328498	319.50861988592703	287.121249276517	267.844848901929	295.078651969668	301.74234359090303	332.424642445652	281.384610741015	149.177296698165	117.908553315927	120.087300648898	213.92275493481498	215.290130782346	232.179319378888	214.45717341901198	309.890336430927	332.91748139657	319.950738615923	279.889139155039	329.78895237656	298.88037189806704	342.59066044137995
MED134_07384	93.13359166259	86.05173610562771	95.4096646734699	172.349350365673	163.294158528961	193.75572986801103	174.15463247967602	274.518258370939	245.054703629966	226.11628344975298	265.320348533126	263.82173245501497	325.603110738972	275.677636798637	102.203181017847	82.58315268743871	97.78367075762941	177.881475059118	208.066386016328	178.406543761062	189.167529023885	260.851290470882	270.660405241624	281.605926780187	233.308269489851	309.844949646243	287.640881117116	283.749241909563
MED134_07379	98.55844737970841	89.00895307681641	97.50880970462342	144.920690623491	142.623217780591	160.28696403597	144.682310060038	233.79054496192998	199.430055446073	213.543515216941	228.80961062514402	221.62037414391799	265.537633012565	226.748260895421	91.8136853038611	82.900780197775	97.3943503831401	142.227893332771	179.916999008629	154.34709216294502	155.9463079029	212.02503283696998	213.618935444203	218.87127581077	213.285093136858	240.735724999906	234.45068360703098	243.20035458278
MED134_07359	1890.9802835330802	1526.15531801395	2504.3586436013397	1586.2945947509602	1489.0976181926699	1591.69070593135	2138.49588839409	1330.1399305520301	2092.05237802559	1259.76820392244	1249.59852575532	1243.1538854314501	1018.87306892114	1742.75666755489	1686.2943424730302	2432.25942676347	2039.5729751294698	2054.45089367207	1891.5863720907198	2798.0543857489397	2350.51116951788	1676.78641371401	2067.32167051176	2181.18427430765	1854.27373365141	1587.60372755366	1699.9258161703	1377.70708496989
MED134_07354	234.433994344804	225.63954395978803	189.741005103763	231.996294056006	241.152182965164	223.74030423708697	250.10036046935699	235.50768689104302	258.483767725988	252.20848191228902	204.12241865563098	190.449224194459	184.24136162356498	204.16666025694198	241.16885790787103	229.09333422071398	211.74739991822202	244.003078806598	236.530577556408	260.630226524496	257.685639534807	252.108847881855	237.817844253686	260.656626142244	228.671305025622	223.948284853479	206.732204930073	209.51810218438203
MED134_07344	24.7446974993716	23.083293707099	26.782122057974302	33.474243350693804	34.6294559531645	34.8582895292902	35.1236233572455	47.7564925534478	43.9348166603689	46.0080716260479	50.358786351397704	48.4672747059169	37.8621319033393	38.6292600918282	20.967500512717802	22.491867228639602	27.447020474579997	34.4259477336441	37.4512700948193	38.5287681919199	33.4906129115482	40.4691688307109	39.22848172152371	44.632938986439	53.044313774464904	59.9155800977384	40.323269160973204	40.6479361900351
MED134_07339	35.597175638212796	42.6966375919107	32.9690474361643	43.52917159727	44.1373624587882	41.2346271541125	43.6961216212568	47.7346265724185	46.807993113584004	52.9262684723486	101.30226922338001	94.7737876153311	84.3527698969526	75.69049504136301	39.9781310142314	32.1625267406847	36.0630155405524	37.2640648799225	41.0124140715871	36.243517564985105	46.13226658703179	47.7921587851551	42.8879007903264	47.9822724378899	73.14143974272291	96.73548060380821	82.63998181512359	68.7410427748985
MED134_07329	133.77859842863398	141.91809938529101	142.09697481318997	96.03361804485192	93.357542667971	87.1513397292792	87.0558686250005	65.521408563954	65.2315414886705	91.5639949619776	120.638843318591	124.438983175362	128.650517316616	111.71877657040599	132.092369704864	115.719966304969	138.90457631471202	81.519249207506	98.45768768058392	80.9218010162906	96.63150538030528	63.0047715766907	57.67279875243361	61.08443068159921	115.485983182176	127.722577407903	125.339574708648	119.767606156524
MED134_07319	48.4016120429221	43.819141232937405	111.03623458685699	42.264436339782705	39.926295516381	35.171373573871605	52.554527035970295	20.9103554602131	32.354454635170995	35.0407040931719	38.6942018860291	54.0060498341799	43.97410411702371	54.89885436121321	77.68201367574109	95.56640896899191	75.6165620474291	46.90381803436271	58.8629034707129	71.9371994314668	71.40422665329099	26.848201797916797	31.790343475732	34.4318241674385	45.9822338654926	55.410335220086004	49.6619542318184	38.5985436127832
MED134_07314	81.30347214359921	84.6309140319865	79.2985255824263	66.6227599974232	73.84266118609808	75.4721563022915	73.6114312641772	73.4163630979711	63.59927712472321	81.47262683779309	54.0327974908043	57.77038213454001	61.379716205851295	52.4925628601441	80.37180532574341	75.5917380565135	89.87099400803659	67.5902826423752	83.84328784402099	72.0487965188903	76.4922500525143	66.26219669638179	62.2186473465481	74.56096750711579	45.2175293240338	48.790307925509396	51.69984028340139	60.2504386073126
MED134_07309	197.02943163420701	195.95637611014303	201.15936871463	171.118946867643	173.933030100639	170.140958179351	179.516536189025	151.461483931744	145.073767609419	176.205626043668	115.444670897929	127.19841384723401	127.847423068365	115.229065998165	186.974719529048	195.859926191506	204.153700059086	170.549757149579	172.984075266917	167.457793969118	175.19341625709302	150.714733667893	145.244111038587	158.319110594258	94.6336950435482	108.914843463478	113.017068527286	131.96907887062702
MED134_07304	147.249926738848	154.963714560219	150.648367560665	131.583894401352	137.485444860634	133.560010868032	138.25605384986602	122.966343292449	117.073732119884	136.976655766973	100.165597795648	102.198049346763	105.77100066120701	119.537312351645	139.405016667919	130.791141962032	146.632704258639	127.426991047236	149.748910495371	124.293199434879	147.45435385967	116.169872223967	114.29226460614599	132.12903752428002	89.3862315994265	96.0843527816083	115.049481138851	121.438900448632
MED134_07299	429.847346135031	448.33954865124804	382.878804637606	382.515647454288	395.448723221207	384.61621932013395	379.391219088132	419.024921300716	379.970242328131	422.368422384585	433.150894581987	465.107169800986	429.138720914112	373.876851459266	434.20180543183295	378.83268156506796	421.135739437227	368.911078637619	335.957425158969	302.09699468031897	352.860142152829	414.232456527285	373.212033676899	372.236607333568	396.73098720933	425.200902152444	427.085131984502	434.506207484602
MED134_07289	145.135929949673	153.551606896916	156.88099792813	143.194565329793	140.494120798578	147.2227234851	131.518849758557	88.3812735052177	118.574856595145	328.924142488727	527.68992874892	481.29776911902803	567.927431843366	223.626043937574	154.515017443274	146.215772536778	138.333024662036	95.7456424789669	119.62298921771799	101.67637931147499	115.85493771559999	116.796825631402	99.1461540620611	123.257468012722	188.38545092733298	417.539952666426	267.72461654772803	233.501468102738
