index	D_10_R1	D_10_R2	D_10_R3	D_18_R1	D_18_R2	D_25_R2	D_25_R3	D_34_R1	D_34_R2	D_34_R3	D_34_R4	L_10_R1	L_10_R2	L_10_R3	L_18_R1	L_18_R3	L_25_R1	L_25_R2	L_25_R3	L_34_R1	L_34_R2	L_34_R3	L_34_R4
MED134_07339	0.012591093929381134	0.024564870435061135	0.012782867466676407	0.04820672335851572	0.09579611362869357	0.031183812110771487	0.04179906581622526	0.09027419881854504	0.06968040362769945	0.04240947728697351	0.04924704730498565	0.005226971469391858	0.015263359923583825	0.020078796794142047	0.028145111070768242	0.01454719587874014	0.021563956606748903	0.03932964947642106	0.02252071480603821	0.036231823291337804	0.045338307513087275	0.05574220322437877	0.045370751197857793
MED134_07334	0.027459973695233227	0.045003858238910455	0.02965245092641665	0.07400235141753173	0.18788606979151673	0.05532961107154247	0.08626962297846023	0.08709514385104314	0.07636278494192246	0.04678429935208971	0.06411958268650611	0.010304065620664953	0.038010417095019	0.04448697761690215	0.048603146103709687	0.028547683415632203	0.042456745889392175	0.07119560410902132	0.038798063131194535	0.051155833002973106	0.04951260061073039	0.06923768400501784	0.06464138078557949
MED134_07329	0.0434255651601269	0.07493237609454695	0.050561230425813	0.09760260687578041	0.18595242241801915	0.03988207451666955	0.06636375453441219	0.09866032657764484	0.08396335605504635	0.05935892452286089	0.06670769546123148	0.015849526391059184	0.05039868429061474	0.07097462635891975	0.056504602748169104	0.029807489594673425	0.026088923404751434	0.048536362876583264	0.026311330169430776	0.0525009154233351	0.05493613470839809	0.0775877306418681	0.07254544323110103
MED134_07319	0.005905370687146931	0.008696091084246448	0.014849985439912183	0.016145136001476327	0.02989096564865039	0.0074350292764107945	0.009545694687571316	0.011894050481860517	0.013696331166937997	0.007626055949574154	0.012320874899396851	0.0035033823110260844	0.01564388690228813	0.014522185796781852	0.012219694578059334	0.009959599792797579	0.004178557856528653	0.01005587628658493	0.00557443435793025	0.007856989376082682	0.00895797204895676	0.011554659129911712	0.008787598126742983
MED134_07314	0.018201196082170717	0.030817169499282128	0.019459420920460924	0.046697404695488186	0.10143591846806158	0.026816634720258352	0.04072395344527013	0.030475078653983627	0.026882556890042177	0.019531309438251047	0.02161620951284714	0.0066508059915201066	0.02270477639602359	0.03166927372115103	0.032310219999630574	0.018302844487957364	0.018922588428010582	0.03611176906471388	0.02214908584884286	0.014176741700323101	0.014472914024675038	0.022071204353620418	0.025168827243443215
MED134_07309	0.025582909441104383	0.041385776546924706	0.028630771928150688	0.06956586928681442	0.13857806176732795	0.03547880475102821	0.05108412720174684	0.03776498056222072	0.03433009637001591	0.02359535179382348	0.027521480914333207	0.008973904422360932	0.034120585757152766	0.041725716937232364	0.047286236662966455	0.024673185166882786	0.024963094344961332	0.04889390514455073	0.027277565458138687	0.01720851477478979	0.01873861500036873	0.027983940080254927	0.031974439923121885
MED134_07304	0.041864860049952345	0.07166340754827913	0.04694971396682636	0.11713227563677302	0.23985284295426476	0.06269245559769684	0.08695378539634077	0.07174798193896506	0.060396484549923975	0.04274416312802065	0.0625156818120284	0.014650507846109079	0.049891314985675665	0.06562255318968326	0.07736077319342828	0.04009986837816113	0.04213198750676041	0.08424589688983375	0.049847830791802945	0.03559130785307019	0.036197519708029355	0.062377105146632764	0.06442646670095806
MED134_07299	0.1751364220931004	0.29712702456465423	0.17100055233767678	0.48796729744971934	0.9886577883412102	0.29159029866079034	0.3842386455468127	0.4446292051099194	0.3939034237284738	0.24852814310900598	0.280208773229774	0.06539334736169276	0.2070912379659656	0.2700922020373301	0.32095839392997955	0.1396720963782305	0.21529315712601518	0.3942350432176252	0.20124946795318854	0.22637950639838225	0.22955565107768786	0.331835366887152	0.3303468274058762
MED134_07294	0.018601917664512833	0.03478436433698579	0.026468614048099477	0.06215648675922473	0.11787192114279117	0.03551489712615642	0.04811942339093118	0.08314873078793734	0.07289406792385252	0.049390067685956746	0.05074159130165804	0.007503233238320571	0.025453026797776907	0.037021346890387545	0.03711847074839077	0.021892103601829527	0.023945518079381816	0.050636923700892116	0.026757284918065196	0.0384309262960566	0.03607564253729525	0.05447841238204468	0.05401507326818648
MED134_07289	0.07050590788261496	0.1213326869163291	0.08354007809076996	0.2177992567677911	0.4187957936433551	0.10849367963539247	0.3567744113433225	0.6458414600357717	0.4860029616126695	0.39215618118123646	0.19983146804288032	0.027746038516735995	0.09530086777772284	0.10578014677796735	0.09931947247279806	0.05604949000338113	0.07237781820919839	0.12487163708763685	0.07945427104836583	0.12816713919734873	0.26876963076138627	0.24801895280806585	0.21166649400937443
MED134_07284	0.03309116645761977	0.059031859185030636	0.03758828314550572	0.10784767901269456	0.18957801124332715	0.05525742632128605	0.08167596102983375	0.09959211855087814	0.08350426115559591	0.05880908349828345	0.06258858639723194	0.01266463338103547	0.038856032603250795	0.04810047924708731	0.05414641607521029	0.02783458557843906	0.03881945200391645	0.0679330309138182	0.038996265241698726	0.044302317813509684	0.04527736892772022	0.06725172696706426	0.06693379768820809
MED134_07279	0.0029315947339765124	0.005300172303172106	0.005298474804960667	0.011388495366480468	0.024170592168719994	0.00718238265051334	0.012380081847362117	0.015292350619534949	0.013364762628446016	0.010064481362917613	0.011300210706547409	0.0011147125535082996	0.0038475505624546488	0.007022465432246624	0.007411443829299146	0.004040887744094483	0.004849725180634291	0.009430177317641867	0.005178030136921877	0.007408628569295355	0.008348586195286231	0.011960877614947671	0.010124841319943
MED134_07274	0.0045977528921358245	0.008251765262423638	0.009456470728136077	0.014818765055179406	0.03593361369083039	0.0107194354130777	0.0172017979352821	0.022527441235228905	0.01877188033308448	0.013817744008946272	0.016731602304210516	0.001611181169776702	0.005369658477271872	0.013601765570225258	0.010719030331630996	0.006798199381241307	0.007772550624320137	0.015374317522600957	0.008051960739232583	0.011806834578732942	0.012705695049030507	0.01769307179267731	0.015211141322650217
MED134_07269	0.02054225374743254	0.031007594851491904	0.019910860477834254	0.07821014890233574	0.17209461624128636	0.05388591606641415	0.07138094559886947	0.0973996668491527	0.09189549570666221	0.05498410245774468	0.07122777974385044	0.007512600570702995	0.026467765407655053	0.03023750892428522	0.050532571563403274	0.028238674352848506	0.03855964529781104	0.07369839998479355	0.039912950002780584	0.05175364741202289	0.05076184161075497	0.07524069050610478	0.07524380896023679
MED134_07264	0.02119606264493809	0.03361007466502551	0.02806053248725806	0.09769408073414572	0.19207563910076156	0.07153508750410774	0.08538998558404239	0.1113765464476524	0.09281368550556307	0.06973418559532228	0.0893081168743263	0.00767184522120418	0.03006163131764017	0.03582820955966602	0.06676424606558734	0.03957692996421949	0.044340344508656385	0.08916210307438638	0.048485191282086657	0.05388869887291491	0.06121280900120452	0.08765292199331462	0.08245537046642261
MED134_07259	0.008499515667572191	0.01266328592195012	0.009575270611655374	0.034302696886989364	0.06574401069891839	0.024037521835386357	0.02899545485303233	0.026364231713248427	0.022113070990195983	0.017236320813927793	0.020121665516174742	0.0030256483595225273	0.011880897890656663	0.014522185796781852	0.020948047848101718	0.0140242574647985	0.013163539776007364	0.030972098962681584	0.015013809870692138	0.012020339724822146	0.012553348585612873	0.022928776710918555	0.021754081232236024
MED134_07254	0.09634190463888279	0.13117133011383422	0.08983647191729273	0.2891031293635464	0.5477861871837574	0.20828909686488686	0.23844689221274562	0.2607921299202412	0.2103674850370663	0.14671192903616484	0.2281184471018506	0.034996353780731154	0.13035163059393057	0.12319995180650145	0.21964824439559288	0.1392442376759146	0.13263132346681103	0.278927661798118	0.143349676422153	0.16076937500517008	0.15033549010051922	0.20834494743622056	0.2256836681952389
MED134_07249	0.03895435592557279	0.0687118145890276	0.09135711042633975	0.20824023856861676	0.3482982331512551	0.09384017533334013	0.12174833121997956	0.1352742699964597	0.11097343930604697	0.09139314073737302	0.11066916033896108	0.012983122682037843	0.05488044648424323	0.08007655971042388	0.15380277235843104	0.11302600719511334	0.04574763083339401	0.10601128245235313	0.07063427713092953	0.08059819264867425	0.07976860824547209	0.12452853335713443	0.09102805450854416
MED134_07244	0.04684224391483334	0.08178768877409891	0.059257381899425574	0.2108929804612106	0.3623171766091127	0.09257694220385285	0.14725781565809676	0.12496974699835012	0.09646093942897488	0.0754955632876338	0.09032878106717575	0.01317983666206872	0.046508852952748495	0.077588016134919	0.1192262430886842	0.0684336224426354	0.05360678369308262	0.10770960822519858	0.05742906151858808	0.0667844096967028	0.07108485983066708	0.09352052233272291	0.10091410240113001
MED134_07239	0.0018770642541288461	0.0027294300483401263	0.001924558113012619	0.00809543646532949	0.014663492582356797	0.007759860652564664	0.009415378036546454	0.013593200550697732	0.011247825036535673	0.009801513916380573	0.013195729921839233	0.0005620399429453612	0.002156319545991067	0.0032385156119583945	0.005482018369605567	0.003280250051088463	0.004611569033371001	0.011664816492438519	0.00609471489800374	0.006597309014156382	0.007982954683083916	0.013856563878448813	0.013229155875585902
MED134_07234	0.004998474474477938	0.00815655258631875	0.00468071541066032	0.022594043016230327	0.04141228124907359	0.01707169343564226	0.023261522207938295	0.04023148872666184	0.029968694825236772	0.021658955142050733	0.020158117808776507	0.0015643445078645886	0.00655352018879638	0.00801106493484445	0.01344472661596002	0.006988358804492813	0.011691301774743382	0.021229072160568185	0.011520497673055848	0.01720851477478979	0.017367496829610043	0.02184552741748933	0.022374944143364606
MED134_07229	0.006095186173519511	0.008823041319052967	0.0063676737566343445	0.030643742552377163	0.05881510761055198	0.025481216840514666	0.030070567223987456	0.05366025539973016	0.041752130577797954	0.030121725694242738	0.03375482294923516	0.0024261390870474755	0.008752120510199036	0.009817815749937028	0.020886796246206683	0.011433335322996743	0.016194618013903796	0.03311735257048637	0.01642599990803447	0.02419013305190673	0.02812315714689486	0.03538614358535462	0.03338332114452904
