ID	D_10_R1	D_10_R2	D_10_R3	D_18_R1	D_18_R2	D_18_R3	D_18_R4	D_25_R1	D_25_R2	D_25_R3	D_34_R1	D_34_R2	D_34_R3	D_34_R4	L_10_R1	L_10_R2	L_10_R3	L_18_R1	L_18_R2	L_18_R3	L_18_R4	L_25_R1	L_25_R2	L_25_R3	L_34_R1	L_34_R2	L_34_R3	L_34_R4
MED134_07249	171.434865258923	185.909532987932	366.784954455366	292.703884695549	249.804813662812	323.73725839676104	370.79862108885203	206.44349774865	219.265685676203	239.971000191395	236.298940722446	234.956611610831	282.970443416042	264.776116836653	154.576177314203	180.01500031621498	223.88283914042702	316.987742562985	380.407564244845	438.349468936502	404.803545683634	157.82938036935101	179.952484399859	234.26380397261102	253.273448273232	264.937570441242	287.386259969385	214.687348193675
MED134_07244	253.625494758852	272.251493880635	292.70066644847196	364.70192188065005	319.70582458794496	392.535970593859	340.280057877496	279.324393803466	266.1318093314	357.096992297527	268.573748155731	251.265120157357	287.581534480291	265.882918426975	193.056986928418	187.688983380543	266.883755569418	302.31678337126704	322.235843894242	326.5304764705	297.995013051762	227.536507898539	224.942904448216	234.33302512574699	258.19721015987204	290.469635445521	265.531558696679	292.81623087171903
MED134_07239	1.89057834767429	1.6901086657952902	1.76836782893774	2.6042131075031802	2.40690735133105	2.77056031534704	3.00822746552508	3.86084534738973	4.14961878906335	4.24723141485857	5.434263817783441	5.45016430056159	6.945332662985691	7.2253357017029405	1.53145063103819	1.6187381317487601	2.07221022489991	2.5857778427705402	2.99712030679537	2.91153133123673	2.2516803218901003	3.6411651380167998	4.531647157916059	4.6261051395500195	4.74464370258705	6.068028565351441	7.31855083171567	7.1406170488013
MED134_07234	32.3591833308697	32.463387373275	27.643838438070397	46.71697744286939	43.6913674870261	46.775356419654706	43.8090845678687	56.85207524713451	58.6780152534653	67.4451658691991	103.37835824796801	93.33690703198921	98.6465557669475	70.94456402390121	27.3976147977121	31.6215135043305	32.9475103225981	40.761225468785895	43.7146870165892	39.868899259464996	43.8658815913535	59.33337680503801	53.0095018826416	56.2053786771859	79.5471639496492	84.85270943566859	74.1611768980359	77.6265173047493
MED134_07229	27.2267710886445	24.230066015336998	25.948723878010103	43.71914710898479	42.815840084076	45.2177607947159	44.50272840686	51.425814400918895	60.4321529610425	60.15938765702639	95.1404833516141	89.72496731901511	94.66149622934229	81.9698367765487	29.318728985024702	29.1387146698292	27.8609755374753	43.693433897725	40.3879252419369	45.00710535790421	45.6070885239082	56.709523030770704	57.0594278264754	55.2952141579617	77.15581434356979	94.8072720320952	82.8889054850445	79.9147183804773
MED134_07224	3.44480804349804	2.48679407678482	4.7473065349235	3.59701917339396	3.7530676049867404	4.05421062433386	4.987907212392769	3.55341276268157	6.093815303331129	4.2970604293395605	17.013455835204102	15.258909219386599	15.733212669696801	21.7254911614672	2.8221538290807597	2.9635102639032995	3.13532446318541	4.667457256684219	5.09823383957968	5.702318679769711	5.38993123629413	4.13726577875696	5.03400920633874	5.1057446129235196	23.410103248642503	20.856273922961602	20.266522484188897	14.932210128594901
MED134_07219	111.84644510878401	106.821470893515	102.40063572158002	154.726629290783	151.65018646765301	161.997543021069	150.02177626463498	193.05869210287102	175.304602357245	233.494030706968	236.811368571209	246.253105174631	247.622453628502	197.71903609514	96.3556066102434	103.604318826059	94.2629672351247	154.57993740239098	141.715606038796	150.16092032923999	151.378471705541	183.168726794575	178.524396049798	185.351559494199	195.797349868166	202.967680970119	232.08893535812402	223.715480582143
MED134_07214	54.1268053989355	57.2569393351402	48.30300772193729	134.07302869914	112.86634156892	175.122793937088	138.16360690703002	109.343610777126	97.4598386232344	115.709438565135	136.272191553884	167.716358597954	164.494116567604	106.09179576486	55.9639093896615	50.6127595632924	54.9277451555511	117.91137224368799	101.76922327828899	98.12570176219309	108.65716003447201	80.8691950527925	79.65657283493059	73.46831375911671	138.900920930175	126.64513596749599	144.293726394702	184.293746502266
MED134_07209	492.74831602181297	399.080332997321	1759.5488138447101	467.049414162923	358.309396469478	509.37003266774803	593.426255803311	261.69308266378397	522.6662727122531	286.191118273848	669.667437835672	558.237750428925	560.501692440213	824.848642214436	447.31043168915704	953.8012882702119	1025.4386829765199	620.66963552398	872.980279011564	985.319039366957	835.459217915222	283.271924716174	510.088370460374	480.443357165708	1344.22684381506	1312.90283145007	801.2722349184301	657.7278919900119
MED134_07204	183.484303654086	186.45795163846802	216.105318072312	189.461451016382	188.360464145097	192.132387936369	201.676787429967	175.496990733264	201.66111374649398	212.609717575429	251.36732507731602	258.678057390202	291.295683918885	274.611029299225	220.829880447729	203.819442335612	202.44208130376202	189.41613057327498	206.047509575377	202.505517455277	200.967344983794	193.969802510811	186.874405009165	218.762478730558	247.026361650314	263.912329804572	297.180262786652	271.49972426245097
MED134_07199	27.7886439131319	29.8470871675908	26.609074738000196	29.762632091803304	32.8281497835923	33.4736838330188	30.0698646008073	43.259285319066294	39.658330962674896	56.92533466537021	92.9864146042774	86.6717403599299	95.0182199218818	68.6510278952713	22.314190555531102	21.874543386797	33.6848325343176	28.392112999217897	35.30863148370771	30.561668335584603	25.626536903831397	41.3436487297774	39.0002205748004	39.6007263086415	96.41598521030011	113.061978229503	99.18434586743679	99.5222457985998
MED134_07194	53.784445014259006	52.5649470987778	61.0318398128882	72.6867941860947	67.3315810813663	76.3537068503825	79.77915107953301	89.5706366240226	90.739127574619	85.881733701956	130.457608481707	130.69700072265698	122.577543154119	147.771419367281	58.317134287723796	58.660070811968296	56.905587290594994	80.9262550968823	71.7793004554548	82.9672121065103	67.6987441555822	85.1098204125655	89.0186483431975	93.26511612875049	179.41790748793701	164.155495852358	159.603171457429	142.643544326182
MED134_07189	50.728612621908795	51.777031443449204	54.67486309230021	59.6626498747497	60.907675567442105	61.48491172552671	60.57788820830879	83.0172047075124	75.1226767231011	87.58022515738149	85.9001056854363	92.85223837324551	79.9615924414802	77.3779214084837	45.4382116192029	44.24800595955621	56.0818490689759	58.1079750685452	67.4353580486886	57.548739023126004	54.498991322039096	73.6941746875316	62.544968923540495	74.4198264569389	92.55230878892469	109.39659767471599	91.01277530691601	85.84534235825159
MED134_07184	98.5533077026444	96.183434664688	103.644738823286	119.907177050259	121.213793845329	118.943145407692	120.712804402389	133.447127725352	136.916248747451	148.076017760982	130.83864045365	139.086780032422	128.19743325892	131.252857115051	97.35711643027821	90.71634196726221	105.086996482384	113.093484922774	124.153862419666	115.491316393456	114.559854464262	121.94902551844	114.74034308958099	129.656846094212	143.715601510884	167.697333101191	148.640758708315	135.31422382257
MED134_07179	37.6841122334179	33.598928533587	33.7126719627693	30.7667031700381	32.3952626372524	32.4835357014429	27.650754009541398	37.6241576908762	39.0291172670356	38.026187697142	55.891830259433405	53.1634510307925	50.52661489665529	49.7181610502461	34.3704866969902	32.0918987127353	34.8863683327627	35.9171405933011	38.1442987790314	32.9676210435673	32.0053487343068	35.1183907272651	37.504186442412205	41.83040450840271	56.5960086738797	58.117279797825205	49.3021141327456	56.09733987584929
MED134_07174	57.998997534451895	56.3828641594843	58.6161180251143	58.4633885787768	58.525362770464604	58.2319171660013	59.2977411513875	64.0279621485937	67.4170380001093	71.0458874246976	89.427742749329	88.8788747069033	78.7327038334152	82.79395877542571	62.000496724464	49.628812047523496	58.930260477214496	62.167069279276106	59.6675820729424	61.5896527808766	55.8319362044522	64.7798218456921	62.7234235412947	64.5181644462401	94.4203921519623	90.4236888549943	80.1919041321425	86.4079491066785
MED134_07169	64.1937558550337	64.1728594056199	76.4814781658002	70.8514074811083	67.7178923588946	69.7709242820675	73.63703646870471	69.8405143128975	71.28662112811871	76.5277267104772	115.94310425426201	120.202951232595	104.13665175297399	92.2622114415372	66.7057059352595	60.3032269946633	77.63573625058841	67.98741483664989	76.5246596945217	71.7270578642728	74.4361621698896	68.2572996886839	67.1896096450917	75.24554410064691	110.676480881296	124.361415784895	108.92743083843901	99.82893113513269
MED134_07164	108.607543975287	119.161328162495	137.837078999916	119.32834182215099	126.868432367146	124.344641352991	125.54443835897499	138.439431834808	137.659062748478	138.24442445173798	176.122400232893	186.637151449105	149.10052519639999	142.268078007257	107.626816232523	99.7639134738115	120.35385800198601	122.74507033754499	117.19183760562001	123.41625351088001	131.671098892895	134.445036775267	125.73252929132299	148.155332670596	151.91245949918698	174.143868287972	177.402210064799	144.873092783214
MED134_07159	76.33283484823741	79.18633306262079	99.467244247377	90.4180822487283	84.9951175823959	93.15525236681592	96.4176427014489	93.81633403179269	107.450259883937	94.76406561883921	122.65406555908501	129.749619679028	123.333278309534	119.88010833389099	77.26943741358791	76.8692082104611	86.0420248514655	92.97312708712921	118.823938695118	113.880594116556	117.567406683408	89.21831843281629	92.7193034833498	112.49243862691799	114.582435321912	129.780290957597	113.375418364739	110.03506024352
MED134_07154	91.96208070598301	95.37914311956159	89.4518000034862	90.9085385950058	88.8442011707242	90.35608766620881	84.4975093869531	89.1543907284609	90.753281471563	89.99021964356241	83.8188630140625	87.1364117282877	79.22607188025759	71.11804756653741	98.40657982425371	76.7818568374947	92.0124547224859	87.6547827460359	89.9026385384025	80.5976796949806	103.886452414402	92.09783683746642	88.29125671223422	93.2580740632016	75.1407122358243	88.2427578748448	73.7676657696795	80.1589628702603
MED134_07149	76.3250476290125	75.4465859515328	72.6176974198043	73.8168435328942	69.05337222463879	73.6819452865285	74.2732577414019	68.9889039934377	77.0381553327738	73.9873292470708	69.31759232956429	70.5258386026353	68.3783749424503	66.1136304994437	69.86545577391871	71.70305693209791	72.40346832926791	73.02593481577709	83.37598293368609	77.9261537024524	95.953119019862	71.43182316919021	69.9045368741191	82.94542753474421	53.4149089812335	74.14842849205709	74.0905494858945	73.82143546748091
MED134_07144	166.769325774799	156.69515550010001	160.26945874179398	144.528263251466	133.395602393949	147.320139857532	147.88442395693002	149.112996160267	147.601992964854	154.697261198626	145.701258374484	153.031220986372	155.023567201559	153.590840832241	162.472479191144	161.190711454181	158.494476368807	153.643399922952	165.66485560976298	160.63394019630698	153.826822692172	141.953006361419	141.098003591024	150.259228600368	158.16229999594998	160.909968645431	166.431387683097	178.88050696402598
MED134_07139	419.087884927697	431.571424559395	363.935150835755	478.80088624879096	345.28309393927697	490.542322782736	430.17086751025596	499.25058064671094	447.873042562434	524.6983307594841	463.419660384241	418.99392629721603	524.448541462799	503.811740727734	417.722216904909	378.61833710196	342.492529067588	500.495319708762	476.2781102919	478.255304130401	472.464488914431	324.780025366869	364.05629743742895	387.61141403263804	427.00626218188796	398.88984341270896	443.24172770412804	460.743774954194
MED134_07134	367.836602884721	380.96526362016505	332.54319037380696	362.47397191443	360.060532617637	336.977515609744	338.42304334114397	428.116438723862	393.426200520495	407.369995041752	464.137843194391	477.994668838746	528.585998994924	462.28118019303594	383.163198229	342.40397589138803	351.07273122441495	339.054033437571	322.24236688703303	309.351825162721	346.217242286283	424.914416584627	393.284102299963	395.200343023705	444.17548938402604	481.318414983264	520.25920429845	501.282686457406
MED134_07129	1023.6487536192401	835.578641689415	999.346498262487	1141.59710777364	1195.34364232031	1385.86152114953	1330.6311205268	1400.6958101093699	1401.56119392303	1270.01133454952	1946.493453658	2096.6405834562397	1893.7225683351103	2531.10132255172	1078.92328830264	1390.12922444802	819.589717541395	1556.08364172082	1327.9657096046699	1557.2479928885998	1186.80030529594	1365.66195989767	1497.65060890977	1455.56177812146	2432.12792280615	1621.57261543626	2131.8449679367	1914.5121795928
MED134_07124	117.876060575482	124.754156904478	132.214290474678	234.186095635489	206.635871841901	248.173945471986	222.099800557097	272.141178390734	221.42767600349998	274.633413133306	231.52909323769902	231.26984335860598	230.33025653654	192.43230897257197	134.94069718399402	120.05622902445101	129.754253018342	201.746250646087	193.758190617443	183.893629297085	207.858965884962	206.30834419718101	197.87508607063	206.821849702635	225.15973972238098	267.084204458753	224.443280958001	212.65816398271198
MED134_07119	12.687997465687099	9.41874230115793	13.976954664672	36.7308193091856	35.5695003791705	43.5124938300406	45.5199680228415	48.584629597822	68.2022378752513	54.0347486382266	71.6320157034625	64.8002847900744	88.4573633479517	92.3038728419821	73.30595147270779	77.7622703320595	60.306155047234604	128.753236771747	125.645367675381	131.148730990607	149.77642848818599	96.23597254014271	115.00811929675699	117.50199378917802	104.67427479062401	111.08285726334199	109.64772512114	116.53999265416401
MED134_07114	13.2156088040806	13.6790440634147	11.7667565263572	18.0803686738028	19.3469597031355	22.982054349166198	19.760849295498897	21.3956076371059	25.7388281320147	29.782771366259897	23.4179915184216	21.4294256942771	20.3993854859308	18.2573205563317	13.914132964257199	12.4148442131921	13.167320614740401	20.37674397723	23.4318131677904	24.1072362089721	20.733094544666102	20.6911417029606	22.0849674729479	27.1634148651794	15.5586587470791	23.824507086433	19.3096142844447	19.3721102416512
MED134_07109	57.5067958060151	51.5174841063169	72.5637065667041	61.7108751291447	62.271242694974205	64.9239440320661	67.28491509769741	50.0714166429163	60.0776692557938	59.2175762056703	61.7769541529214	63.3683995254119	72.056015894171	70.3555730078851	56.2211277633348	68.6564905748899	61.639962917225105	62.87578927601629	61.7668613412522	71.0991841281378	69.1950087282772	52.9858573533631	59.1980578566848	66.2251551421702	54.833367960237204	62.928137320477	70.6671781646451	67.6613067322515
MED134_07104	42.7665089491092	42.738252248433	43.1034870649716	50.3416992437185	47.693203265967796	47.90423001389521	51.2315789155437	41.2674427874369	46.328013489591996	47.6829268650663	73.866305417427	76.1338594078065	75.0952206581283	57.7711706280098	35.7969308375717	34.5742864122052	43.4903446727464	43.2168681732656	51.9087535726649	42.4757942566937	55.13272255325721	41.7646829713435	37.5897573045358	47.8827203122251	47.3106679674419	69.739055095742	63.110790573054	58.2918330179108
MED134_07099	6.095959331876429	6.04982604699486	188.97687846189098	9.97978775095352	8.76327427989951	10.086940103396401	10.3175643611909	11.183918761368501	12.084416522788	16.02614494974	25.381466447225105	24.374600342511602	24.836489673618303	24.3691294698417	9.32233036089816	7.452356693050951	214.647875260124	9.87379651647745	18.645207483247102	11.0082194834057	10.295053842868699	11.3276335717331	11.5051954178969	12.8536475107674	27.3195916008071	24.0477307174647	25.7473040747362	23.403451987213803
MED134_07094	212.528068582167	193.993354004729	168.605693077726	202.443517424717	202.340798776012	210.72296440764302	211.132670882895	225.898915625112	217.489148418917	205.49851827930402	103.731043177379	109.681284892693	93.52942789000471	128.487882849243	225.220933928439	212.499924334272	189.185353297659	216.632933421332	177.25305841398	209.493956645569	209.172929585518	241.15360134321602	233.077314486865	226.989259052952	142.615445681183	123.20344230591499	137.356440386525	162.344635336592
MED134_07089	9.97520617943416	10.125768171877	13.669213631963197	27.252497319911498	23.201976193828397	25.6189004218428	24.284692711845498	36.1287737095412	42.67309584609529	36.5189068531755	79.4599963100064	66.9817886396399	82.309540955719	107.91671116719401	27.467580527646398	31.879525853606896	21.4818592021996	64.91455915890229	54.507158973202294	65.3613031827213	79.9380651328627	66.7839813924026	75.0781945085203	72.3630919022212	161.13351497690098	165.705782644842	135.88854928333	139.88270153277202
