	D_10	D_18	D_25	D_34	L_10	L_18	L_25	L_34
C0	-0.9787371155685971	-0.4872571741771796	0.14391258941030197	1.5216653923671013	-1.0767081228347937	-0.6086024623126445	0.09668693594814978	1.389039957167663
C1	1.2155693079329632	0.3530207643749378	-0.138375259778833	-1.4860654878451827	1.132021012579597	0.3663473124375264	-0.12371437472703894	-1.3188032749739707
