Genes	T_10	T_18	T_25	T_34
MED134_00010	-1.3772969906286745	1.2538873327922893	-0.4497658860032889	0.5731755438396797
MED134_00015	-1.4745346797861856	1.022921065498407	-0.3561736665674021	0.80778728085517
MED134_00025	-1.6475583783208605	0.18899196622683387	0.42422137831203194	1.0343450337820024
MED134_00030	-1.652543322110744	0.17100539487620506	0.47395403847885426	1.007583888755673
MED134_00035	-1.548796094890661	0.05298230800872408	0.25816507933048416	1.237648707551457
MED134_00040	-1.5168802058423176	0.20808044194227554	0.02222167929967004	1.286578084600378
MED134_00045	-1.5689585687456111	0.20072972574700548	0.15399580111580335	1.2142330418827998
MED134_00050	-0.6101424057211599	1.307342346127914	0.5666973466041161	-1.2638972870108596
MED134_00055	-1.6569298535416406	0.13003084448577895	0.5737587720224918	0.9531402370333734
MED134_00060	-1.7037747031164177	0.3515611811003486	0.5038920804457506	0.8483214415703184
MED134_00075	0.5826903036934854	0.8813920318767524	-1.6838425003806772	0.21976016481044236
MED134_00080	-1.4748225094540992	1.3441235572554757	0.13495306934524487	-0.004254117146621298
MED134_00085	-1.6882548953094263	0.8892116035205291	0.540700683913184	0.2583426078757077
MED134_00090	-1.6792950155077229	0.7275401990203053	0.7903093518713475	0.16144546461607928
MED134_00105	-1.5339143429452502	0.11317007223236976	0.15133627699133978	1.269407993721547
MED134_00110	-0.9302406376276517	-0.1342460271196972	-0.5969299117736131	1.661416576520959
MED134_00115	-1.6617744508276289	0.09704815808687633	0.7328497946792819	0.8318764980614679
MED134_00120	-1.69271012039295	0.2526011318607276	0.8503774912319537	0.5897314973002659
MED134_00125	-1.617788051616087	-0.03486291151220453	0.9155409356197162	0.7371100275085752
MED134_00130	-1.6212054238759175	-0.022174877509040347	0.9237975473704665	0.7195827540144892
MED134_00135	-1.3432787174535519	0.9827849583882953	-0.582890767828435	0.9433845268936916
MED134_00140	-0.7647422570679148	1.7201089875558642	-0.4816555386164421	-0.4737111918714999
MED134_00145	-0.2303360355684328	0.8155777812863564	0.9544806151774182	-1.5397223608953594
MED134_00150	-0.48087484869201874	1.729087130060584	-0.6243580083582405	-0.6238542730103024
MED134_00155	-0.5901060247409156	1.5023362599107914	0.2434128092137947	-1.1556430443836787
MED134_00160	-1.3808929912836516	-0.1552312281713375	0.10127916017568842	1.4348450592792985
MED134_00165	-1.5742596848952288	0.9165574275108276	0.8112113659133243	-0.15350910852892877
MED134_00170	-1.6936459219433397	0.2659638758308308	0.5694653058429182	0.8582167402695948
MED134_00175	-1.7203543380208244	0.384020444720699	0.6709158098788476	0.6654180834212856
MED134_00185	-1.2430774859164033	-0.19754394838009526	-0.10976147669663112	1.5503829109931297
MED134_00190	-1.3594239668830226	-0.13971941485023762	0.03938526327151412	1.4597581184617425
MED134_00195	-1.1742335428905208	-0.3802089108452759	-0.01916784258136816	1.5736102963171663
MED134_00200	-1.1720022036054973	-0.32958646891889865	-0.08299200433191169	1.5845806768563102
MED134_00205	-1.2707600102805574	0.023874614660236056	-0.2730051267008186	1.5198905223211479
MED134_00210	-1.1331925951607624	-0.029760523215089436	-0.4281666638767232	1.5911197822525676
MED134_00215	-1.482279092970109	-0.18665718860385302	0.4012628612085434	1.267673420365415
MED134_00220	-1.4155299242019455	-0.1752901871630763	0.2037200732544442	1.38710003811058
MED134_00225	-1.6917111536224707	0.21361901903358932	0.7461912842158536	0.7319008503730211
MED134_00230	-0.23071944194086302	1.6597124183229017	-1.0069967140889238	-0.421996262293107
MED134_00235	-1.1003587779121504	1.3987458796452918	-0.7769686271505278	0.4785815254173752
MED134_00240	-1.0306847609425913	1.5833575385744698	-0.6491260272398349	0.09645324960797749
MED134_00245	-0.8555703048126444	1.4590288616850275	-0.9935215591685083	0.39006300229612506
MED134_00250	-1.1925107479946562	1.2083565274435188	-0.7554745849732319	0.7396288055243581
MED134_00255	-1.2865331787597172	1.3770656045153369	-0.5166602310593245	0.4261278053037049
MED134_00265	-1.7168832917970198	0.3796163641969131	0.7524838083301303	0.5847831192699819
MED134_00290	-1.601973018705016	0.19870375004699461	0.249076932550321	1.1541923361076882
MED134_00325	-1.036518612582638	-0.5636318411489135	-0.014697003921513794	1.614847457653069
MED134_00330	-1.1552832664607324	-0.3362643984230221	-0.1027217804751635	1.5942694453589192
MED134_00345	-1.7133196777598823	0.33737214429577844	0.6426973345014981	0.7332501989626122
MED134_00350	-1.7232381586996053	0.4419790523416074	0.5560945992245528	0.725164507133445
MED134_00355	-1.446817635876902	-0.22345817976023727	0.35457858772236744	1.3156972279147756
MED134_00360	-1.4696528823897355	-0.04626346995636569	0.17102593861237286	1.3448904137337345
MED134_00365	-1.5875020857496471	0.12562226737245255	0.28624345541847007	1.1756363629587245
MED134_00375	-1.241781300755788	0.8201204851909204	1.131830589425213	-0.71016977386034
MED134_00380	0.2469677412371655	1.461369778896105	-0.4393213406641655	-1.2690161794691197
MED134_00385	-0.1925381843131598	1.6603905053451982	-0.9876358362886796	-0.4802164847433588
MED134_00390	-0.10399156074020052	1.572651626227034	-1.2020219312419853	-0.2666381342448421
MED134_00395	-0.09356627148408571	1.2784442107973402	-1.5020701826170557	0.3171922433038013
MED134_00410	-1.5037463379730673	-0.13521349124234774	0.38510127682279954	1.2538585523926111
MED134_00415	-0.8325641184795958	1.6811010972557454	-0.17857702916759385	-0.6699599496085556
MED134_00425	-1.6249359513781314	0.1662225685881718	0.36327552208581315	1.0954378607041466
MED134_00440	-1.3321901846617101	-0.09562554270478058	-0.059654089820113144	1.4874698171866039
MED134_00445	-1.6174915521167572	0.20572124357425164	0.2906429678715042	1.1211273406710014
MED134_00455	-1.7095976140240565	0.3170232610912229	0.6365352483502932	0.7560391045825405
MED134_00465	-1.6014867027245347	0.1947447086878529	0.2517886011361331	1.1549533929005487
MED134_00470	-1.6170930422298384	0.16886036051441636	0.3318107703999014	1.1164219113155254
MED134_00475	-1.468022901096914	-0.1378953044406309	0.2850754259504379	1.3208427795871096
MED134_00495	-1.5737254912387746	0.45780028447924653	-0.029898963749500577	1.1458241705090286
MED134_00500	-0.8930585583236125	1.674515642532382	-0.17496688298803625	-0.6064902012207333
MED134_00505	-0.3756690978990343	1.2634696496472169	0.5226457042690975	-1.4104462560172664
MED134_00510	-1.6063475347751623	0.027459303012391523	0.4958035532879756	1.0830846784747952
MED134_00515	-1.5321453511221568	-0.05389017991120262	0.3503711125903559	1.2356644184430077
MED134_00520	-1.5512027352835118	0.9287229310927788	0.8296524974278492	-0.2071726932371212
MED134_00525	-1.2171542889469178	0.8058903872287383	1.150223693952949	-0.7389597922347807
MED134_00530	-0.3663497507606172	0.9395120208779837	0.900610409891049	-1.473772680008446
MED134_00535	-0.5364143478905827	1.0398114604166429	0.8673071290919744	-1.3707042416179964
MED134_00540	-0.3262539180380325	1.212853483384725	0.5640520461754097	-1.450651611522113
MED134_00545	-1.1075476078503206	-0.1945331324876223	-0.32050171063095023	1.622582450968893
MED134_00555	-1.66989575628675	0.3240701923625534	0.35605047014381025	0.9897750937803864
MED134_00560	-1.6507229648421007	0.27239401489324727	0.33489067770761755	1.0434382722412359
MED134_00570	-1.6287369710678876	0.2627249369861904	0.2675562319077966	1.0984558021739006
MED134_00575	-1.1927142282169327	1.4402614833623912	-0.6097982193305083	0.36225096418504193
MED134_00585	-0.18701573107441713	1.3737988772957517	0.23530458441454186	-1.4220877306358892
MED134_00610	-1.6959004382043048	0.6165564022285241	0.8236510071501313	0.25569302882565786
MED134_00630	-1.6891989264131106	0.4660280794101756	0.91270944755728	0.31046139944563605
MED134_00635	0.0842313800434315	1.1961058844914072	0.29326696599919966	-1.573604230534041
MED134_00640	0.34449750941968377	1.1146053623031813	0.15771564827773832	-1.6168185200006095
