Genes	D_10_R1	D_10_R2	D_10_R3	D_18_R1	D_18_R2	D_18_R3_T1	D_18_R3	D_18_R4	D_25_R1	D_25_R2	D_25_R3	D_34_R1	D_34_R2_T1	D_34_R2	D_34_R3	D_34_R4	L_10_R1	L_10_R2	L_10_R3	L_18_R1	L_18_R2	L_18_R3	L_18_R4	L_25_R1	L_25_R2	L_25_R3	L_34_R1	L_34_R2	L_34_R3	L_34_R4_T1	L_34_R4_T2	L_34_R4_T3	L_34_R4
MED134_11651	1.5441483132135045	1.147557951041146	1.147557951041146	-0.07583261263670371	-0.11975972372836202	-0.02695565253920216	-1.0814317175254575	-1.0244327374584317	0.47103166927042145	-0.8980845660173866	-1.3659258524833693	0.08801234256953869	0.8137194176917096	-0.3097238718703788	-1.299653720430778	-1.5498864520242333	2.1222986675301256	0.8861904260647926	0.7985069312824606	-0.047691230020181656	-1.0244327374584317	-1.1711563150199964	0.9753927126335609	1.013924563308509	0.6209743348253552	-0.20865989986431493	-1.0041775917242377	-0.6378142692735282	-0.3799448583365193	0.638940798669377	1.5441483132135045	0.10673955125344606	-1.6935801351971924
MED134_11656	-0.5486830681439391	0.7093277726774838	0.9101043622772026	-1.0009318377779	0.15815461543545672	-0.7862154341107699	0.26587001440176744	-0.5486830681439391	0.26587001440176744	0.6031093420499306	1.6312672172971916	0.15815461543545672	0.6031093420499306	0.6031093420499306	0.15815461543545672	-1.1933570695228655	-1.5047688096027736	0.3651241956869283	1.7881840286284236	-1.5047688096027736	-2.495362791386745	-0.8983201667453707	-1.0911698710795756	1.1997700443456958	-0.020104521870039728	-0.20840084950813936	0.15815461543545672	1.1039536565141368	-0.7862154341107699	0.3651241956869283	0.9101043622772026	1.6312672172971916	-1.0009318377779
MED134_11666	-0.3065960591728505	-0.06497076316093886	-0.166707747453884	1.4260091190710902	0.7708833119610664	1.7238799975778039	1.6614393437235604	1.094722776738969	0.6581191199934775	0.5045775669055703	0.44381465788901947	0.0013939806290312513	-0.166707747453884	-0.20917863580728432	0.1008802771241209	-1.3823143958276731	0.3263051182165179	0.07362646313173996	-0.5026119816700997	1.206878417247496	0.6743069634900988	0.8944026960712441	1.33380223517052	-0.2615921626527486	0.32135208006288246	-0.007535210793861864	-2.011456861242527	-0.9283492841194534	-1.2208079718792488	-1.6636147242027712	-1.5044619384864086	-1.4730387463412369	-1.346449894739321
MED134_11671	0.014314485330192604	0.17217591374768937	0.6320374377001353	1.3305127460181585	0.668121461868561	1.387424027724985	1.6921786911104215	1.144929839011827	0.24538751676589596	0.2739995668867518	0.14644939698495985	-1.4116227423680483	-1.7014176736928748	-1.3007948098347701	-0.574444435198057	-1.2804698512195143	0.29187815508365506	0.6162910749646149	-0.07622954540722447	1.2077450338444011	1.2993968885252702	0.985438418535663	1.4677741485365314	-0.13125952603475452	0.10220362232239665	0.05777118342410919	-1.7568560829831619	-1.480949454217203	-1.245927324130084	-0.6502044357030416	-0.6344483864465635	-0.7955464530352175	-0.6958588881157395
MED134_11676	-0.005475666138318935	0.193456756163375	0.31075032895851806	1.4028501422411301	0.6662325722533752	1.5231948218138247	1.8457719397005492	0.9405911460332015	0.5317586553578609	0.46313648355140474	0.4290096660196172	-1.8102962840221004	-1.2925359241356178	-1.2423241629411794	-0.5892403948340614	-1.6009930869615725	0.31920943184133915	0.46788004481174494	0.0015075364075975168	0.9785557306366183	1.3213115384162644	0.5847214408255667	1.3311203750702874	0.10477320796602789	0.06911941506972046	0.3156243979995186	-1.7161321350726004	-1.3625880497224734	-1.1884127797610446	-0.7238040228630223	-0.7965681255957592	-0.8941279414472164	-0.5780770576425469
MED134_11681	-0.30129531447167507	0.05954410437353824	0.20667073002096145	1.4166727116091886	0.7889410186009183	1.3344489305723892	1.6313494147107563	0.9997269059362253	0.9488561770896609	0.6244182093930548	0.542260931836447	-1.6189433019921642	-1.7595329495330354	-1.3879490943609492	-0.7928134121755939	-1.2354150293734525	0.35539700142295266	0.14464682145197333	-0.35285279976345196	1.111029196044385	1.2462328284606459	0.7750426823732153	1.3479340512757627	0.2273564894361403	0.31909628153010056	0.30947866352092956	-1.5408848313662438	-1.2248021885513694	-1.3336011297455201	-0.7581772202873065	-0.6273438207725996	-0.7661326665833241	-0.689359390682566
MED134_11686	-0.3028083280786638	-0.15493800656119297	0.36710680361289993	1.1071077810703076	0.6583173122062785	1.444155452855295	1.6572155463787963	0.9619329272857379	0.9014300012192296	0.48786162811667505	0.6551349506278503	-1.4358984743260041	-1.4207720104718722	-1.426768079113746	-0.7823625134994061	-1.137246591544213	0.21208312104033292	0.3954066807163466	-0.33475489726271973	0.9747747493649649	1.3401045109791445	0.9747747493649649	1.5793845381899307	0.028939720246306942	0.5024535255257055	0.2971886253099846	-1.7720316884304697	-1.241202157983852	-1.2645024917428658	-0.6967919256804797	-0.7823625134994061	-0.9252498169142558	-0.8676831290016193
MED134_11691	0.006793815871620175	0.14475489067530725	0.09505957321483632	1.184161998583564	0.8057863512946631	1.263020226413874	1.2848816041968552	0.8656980688609339	1.0849263288958044	0.7639562917786797	0.8912715168191652	-1.509293604326738	-1.5360407932676303	-1.3731609243892355	-0.9314682857271526	-1.2700805507000665	0.5325993890538783	0.21015993172451747	-0.2893671683171017	0.9650464078746486	0.9392852237787058	0.8912715168191652	1.1155953891208845	0.647346624038366	0.5428154890374214	0.5907915203722796	-1.8596518083332632	-1.4710438208743262	-1.3123828933701234	-0.8383081287140395	-0.7383960527147834	-0.7912674865717775	-0.904760641118959
MED134_11696	-0.08982832712886926	0.19176417157139564	0.14642275300771831	1.230822504627562	0.8071485371975661	1.275912492468646	1.4093042563599398	0.8343457926875449	1.162414966400023	0.7495479110088367	0.8565853100862805	-1.5876192936660192	-1.6243202170742643	-1.4436640642637286	-0.7081057368572443	-1.4119821919857152	0.2580533250730125	0.1983743969613596	-0.15309332895100014	1.0260445992806568	0.7754494603055924	0.6434179496216227	0.9227139914229027	0.6982819605481358	0.6658825552087594	0.6034314402699276	-1.6529609866672512	-1.885188667384462	-1.2979326208667723	-0.6381384094681227	-0.49903543165093817	-0.6110295513343428	-0.8530195468087983
MED134_11701	-0.5169602123396784	-0.25501040331868363	0.016128500772440085	1.1351525385944614	0.7207550376409573	1.789760142883685	1.4336667986221256	0.9919324419288204	1.2106669412214779	0.7685619268215219	0.8937971863790836	-1.6701691848617197	-0.7678604437997095	-1.1983407069697443	-0.9149970863794953	-1.5802782981841075	0.04156494625402559	-0.20530687488619173	-0.31323398957705023	0.9027664078094662	0.8961666278730034	0.7843076810066819	1.1382131833096787	0.5722266834281051	0.7115573589366364	0.6370097966837829	-1.4722192927577558	-1.8141897931794888	-1.004127297338968	-0.719261800888361	-0.826566432817525	-0.5004714495193618	-0.8852409333480998
MED134_11706	-0.21264483843850984	-0.054858118398281155	0.18138313938108008	1.1742306667389693	0.8816198983156124	1.2358305854321676	1.3368496792943767	0.94593624972464	1.0373693121483718	0.8043643921458715	0.7009285371504373	-1.8142528381499916	-1.6287359446217764	-1.5209981519844402	-0.6082417226581004	-1.246397538139887	-0.019206599588944176	-0.0884516592547569	-0.40330031550358914	0.9715862241508451	1.0325857372946607	0.8208984989315973	1.27240030465622	0.6228277050395259	0.7476890704313581	0.5716611964112506	-1.808552194706458	-1.6902366173776988	-0.9271004228138512	-0.46161725086409794	-0.43805753950658516	-0.6178891729924249	-0.7976202722476097
MED134_11711	-0.4559731579499708	-0.10967131822789478	0.052420288786208295	1.008975589771427	0.8669455595864333	1.6185196270405418	1.2050849509492934	0.9169371933978778	1.2050849509492934	0.9329082943680811	0.9608514625497485	-1.8450973204481693	-0.9860415710060986	-1.6655820688329288	-0.9957941510173229	-1.438990357772364	0.04844728902370828	0.03382249177821069	-0.3560925843770478	0.9169371933978778	0.9637990312763868	0.5192499649073745	1.0329458648705383	0.6432223531717847	0.7760158966164068	0.8250409086427247	-1.5570017870311572	-1.6655820688329288	-0.9814643703127627	-0.6564752399291414	-0.5093019268608285	-0.6356821589521997	-0.6684588295330917
MED134_11716	-0.22080578942804918	0.050515438973740535	0.09427117185627772	1.2105636937082416	0.8714703040408507	1.3216905649864863	1.3955029490268187	0.9355839476142866	1.1512816207161185	0.7807521501715169	0.7974418824971692	-1.665665772019264	-1.4307688007994774	-1.5560515956460368	-0.8688588737604274	-1.4102019353177053	0.2197507457985311	0.14816794826996962	-0.4886973355284385	1.0035464547724606	0.8033233245037609	0.6042356946663003	1.0428215631287694	0.7807521501715169	0.8880039155874346	0.5926955964094605	-1.640119383108131	-1.6355257754293122	-1.1378439566337377	-0.661472728255141	-0.5939205768060568	-0.5939205768060568	-0.7885180173618251
MED134_11721	-0.8669723101451309	-0.5620196149534901	-0.2831402666142946	1.3568132962238393	0.6595802536831151	1.5569723371830853	1.6168748380905742	0.984299512877231	0.8177934163672329	0.9326654896029656	0.43754337106330016	-1.5890495334708943	-1.6163550502227837	-1.2856305617615593	-0.7621522829550232	-0.6994915999015413	-0.17456134108865454	-0.769002248407441	-1.3873614917777464	1.1848806293914513	1.4228060998690066	0.7642233739426104	1.6062949497466945	0.5732458557797963	0.7722899069749021	0.37536861697028057	-0.8093623140363382	-0.8669723101451309	-0.8824060328984696	-0.5891919277909818	-0.7250970420127582	-0.6377545943971198	-0.5551314251867199
MED134_11736	-0.4337798382826318	-0.4946796058106117	-0.3792489425887227	0.3885431757183705	-0.2100423888378706	-1.4445190298922097	0.04128235672149737	-0.527584794146748	-1.1792072098877828	-0.6263715576352713	-1.7700089763796507	0.8282560414001243	-1.4218710757708415	0.6314661217312728	1.5556428287452093	2.4704793475543654	-1.1216611609868838	-0.4337798382826318	-1.244006658559822	-0.06472950015510931	0.8634716817720679	0.35765207891286294	0.29948059274132505	-1.0685471166258484	-0.3044947807042689	-1.2195341169553588	1.3243014811422888	0.48514594947483985	0.7534575872358832	0.7312359984604673	1.087681910953012	1.2849037507447114	0.8410656881940143
MED134_11741	-0.03156582818892184	-0.05124591997653785	0.8815232243442155	0.9886611662393797	0.762169510162547	1.1196671268641964	1.1196671268641964	0.6778058488911176	0.6935698192416629	0.7385385323704441	0.6119241884561475	-1.4680901342957526	-1.3483490873516786	-1.3946942624309482	-1.2222798158984969	-1.6003095501379172	0.15267746383579428	0.12185108629943944	0.5631777438139028	0.8815232243442155	1.0489492214654184	0.951056998193702	1.2248774129384563	0.7722040440341372	0.9025892999528061	0.791161059357305	-1.6170870947896951	-1.1240653651030064	-1.5744691891613922	-0.8069164352854743	-0.738593583261205	-0.8731379709764004	-1.1527898608116625
MED134_11746	0.04514005361215743	0.23089192273348685	0.30125511682610595	1.1365145465214748	0.8581463159131166	1.2296410192030551	1.199950872509189	0.8771506414707095	0.8349721165449743	0.6578567326318178	0.6095242005051921	-1.6996018615829878	-1.1722497880804097	-1.3254397364847024	-1.4846929010501901	-1.4846929010501901	0.4583399910987299	0.2631453135753788	-0.12889902935537306	0.951868102658158	0.821761623359727	0.7503658625885334	1.1004514533623262	0.947235806618977	1.0066827830024745	0.7829519151013572	-1.2409246905760076	-1.2957823246417068	-1.4846929010501901	-0.9736833499879166	-0.718383819171877	-1.0530267737276668	-1.0017763130777178
