	T_10	T_18	T_25	T_34
C0	-1.2520869108373924	-0.08183262674987148	0.14931552680383578	1.1846040107834281
C1	-1.3411003342606023	0.2695413496855185	0.00914962912745682	1.0624093554476264
C2	-1.458736643856578	0.21248944366423456	0.4644264069771944	0.7818207932151483
C3	-1.4816795174435422	0.610611679421475	0.2736704034738082	0.5973974345482596
C4	-1.3983671080208453	0.7879530045353211	0.6497333968763079	-0.03931929339078426
C5	-1.169738709873432	1.243868102050807	0.16511828036070106	-0.2392476725380758
C6	-0.6991627349921636	1.4467253207876134	-0.11040664875970056	-0.6371559370357497
C7	-0.9032416651331047	1.1276498392083047	0.5538968138044499	-0.7783049878796496
C8	-0.85233380251537	-0.3687186784779478	-0.22376658716075223	1.44481906815407
