index,D_10_R1,D_10_R2,D_10_R3,D_18_R1,D_18_R2,D_18_R3,D_18_R4,D_25_R1,D_25_R2,D_25_R3,D_34_R1,D_34_R2,D_34_R3,D_34_R4,L_10_R1,L_10_R2,L_10_R3,L_18_R1,L_18_R2,L_18_R3,L_18_R4,L_25_R1,L_25_R2,L_25_R3,L_34_R1,L_34_R2,L_34_R3,L_34_R4
MED134_07284,110.89318503902,121.62580309221099,114.6897316793159,115.47412887814241,103.46950551009924,126.52885240455625,106.9380947533276,111.94941120911977,98.22453743004043,122.46528302867617,131.83169127781989,133.82351459609512,137.88264741414866,113.53244010802162,114.67014397628523,96.79060018371528,102.31856821808059,85.0216696888281,115.24210089785456,82.28341814429513,120.42150516974436,101.82198350732972,87.64238615821552,98.24050314123666,105.57781046568365,114.11574291682174,117.6401322216532,119.58650543144635
MED134_07279,38.71023770432615,43.028714546055184,63.70184994834317,48.04734176403966,51.9805445978767,51.79230579226061,59.526155181064134,56.04943048155226,50.30683582503489,73.14276559029818,79.7624019645233,84.39450448657179,92.97918313431707,80.76821685202836,39.76946528259932,37.76488686296877,58.860478055915614,45.85554495407451,58.60423240260241,47.068837787781405,51.469793599269195,50.123155694112675,47.93825096776549,51.39978001973178,69.5685816302129,82.90990919860207,82.44118651935149,71.27776248249148
MED134_07274,45.70380178719487,50.431286240481825,85.58842801040555,47.0651908764845,58.17537953834275,58.90969150896106,56.01478085858563,51.117826428183726,56.521694205994535,76.50793836553484,88.45464390870598,89.2371087838114,96.09842392536665,90.02772645344066,43.272903211847286,39.67667888838144,85.82508780783202,49.92629441791472,81.40444373314008,59.61223196890067,55.02521648003781,60.47413041284572,58.83597679882097,60.17043223104454,83.46292516857228,94.98974629294443,91.80561046191424,80.61436360478729
MED134_07269,69.36549761406216,64.37392296636254,61.21596664498127,84.38002308326472,94.64427097317214,92.01075370884946,98.52235035322224,103.84029194148053,96.51776236936715,107.84590759701689,129.91370236523818,148.39547358518527,129.89875179958895,130.1897736251397,68.54103686879183,66.43464830159535,64.81174220679257,79.9528498939016,88.95259505777919,84.11520459264142,81.30920824521618,101.91258518796658,95.80626210469292,101.31739756729225,124.27672531622869,128.91527671151667,132.61952587008278,135.45970205617303
MED134_07264,89.29612387190139,87.05492966028667,107.6347700376372,131.5003093236803,131.7896575798357,129.31096623736286,136.0191018157433,136.14423597331725,159.85752468412736,160.95716337112145,185.34173840344874,186.9908880623821,205.53962869118646,203.6574930301145,87.32572502809414,94.13950368870975,95.8108710879198,131.79183187705868,127.9876826053394,147.08022967551693,134.96571996981658,146.20958613357493,144.6099371610556,153.554061435571,161.44646222481188,193.95068661556192,192.7538642008787,185.19970381948434
MED134_07259,34.81265415182888,31.888629018620904,35.70863748661381,44.890281935947364,43.85617799776412,43.941591388824314,47.613524202720605,47.9551263285643,52.22388861401234,53.137221151918624,42.65403770262001,43.3134751477282,49.39237925210537,44.61068894945365,33.48315430208263,36.17213700494063,37.75610762027921,40.202554219377994,44.80038005114116,50.670783163153565,47.70656548409143,42.20024946997714,48.83756649737404,46.22837737819311,35.011693719624034,38.66999752497654,49.02110804284848,47.503721050006895
MED134_07254,318.036629196694,266.22406769288335,270.01871598058915,304.9269551109384,294.5131022674697,312.32696553697343,357.1569310863848,308.1448674284131,364.7245597315029,352.1920403653897,340.06228364444615,332.1020386475401,338.84397084044167,407.6189524677366,312.14017289031733,319.8602917542108,258.1574850656299,339.74790125064294,329.50702283140646,405.4841937659168,351.5325991831744,342.6947006497034,354.4817823339152,355.7405827681436,377.41456748955557,373.2458868484512,359.0080348804966,397.19701251298756
MED134_07249,169.76833843685213,184.1105037750519,362.51191929228446,289.9655697165423,247.2199822310937,320.41953815487545,366.9177652350769,204.49579615203936,216.93320792932835,237.40488081064646,232.87235798586994,231.28673677670767,278.66773863785625,261.0714210440933,152.8779271048863,177.7871028487491,221.52275617853957,314.0739859316302,376.9873468270633,434.524070895982,401.1679365454218,156.05175217213286,177.86609849417886,231.41470714472163,249.79250023170593,261.45941413271714,283.2884218173005,211.50461995861897
MED134_07244,398.47498215741984,427.7576476743058,458.97084005985886,573.2005569415014,501.9771188075529,616.391115933473,534.2170344982227,438.9778890678115,417.7368221255977,560.4897553483274,419.92364640545145,392.4152427677329,449.321520250722,415.9312646115031,302.9272561995278,294.09046510997445,418.95780525124553,475.2283711823032,506.6430414160467,513.5322017759343,468.534427441322,356.92953916585424,352.74286291310125,367.25681982630033,404.00978341092605,454.7912274263997,415.26905941082913,457.67707331317126
MED134_07239,1.9000473094092887,1.6986492909903532,1.7737629150529928,2.618223125820198,2.417432344876081,2.7829544751396478,3.0210192219138032,3.8813049729235183,4.1665419204697836,4.2643122068076105,5.4351191778520835,5.444836463187452,6.9414605105521066,7.230207173282261,1.5371541106863957,1.6224836976735018,2.0808632491274515,2.6001170198489683,3.0143521914913527,2.9290515155863965,2.264648616858154,3.653704003098858,4.545729687948394,4.637815325704944,4.749036677537763,6.077438014967097,7.321500649870647,7.1393937757035495
MED134_07234,32.04461810588025,32.14924220118564,27.32178844050762,46.279928924573206,43.239275238204776,46.29599377976756,43.350569534035834,56.31570147447,58.05381742521231,66.7239439418132,101.87926351387792,91.87904311463332,97.14658636475119,69.95192151903933,27.09661107337741,31.23016006306185,32.60019090299674,40.38654760253304,43.32165136745906,39.52097044943385,43.47191468649365,58.66510652862955,52.39490476849841,55.52181355366284,78.45388099224735,83.73874516805809,73.10371332921876,76.47570841687742
MED134_07229,26.96209829744127,23.99559392619233,25.64642192090695,43.31014401180202,42.372807271369155,44.75436068740576,44.03695355165807,50.940634960016205,59.789295180799,59.51607587986355,93.76084645266984,88.32351963342278,93.22212161756588,80.82293080537973,28.996618951636385,28.77808878585241,27.567276324440478,43.29180312255125,40.02480027186768,44.6143363349068,45.197483544967724,56.07080515103015,56.39787549281169,54.62271837934223,76.09539769641343,93.56262216698448,81.70699331110367,78.72998703638027
MED134_07224,3.411320893770905,2.4627296024211427,4.692000537479359,3.563368197109439,3.714233096682076,4.012662312224746,4.935702733189316,3.519887910667482,6.028991258726289,4.251110001832974,16.766742862745733,15.020574632602692,15.493981432282418,21.421512325842674,2.791148253614771,2.92683333697965,3.102273132078655,4.624553911516145,5.052395980880244,5.652555556394801,5.341523351862397,4.090667862130202,4.975644433592233,5.043648973161794,23.08835869306087,20.58246835964851,19.977542318419548,14.710840927345076
MED134_07219,110.75918027239541,105.78776948180334,101.20767098339996,153.27912459818646,150.08100065870147,160.33736176705366,148.4516170043316,191.23727013051965,173.43976845648208,230.99717251573475,233.377355092815,242.40678619978124,243.8572324218231,194.9525898994559,95.29699633835094,102.32209346080857,93.2692848976903,153.15903603239246,140.44145108052814,148.8504926200799,150.01891603729243,181.10570219904926,176.4545675337849,183.09732930052817,193.1063437393891,200.30307844199496,228.77958127109028,220.39891077652203
MED134_07214,53.600636040945666,56.702869272952,47.740278940477474,132.81874338909154,111.69846788789427,173.32810264595346,136.71755772521456,108.31200296379079,96.42309224816127,114.47210475146312,134.2961017008091,165.0967343214989,161.99290261467513,104.60738004757086,55.34906224771164,49.98636710347268,54.3487189292704,116.82752893792045,100.85422341296957,97.2693761730314,107.6812916949629,79.9583674167988,78.7330270922207,72.57479826021373,136.9918898336482,124.98251190902202,142.23624341973445,181.5616017556277
MED134_07209,487.95828521949915,395.21846983296945,1739.0501160072251,462.68005497908797,354.6018242386061,504.14991288184353,587.2153326023142,259.2241260704071,517.1063172345694,283.13074608464586,659.9565568866537,549.5184270708316,551.978988509974,813.3075208670158,442.39605841738444,941.9968749109353,1014.6289202745455,614.9644298533563,865.1313752664918,976.7203349322822,827.9558173159832,280.0814404116844,504.1743582680503,474.60024516261973,1325.752014213905,1295.6667661457716,789.8469011714219,647.9771118418864
MED134_07204,181.70064364416461,184.65361542945257,213.58769674724138,187.68899374338693,186.41142224683915,190.16337913047806,199.56599602850517,173.84125551864472,199.51590776602728,210.33618487201645,247.72223494692537,254.6376684586121,286.86638976387735,270.7687253294037,218.40373434158386,201.2969368854982,200.30801819875438,187.6750143330035,204.19495103717026,200.73828773432524,199.16242325399205,191.78512568102778,184.7077657096651,216.10190772623216,243.63127252567554,260.44763307138106,292.9427720345774,267.47475564883405
