ID,D_10_R1,D_10_R2,D_10_R3,D_18_R1,D_18_R2,D_18_R3,D_25_R2,D_25_R3,D_34_R1,D_34_R2,D_34_R3,D_34_R4,L_10_R1,L_10_R2,L_10_R3,L_18_R1,L_18_R2,L_18_R3,L_25_R1,L_25_R2,L_25_R3,L_34_R1,L_34_R2,L_34_R3,L_34_R4
MED134_07389,0.3272742595312473,0.4023255678971225,0.3193191426546035,1.5046001050768143,2.588597088260621,1.816263452032003,1.2525337743094076,1.3779248042230745,1.724156832213833,1.4585675293315177,1.0706526458592325,1.1520266385486897,0.1397273525619062,0.3743779313698755,0.4302351708856878,1.063678408773873,1.0242042265474522,0.6006706744894799,1.16275255594515,1.0910352316041525,1.4970913155809722,0.8945846864673643,0.9695256531675012,1.2718703565325202,1.4741535905849463
MED134_07384,0.0392789657049373,0.0547537421739913,0.0373996912987657,0.2043866391431409,0.3707295784186695,0.2474589206113725,0.1744778889789959,0.1898573010458664,0.2530246195870271,0.2081393023974068,0.1711579887265538,0.1842115945258785,0.015624148411027,0.0427966359749802,0.0571779273770777,0.144356827061267,0.1615539610499949,0.0753315529543498,0.1597443489673148,0.1447705242482344,0.2150602813684389,0.1217079060102339,0.1486691533485717,0.1997787565154637,0.1992760793165458
MED134_07379,0.0857729501585015,0.1168666689874452,0.0788719005289047,0.3546304714748057,0.668158690591276,0.4224249541359847,0.2930021236081075,0.3699854578214469,0.4502661369953329,0.3607912640554442,0.2880298588488021,0.3126527063053901,0.0289629080249418,0.0886501745196018,0.1175164437046473,0.2381739097294858,0.2882641855708763,0.1344830021272959,0.267930686060883,0.2357751168031216,0.3449133395621316,0.2295894691027003,0.2383525449497097,0.3360106180179572,0.3524418455755794
MED134_07374,0.0501267211661595,0.0747890343264036,0.0338332258914092,0.172402095373385,0.3189035278894461,0.192059652593329,0.1283141893666778,0.1520526261670408,0.1628184005575126,0.1433720402478905,0.0810405244014389,0.1168363446625908,0.0168986921632627,0.0566453309495679,0.0576807483464742,0.1195986243866843,0.1132894001434831,0.0641685356167922,0.1057101375524619,0.0939857774834094,0.1410549570163811,0.0937845576705991,0.0968805932997638,0.1222916402193841,0.1356800422361183
MED134_07369,0.0526494549943508,0.0707749336139695,0.0508703275333082,0.1854219173380322,0.3220316908088283,0.1986579666898026,0.1337315556246196,0.1377021383683691,0.1904745799077225,0.1451017297414978,0.0810154499817602,0.1276524382861286,0.0207992355429494,0.0679466071161211,0.0696407042614031,0.1445548926826637,0.1603567983121049,0.0866952537496614,0.1092180869023623,0.108734797656098,0.1520546554993099,0.1244596414685824,0.1114940419661042,0.1264876934484137,0.1312703771399604
MED134_07364,0.0446776160972665,0.0624650409110358,0.0470628847335628,0.159726193234219,0.3031781683487683,0.1782430485792366,0.1184468436825696,0.1135877593555888,0.1684673222971299,0.1233570618218636,0.0662716912107063,0.107484930383907,0.0154703241650675,0.0583590490567911,0.063247694793363,0.1199287337556787,0.1168178797920009,0.0707910897226691,0.0999323386232141,0.0913707029847057,0.1336544245811753,0.1044080609565183,0.0960982887673045,0.1050878219803629,0.1083809016697304
MED134_07359,0.2253305855340399,0.2743673048358462,0.2773649786396865,0.5315035245794469,0.955188774680531,0.5743633143037763,0.4208519672955332,0.2988584638168918,0.3366992728551091,0.2771072390313978,0.1513241227607313,0.329027070263246,0.072835780461813,0.3561291493632281,0.3369618810626532,0.4710660695550607,0.4149744100917576,0.3338118465413033,0.290128046232942,0.3124229503601257,0.4706415108247259,0.2733014635148266,0.2152276229702118,0.3335862317078512,0.2733737465681701
MED134_07354,0.0731340536792635,0.1061976118307125,0.0550151386823982,0.2035022738776178,0.4049702806443391,0.2113674710232786,0.1361306749674224,0.1566392227516042,0.1439886614254547,0.1111394138114632,0.0716376170219402,0.1009126512723823,0.0272708413193875,0.0878164738187905,0.0915852479972037,0.1464695270228314,0.1358464664679364,0.0814022275514037,0.1141999645505402,0.0940903804633575,0.1472422874130286,0.0882359763365521,0.0794821404978682,0.1062067695081041,0.1088397107548798
MED134_07349,0.0334514505618156,0.0458452555051683,0.0270617611652795,0.1003263262332437,0.1955524549332685,0.123109484484541,0.0657049136141794,0.0858944451290962,0.0942663815298645,0.0804442891471312,0.0560664024014905,0.0608029707517629,0.0109764586938227,0.0363122971908922,0.0420932982951854,0.0666820925368761,0.0675451818430556,0.0354206302935537,0.0586033891395131,0.0487188379108491,0.0715384802069891,0.040531709988953,0.0496606917205184,0.0658780356957643,0.0688723415596452
MED134_07344,0.0242182447506357,0.0340846446459316,0.0243628143705232,0.0921213818253339,0.1824479886493703,0.1033145421951202,0.0725927078564196,0.0896471150619208,0.1114485184878673,0.0887358165609311,0.0461870810480972,0.0599016296164681,0.0074385010367547,0.0270489560707667,0.0372446675188628,0.0648334800705073,0.0674821732779035,0.0377535754899422,0.0575126821987878,0.048692687165862,0.0791007729140027,0.0642146790976901,0.0667149305281319,0.0649922022363025,0.066246934016846
MED134_07339,0.0150607209543015,0.027253631152842,0.0129645837105257,0.0517844994367477,0.1005239381390645,0.0528307967590135,0.0334328889061549,0.0445803289242032,0.0969143135953101,0.0750081221672227,0.0444820205099482,0.0507379947409708,0.0061309949460992,0.0167203307218266,0.0211543964981776,0.0303370510105887,0.0319453425321167,0.0153522845181692,0.0293606517016876,0.0230126555885921,0.0367600217683172,0.0382761891214542,0.0465627657719795,0.0575791748650169,0.0484298478768786
MED134_07334,0.0328459944430497,0.0499297790371188,0.0300739785701415,0.0794946110898082,0.1971588088648431,0.0959191163286029,0.0593201605244623,0.0920099072418474,0.0935014233776246,0.0822014340295259,0.0490706393111435,0.0660607940409827,0.012086190753959,0.0416387183349645,0.0468700975044513,0.052388356859417,0.0536832975095926,0.0301276040952961,0.0578074678584433,0.0416581367643492,0.0633291464127445,0.0540422799852706,0.0508497946098566,0.0715193961481263,0.0689997885277423
MED134_07329,0.0519430895224572,0.0831341384390955,0.0512799891003694,0.1048464153681401,0.1951297302144331,0.1024731464378518,0.0427584979644689,0.0707795245663305,0.1059172826178253,0.0903831398881761,0.0622597840621202,0.0687272615662299,0.0185907588688169,0.0552095130759484,0.0747766613059522,0.0609051785794735,0.0703805672749002,0.0314571320029153,0.0355216719884876,0.0283997090559217,0.0429473521649646,0.0554632581317948,0.0564198028809671,0.0801446166744648,0.077436777815767
MED134_07319,0.0070636547189354,0.0096479262737451,0.0150610870243096,0.0173433854849828,0.0313661741375886,0.0155436795158539,0.0079712674938286,0.0101808545399778,0.0127689168489267,0.0147435437788428,0.0079987398774935,0.012693887655402,0.004109304856346,0.0171371810722323,0.0153001237830622,0.013171363822878,0.0158151498531781,0.0105107960998576,0.0056893632313511,0.0058839176220832,0.0090990152891874,0.0083003167923954,0.0091999013017217,0.0119354402959063,0.0093800968519428
MED134_07314,0.0217711929372902,0.0341902788752061,0.0197360484366553,0.0501631631166218,0.1064420842027605,0.0612004703444733,0.0287507366403623,0.0434336797780624,0.0327166717419504,0.0289379797819373,0.0204858008774676,0.0222706372179094,0.0078010867593735,0.0248720709075371,0.0333657628978048,0.034826538428913,0.0413336187397802,0.0193157828088076,0.0257642666538906,0.0211298019495255,0.036153420749038,0.0149766585601918,0.0148637861167273,0.0227985558777273,0.0268658208748579
MED134_07309,0.0306007613359595,0.0459156783246847,0.029037775782869,0.0747288649367109,0.1454173032793869,0.0800211649149517,0.0380376502254054,0.0544832079136014,0.040542782068712,0.036954953307863,0.0247484522228404,0.0283546898811494,0.0105259734020843,0.0373775814197067,0.0439609190386578,0.0509688865727409,0.0494617236444017,0.0260386786435615,0.033988786558279,0.0286089150158179,0.0445245148150904,0.0181794981920401,0.0192446914984996,0.0289061444666481,0.0341302980563897
MED134_07304,0.0500762664895957,0.0795073632340016,0.0476171327360573,0.1258255247224961,0.2516902975946132,0.1375460643197786,0.0672140370717489,0.0927395930621188,0.077025401637074,0.0650143606486029,0.0448330623854494,0.0644083352929422,0.0171843657629017,0.0546537126087409,0.0691378832920067,0.0833856266079946,0.0937567449463309,0.0423191241538422,0.05736528936896,0.0492941543005639,0.0813654167193116,0.0375995328612045,0.0371751113824675,0.0644327284724319,0.0687703839851676
MED134_07299,0.2094878170929991,0.3296492181562104,0.1734314293023305,0.5241829454370603,1.0374510049659051,0.5676321482456287,0.312620728556511,0.4098054554419745,0.4773338869976661,0.4240210244328651,0.2606736669793808,0.2886920544588029,0.0767033615030799,0.2268592240318755,0.2845607528948413,0.3459546187061694,0.301432975687666,0.1474019997201997,0.2931348599614281,0.2306757215306495,0.3284946719736422,0.2391528775808951,0.2357552939019447,0.3427709259980604,0.3526202713309153
MED134_07294,0.0222505123646465,0.0385917050949804,0.0268448815121295,0.066769577547002,0.1236892527312459,0.0797554609916037,0.0380763456986764,0.0513212360257585,0.0892647320729116,0.0784675011544372,0.0518037510561178,0.0522777858470994,0.0088009443581101,0.027882656771578,0.0390045409117503,0.0400092555221256,0.0419006958261492,0.0231036830739115,0.0326032939578981,0.0296287940703124,0.0436752733880996,0.0405993756149779,0.037049942657274,0.0562737360826522,0.0576570083671049
MED134_07289,0.0843349918764325,0.1346132195055749,0.0847276511639563,0.2339637441345282,0.4394646177013099,0.2590613252642321,0.1163185926526639,0.3805137817996492,0.6933463006032421,0.5231624333442272,0.4113207804087883,0.2058813376535914,0.0325448154665696,0.1043978544238153,0.111446676288362,0.1070544683648957,0.1279703958239234,0.059151449172946,0.0985468460228333,0.0730651814937801,0.1296912979218848,0.1353989176759515,0.2760283312329512,0.2561923610390835,0.2259379850424485
MED134_07284,0.0395816937643202,0.0654932221502404,0.0381226234759325,0.11585184978354,0.1989342526839519,0.1368375205241842,0.0592427695779203,0.0871105881628819,0.1069176125092158,0.0898889428900026,0.061683072409511,0.0644834470542168,0.0148550271812296,0.042565052446977,0.0506771705584527,0.0583633364382163,0.075673286747677,0.0293750411287191,0.0528550687762309,0.0397491323802955,0.06365266695636,0.0468020580005996,0.0465001814093827,0.0694679923472674,0.0714467703152056
MED134_07279,0.0035066000211857,0.0058803054296183,0.0053737958502736,0.0122337195064043,0.0253634831301256,0.0142151598991142,0.0077003991809315,0.0132038386525309,0.0164171788057629,0.0143866237246064,0.0105563306847171,0.011642322997558,0.0013075060906555,0.0042148202096571,0.0073986514068329,0.0079886467296653,0.0097663275985761,0.0042645234772692,0.0066031987762831,0.0055178071922647,0.0084519742019563,0.0078266574102207,0.0085740576757542,0.0123550456188093,0.0108075028946297
MED134_07274,0.0054995597454568,0.0091549665371303,0.0095909002170803,0.0159185747794177,0.03770704492012,0.0214777338039577,0.0114925555614907,0.0183463863382535,0.0241844461977367,0.0202071661475387,0.0144930145742672,0.0172381492125134,0.0018898407360735,0.0058822216112797,0.0143303976277977,0.0115538279148052,0.0180204496335017,0.0071744336146999,0.0105828051816324,0.0089958562755405,0.0131430220843818,0.0124730303972682,0.0130488396014216,0.0182761429531065,0.016236743735564
MED134_07269,0.0245714274865825,0.0344015473337553,0.0201939054821943,0.0840147002247045,0.1805879998864944,0.0987532915109808,0.0577723415936218,0.0761305539149878,0.1045638951177086,0.0989217658010627,0.0576711652609249,0.0733841907652531,0.0088119318042501,0.028994257705993,0.0318572999896155,0.054468045884082,0.0579678799399357,0.0298014934764461,0.0525013259846443,0.0431225784836232,0.065148949470582,0.0546738258281703,0.0521327740430899,0.0777202303643589,0.0803170792947603
MED134_07264,0.0253534749733217,0.0372888829339272,0.0284594300411355,0.1049446781754204,0.2015551459407316,0.1112413759083335,0.076694428023147,0.0910717397586412,0.1195688434885672,0.0999101597974097,0.07314208220266,0.092011907561346,0.0089987183886294,0.0329311776820464,0.0377474884882592,0.0719638424407871,0.0668520876263824,0.0417672446450191,0.0603721030974461,0.0521707362491379,0.0791412129819546,0.0569293466956691,0.062865992228432,0.090541504119727,0.088014876167822
MED134_07259,0.0101666173276106,0.0140493524935193,0.0097113889132748,0.0368485527301335,0.0689886741139417,0.0388813407832471,0.0257711851984944,0.0309247800019804,0.0283034516328744,0.0238038220786903,0.018078656588316,0.0207308461117808,0.0035489451032079,0.0130149942737764,0.0153001237830622,0.0225794808392194,0.0240692718881037,0.0148004050093461,0.0179229681070543,0.0181224662760163,0.0245066811788781,0.0126985824840181,0.0128923786949298,0.0236843893371891,0.0232208375872823
MED134_07254,0.115238481271775,0.145528756530615,0.0911135520622636,0.3105596024095659,0.5748210726724137,0.3428909130805042,0.2233115762470138,0.254312881836511,0.2799746837197849,0.2264520467186138,0.153881713567955,0.2350247010281239,0.0410490987789008,0.1427944033667359,0.1297996416713311,0.2367544394428098,0.2196478581202349,0.1469504619402536,0.1805856951049586,0.1632067994640951,0.2339862331699488,0.1698407213226578,0.154395622526174,0.2152109078355613,0.240900259097042
MED134_07249,0.0465948938066918,0.0762327021264896,0.0926558073735529,0.223695280773731,0.3654877919051102,0.2664567511307495,0.1006082305046328,0.1298493290644954,0.145224363055996,0.1194583966140505,0.0958595064315287,0.1140196536147945,0.0152286003499883,0.060119083869615,0.0843661755080124,0.1657809251090059,0.1903488753245065,0.1192812302024421,0.0622882098852069,0.0620295671092507,0.1152946337309927,0.0851459127480787,0.0819229306391414,0.1286323428765844,0.0971655684771901
MED134_07244,0.056029918324127,0.0907398029468654,0.0600997616618052,0.2265449021848613,0.3801986121205831,0.2626040442422045,0.0992538889401473,0.1570561860774736,0.134161891315912,0.1038362803940103,0.0791850173452178,0.09306347221919,0.0154593367189275,0.0509483761606907,0.0817443233104454,0.128511577349534,0.1310578155163765,0.0722209593591652,0.0729889293307015,0.0630232954187581,0.0937400775126065,0.0705526927353617,0.073004658969105,0.096602469894992,0.1077181774356258
