Genes	T_10	T_18	T_25	T_34
MED134_00010	1.1066902182952634	0.8700404887157287	-1.167995758371697	-0.8087349486392953
MED134_00015	1.223441515040572	0.37729180327679174	-1.5351006845956814	-0.06563263372170085
MED134_00020	-0.878152483772625	-0.26025297158035826	-0.5517640683613854	1.6901695237143686
MED134_00025	-0.9304778539065542	-0.9912546034962283	0.5702913603859254	1.3514410970168695
MED134_00030	-1.55301905132543	-0.128538501688937	0.559894656491534	1.1216628965228599
MED134_00035	-1.1375405936227228	-0.5799409526392921	0.1898616889771498	1.5276198572848672
MED134_00040	0.8198310328200548	0.4350733604566628	-1.7117021056799822	0.4567977124032729
MED134_00045	-1.1092895070993152	-0.260004199159905	-0.254606035835346	1.6238997420945622
MED134_00050	0.26047790655662767	1.121421465734558	0.23634266765020176	-1.6182420399413735
MED134_00055	-1.1948418649651613	-0.7458796141233597	1.2280588082836132	0.7126626708049155
MED134_00060	-1.0273652405598788	-0.925288075227482	0.6747183402833137	1.2779349755040332
MED134_00070	1.5770373521559315	-1.1039290959741181	0.06542106123188847	-0.5385293174137018
MED134_00075	1.1415413627023308	0.5151718476184172	-1.5560694448284305	-0.10064376549231539
MED134_00080	1.1481770877615696	0.44347774072735946	-0.01533579926943612	-1.5763190292194929
MED134_00085	1.0235285337784232	0.055446154233917	0.5484515044215338	-1.627426192433874
MED134_00090	0.5943049782150098	-0.03448872201802317	1.0408709981317812	-1.6006872543287678
MED134_00100	-1.5045544168248932	-0.2854208975909327	1.0575378108867939	0.7324375035290444
MED134_00105	-0.9028609969591934	-0.7648225720906887	0.056247992705945056	1.6114355763439587
MED134_00110	0.0617487283251359	-0.8584584753824746	-0.8144647606433153	1.6111745077006567
MED134_00115	-1.3621206471767566	-0.5160983000036201	1.17829212397944	0.6999268232009459
MED134_00120	-1.4943597160442075	-0.16411056046767647	1.2562567618129687	0.40221351469891525
MED134_00125	-1.4199510711222745	-0.45401341094861175	1.0412399464242952	0.8327245356465987
MED134_00130	-1.4263686288795472	-0.4495983971376663	0.9810397232899806	0.894927302727233
MED134_00135	0.7406656450373105	0.2722823342141472	-1.7031871817485469	0.6902392024970785
MED134_00140	1.202056652834651	0.7587860793191474	-0.8118221681440014	-1.1490205640098023
MED134_00145	1.4503458703284908	-0.2007427366757977	0.10849414919675737	-1.3580972828494557
MED134_00150	1.3970795963344533	0.3252186906009672	-0.3819593531969812	-1.3403389337384393
MED134_00155	1.1255530020351368	0.444861659148488	0.02167786564093132	-1.592092526824556
MED134_00160	-0.5221467780007758	-1.0832563728270588	0.007321561015455652	1.5980815898123817
MED134_00165	-0.2263893564226629	1.040635963884181	0.7185600178761434	-1.5328066253377204
MED134_00170	-0.949310395623502	-1.0041180353646169	1.278885877236451	0.6745425537516561
MED134_00175	-0.8575090971909126	-0.7554495208704551	1.641091919126591	-0.028133301065248802
MED134_00180	1.0258245808971782	-0.9023278176705969	-1.0927340055240238	0.9692372422974521
MED134_00185	-0.5791864465593072	-0.7126052439320446	-0.4316880124265024	1.723479702917853
MED134_00190	-0.8015540357273097	-0.6370633164312056	-0.2596835393395278	1.6983008914980384
MED134_00195	-0.6156809884224861	-0.7453006146522855	-0.35375492659980196	1.7147365296745751
MED134_00200	-0.7145060761064507	-0.7093536678187621	-0.2811990612514187	1.7050588051766287
