ID	D_10_R1	D_10_R2	D_10_R3	D_18_R1	D_18_R2	D_18_R3	D_18_R4	D_25_R2	D_25_R3	D_34_R1	D_34_R2	D_34_R3	D_34_R4	L_10_R1	L_10_R2	L_10_R3	L_18_R1	L_18_R2	L_18_R3	L_18_R4	L_25_R1	L_25_R2	L_25_R3	L_34_R1	L_34_R2	L_34_R3	L_34_R4
MED134_07169	272.45525344465204	410.91715187812184	301.70369527097097	845.5514566474654	1547.172470937663	896.7507412992652		510.7802471773666	646.6406245357931	1112.7198968350426	954.349314250608	550.8850003402267	620.4231481279334	102.62274694725204	314.49043102826363	456.84876648016933	555.2439586486421	597.9512832934679	304.7880014636534		420.659136328397	361.6648031707156	578.2929717128012	581.0221754676845	600.4969591157844	761.3505470005887	705.5464153852635
MED134_07154	216.702835841626	339.0858759714064	195.91462001221996	602.3510086285837	1126.9841004152486	644.7748539909778		361.0287656185478	422.1753674427667	446.6178750384968	384.1008891359611	232.6906146179929	265.5200761055986	84.05396297071502	222.32018688301406	300.6151081319983	397.45168026930145	390.02301829152435	190.14757622176896		315.12587017172837	263.8610169191989	397.93026864713033	219.01107623413108	236.56889061570246	286.2640758471288	314.539117263517
MED134_07149	261.60749798342977	390.14242012078745	231.33829669339625	711.4227247097791	1274.0923025699772	764.784459369793		445.7718520820655	504.8730937401975	537.2359946115251	452.19025332875475	292.1169892564243	359.034218892436	86.80082450570569	301.98492051609406	344.0732062012596	481.6295693628827	526.1215190200693	267.4107074569996		355.5115055445317	303.87165674936483	514.8020650282489	226.45429509687708	289.13975519696965	418.206638493281	421.33967652884405
MED134_07144	2456.133655126974	3481.704196890204	2193.858180309041	5985.187591446499	10575.727015824714	6570.415184522072		3669.878685022837	4535.866046582613	4852.188402592153	4216.049502195725	2845.6958893314672	3583.9576892160217	867.3489982886591	2917.026118727547	3236.3712537364827	4354.142577036616	4491.880609693501	2368.566510139766		3035.7027231323273	2635.4720797935443	4007.206333358145	2881.202356142936	2696.1343406678475	4036.6032063264524	4386.979535836622
MED134_07139	2502.551957565692	3888.0438654997606	2019.8725030042158	8039.371577642346	11099.060217742974	8870.525480970658		4514.987821261753	6237.771355006211	6257.357685321969	4680.320126590943	3903.3349113774734	4766.592370484098	904.1569428575344	2778.0760019256636	2835.551109560485	5750.835317252077	5236.011764139851	2859.237564347919		2816.0874066889814	2757.0730439832646	4191.208642539491	3153.894829023538	2709.9029004391314	4358.766848688611	4581.463609152718
MED134_07129	836.0339906625711	1029.581621329587	758.5968312404285	2621.651698239905	5255.313704562029	3427.580611188302		1932.4519351543704	2065.0108713681993	3594.7148861794158	3203.220209827919	1927.7213848956135	3275.2483503775466	319.40505928871704	1395.059172690913	928.0638463716648	2445.450205510785	1996.741429670179	1273.3365394481518		1619.5524141473109	1551.262192631009	2152.6248170819863	2456.938880966416	1506.7185295166762	2867.3030398368765	2603.7415582227113
MED134_07109	207.11644729449935	279.9307075776408	242.90521152806602	624.9514543030657	1207.3017969939797	708.1009557222346		365.28526767835916	424.6076535103382	503.1070924346703	426.93129564433127	323.460013854753	401.472364012567	73.39614021495115	303.8375887401192	307.79826483766124	435.7443670726561	409.5556734886767	256.37311728053805		277.098520076169	270.398703165958	431.89992572676346	244.27290995011745	257.84757389859635	419.1390947663987	405.79114642100416
MED134_07099	13.875036055051723	20.77473175733435	399.78149397327536	63.870824732231554	107.37207858419848	69.52585994270846		46.43456792521514	72.62111258892037	130.63131522865123	103.78136961643553	70.4591192970431	87.88076069124479	7.691212297973923	20.842517520282566	677.3716773440246	43.24432733827118	78.1306207886091	25.08543221923073		37.437778776248365	33.21144613353643	52.97648901704682	76.91326158170826	62.27144078376295	96.50922426768025	88.70308979554612
MED134_07094	1038.6095170663264	1430.2874643778327	765.8261530120972	2781.820074106885	5322.949659575697	3118.47838036021		1794.3090955768553	1999.339147543769	1146.2603696640208	1002.6707985164617	569.690815099224	994.8552780816558	398.9541693420473	1276.0252392972993	1281.8343141255696	2037.1049160646671	1594.7467839997548	1024.9907604777677		1711.2307543001712	1444.5671530838997	2008.6581751730653	862.0600755580319	684.9858486213925	1105.4269117810138	1321.11527129401
MED134_07089	18.163683562976804	27.817013708973114	23.133829669339626	139.53318633810585	227.42589873345975	141.26591924664967		131.1776543887328	132.38585596353423	327.1667174195049	228.15428082343362	186.80442660603956	311.33825048308523	18.12928613093853	71.327726624967	54.232833127755946	227.4453552371667	182.72483894110192	119.15580304134598		176.57661013364384	173.3794392640524	238.59640091647046	362.913307580553	343.27522884315556	407.4833913524277	424.14350982697914
MED134_07079	186.93457666896958	296.48007016399185	200.01123568283214	483.45301181935275	923.2307859365726	585.8771509821865		334.7158437942592	486.1097440760745	874.4060109449356	715.4874318000818	444.06797250912217	523.5289760837403	65.81480237837685	211.66734459486966	323.2420517548368	352.22669671706365	415.22644435236606	207.20567013084585		270.3184499040925	267.26061376751363	432.7087270858023	438.24770455501215	462.49843958995797	548.7505167297568	542.1594022848465
MED134_07074	377.14870731458774	541.1993679834388	359.53826944432	1258.7465612613632	2390.0855602955044	1426.8300683783864		923.2739922463612	1185.9131926602163	2291.343880632288	1881.2432397137993	1163.4530730899644	1458.6704039521146	155.14273949627398	417.3135174616576	532.9902275601976	865.8768748724068	895.3517108113994	426.2014934047301		785.6037829819046	685.1495186603579	1068.0221946108447	1296.6989467250462	1274.530544282746	1698.9353296204192	1574.7347378071377
MED134_07069	104.94572725275485	175.00070649822325	92.05336389258058	315.4236113699435	612.1053928736984	402.98428374436116		214.75987665412006	308.20539170513086	503.1070924346703	471.95813325569486	304.90494329254244	349.2696899267421	43.949784559850976	131.07627684977703	149.76881731307438	213.25065237040593	239.4325475779956	105.60966964296138		191.6106787760743	151.1513060250713	276.2056641117785	286.90225434584426	330.4454345108225	406.08470694275115	413.9477523792152
MED134_07064	812.8248394432119	1255.2867578796095	779.0799095934896	2651.621854460413	4790.3165138430595	3008.211252170819		1640.688066690935	2099.4103457524247	3928.9427557734425	3369.5998658796643	2160.9134879071794	2451.647888001906	348.8514149438172	927.2604461245711	1237.2987425504587	1832.767216657111	1973.4282605639005	954.249841619537		1389.3248139563664	1270.1416840203658	1979.5413262476657	2091.7700525183645	2220.1802631195887	2877.093830704612	2832.1265250526235
MED134_07059	27.750072110103446	54.22557102761847	21.928942707394853	92.85835287993665	193.6079212266256	110.26712818939114		109.89514408967587	124.04658944614623	189.47425001633198	167.7524254911167	95.78428317249278	123.93440610303752	11.426943985561255	27.32685630437048	35.55662569303205	63.71110821592624	81.91113469773532	39.13327426199994		71.04334397697524	72.960578513832	116.87179638111857	122.24923101843363	148.32493935428963	155.72019761065317	135.09378618287195
MED134_07054	229.82105174822036	298.5927547494835	186.0345469242728	742.8668230394932	1604.663032699281	866.1947901142532		624.1579838614336	884.6571897195753	1419.2915870788593	1161.0883918198567	677.2600755206882	893.4544003609889	76.25287621134146	224.63602216304542	309.9532118493602	527.1846622841149	528.6418616261534	294.5029742537688		560.0927533454479	492.6800355557687	723.4728156602807	716.3534275176112	696.2510338888067	963.6935582671258	902.5794280633012
MED134_07049	119.07303669062568	167.25419635142057	92.29434128496955	435.79555028837996	873.3492691139922	528.7508074623815		362.5765845493884	457.2697807034411	637.857413098459	517.2595247549326	277.8245700395864	383.8211001130435	40.54367625646253	129.68677568175818	161.98018371270155	302.38018199890377	328.9047100939834	152.01771924853824		311.29365659620686	271.4447329654395	395.90826524953314	373.06315148429746	346.7173687859766	436.8557639556347	418.79073716690306
MED134_07044	122.85713743291254	175.3528205958052	83.37817776657822	450.5349713804333	939.2943252523189	523.8795688676695		375.34609072882245	521.5516267749734	727.2986739757338	609.2350771927788	382.1341559028245	464.5662434832043	48.78426086143459	132.46577801779588	174.1915501123287	327.4684940424809	313.15256880595734	168.5741045132305		326.9172965579483	267.7836286672544	438.77473727859393	404.8659957160302	377.0707846453987	505.3913000297845	482.25932727923345
MED134_07039	85.01613001004421	138.73295444728362	82.65524558941136	363.0810729009163	700.877583829138	389.2562477047181		292.15082319614527	408.2765899137867	557.8310217872133	453.5630227681256	285.5976401399719	363.5409245689101	32.4129661128901	94.02291236927469	127.50103152551895	248.90246422180508	279.1279436238212	132.20022779534594		250.27302504751856	216.00515359292197	325.1381463336309	313.51740058232986	318.24148380445683	387.43558148039745	385.3996315254763
MED134_07034	79.71838897084262	123.23993415367833	65.06389594501769	308.0539008239168	599.4236513086355	356.04325728622683		256.1640330541036	373.52964609133676	470.7434783014458	379.15891915422606	233.19210301156616	326.73616154437167	29.44635565510016	89.39124180921189	113.49387594947602	204.33769940755613	232.50160541126417	111.88102769776907		220.20488776265768	205.54485559810735	282.67607498408955	253.97164968036213	271.9290554828643	332.42066136645417	341.5578745000913
MED134_07029	233.85742587332632	364.438090997306	202.9029643914996	886.8218357052152	1713.7260101588215	1092.0431249599942		673.6881896483299	864.1564928643297	1078.002565310311	959.2912842323431	571.9475128703036	813.8359334099464	83.06509281811836	249.64704318738453	362.0310979654172	633.809988469318	625.0449663088727	315.3238829957303		584.8547487565098	514.9081687947498	780.8977121520413	667.4086246928878	622.4014860246457	875.5764404575048	892.8934584879256
MED134_07024	510.09678006026513	729.9325242873578	428.21682627517197	1948.5514683694641	3691.2322448709488	2282.839541430969		1426.3151447695252	1687.6590614563934	2417.8561904258013	2113.2412749674713	1329.9472197562868	1551.8089879325792	169.3165450168259	515.9681003909951	678.4491508498743	1330.0106476785845	1283.4844721483607	604.8097708056529		1258.1451954096692	1077.9337083656471	1508.010133927997	1200.1626535960986	1234.789474033812	1818.7559607160417	1786.041810912045
MED134_07019	177.34818812184292	251.0573515759219	144.8274128257616	685.3830807804848	1326.5101677055702	785.5979333653809		503.8150619885844	660.5394020647732	874.9944402928124	733.3334345119027	501.4883935732605	586.9984143607504	65.04568114857946	196.8459988026687	229.50185674593413	467.76497586511647	545.6541742172216	231.78939370569196		407.9833529632105	368.98701176708585	556.050934339232	507.49219518722447	474.07654667035615	732.4444025339403	663.4889159132372
MED134_07014	379.4191677599598	552.8191332036429	342.4288745847042	1530.4432233915486	2957.382132972648	1828.4858325060077		1047.0995067136016	1451.032374025509	1691.1459457979445	1422.7382469639388	971.6337625481923	1146.2054770499108	149.2095185806941	406.1975081175069	545.2015939598248	1092.6620113715846	1137.304600995479	512.4953802388839		883.1778363278747	707.9006667990797	1109.6754646013471	962.8818583352272	890.5754797517053	1318.9593983249633	1204.3738485171134
MED134_07009	80.97975588493823	111.97228303105632	50.60525240168043	297.7363060594794	522.4877524805879	355.6004174139802		202.76427994010618	268.9413451857625	270.67750002333133	219.6431102993344	182.04028686709356	179.89266825259082	26.589619658709843	65.76972195289166	97.69093119701733	196.7451839206841	219.26980672932228	93.81951649992293		147.98240114706044	143.8290974287011	191.6859220922152	143.22557508617226	177.7395897747606	220.52590859233217	217.42452757356565
MED134_07004	213.4232818649774	303.87446621321254	150.1289154583186	900.0873146880632	1590.2903922588769	1064.5870528807081		537.4801237343653	753.3137420707145	794.9680489815667	649.5944987102815	440.05606536053614	527.6601229538417	75.48375498154407	212.13051165087592	276.9106910033102	571.089208360375	623.1547093543095	268.41412474576885		437.1671332691049	368.2024894174748	553.6245302621153	383.212995388042	411.17926226062565	596.3057866587586	603.3339469714301
MED134_06994	6.306834570478057	12.323993415367834	5.060525240168044	28.00490007490153	58.33601119928893	22.141993612327532		18.186872437375932	20.500696855245458	57.07764674405031	53.2634542475886	31.844512991902047	37.93143944365694	2.856735996390314	8.800174064119306	8.260630211512495	14.194702866760768	14.491969984983944	6.020503732615376		11.791426386219955	10.198790544944258	19.006831937413747	35.411677619730774	31.29218129837334	50.35263874835491	45.116226706355356
MED134_06989	159.9413247073235	254.93060664932318	139.76688758559357	583.681075245316	1071.184437528972	649.6460925856899		380.7634569867642	548.3067735182599	862.6374239873995	728.3914645301678	508.5092310832862	577.6094442014295	52.95949039462043	205.646172866788	250.69216902764012	350.9062592410859	401.3645600189031	198.6766231763074		307.1666573610298	251.57016677529168	438.77473727859393	449.0742047190063	427.76411834876353	616.8198246673476	624.7450376117343
MED134_06974	187.4391234346078	277.1137947969853	134.94733973781447	694.7180474721187	1313.8284261405072	821.4679630173516		495.68901260167166	712.6598177984481	926.1877935580948	785.2241193201205	583.7324901192753	730.4618783951757	65.5950534555776	207.9620081468194	207.23407095837868	489.22208484975476	480.12526645903324	252.10859380326883		378.7995726573161	339.9596848314752	508.3316541559379	458.772944449251	429.3287274136822	683.024220058703	640.2935677195742
MED134_06969	248.2370086940163	360.91695002148657	189.16725302532922	914.3354217437148	1630.0265158294067	1019.8602257838063		705.4184777305601	923.2262973624945	1042.1083750898256	838.7621274555833	624.8545383922826	800.3158163805242	95.04140911067775	307.07975813216314	277.6290066738765	626.2174729824459	652.7687349757986	378.0374635438071		491.4076946457167	506.2784229490278	657.9599055781312	593.6530923256777	556.374983485078	770.6751097317654	759.8388237946061
MED134_06959	303.4848795314041	453.87507178311824	208.68642180883452	981.6454447307588	1885.3522460060046	1067.2440921141872		725.9270785641969	872.8432288199423	1373.3940979444683	1132.5347874809431	804.6381274882965	1150.7121827263848	114.59906323981144	328.8486097644583	370.65088601221294	635.7906446832847	638.9068506423355	348.68750784730713		536.8046862326635	462.08366392093603	723.8772163398	808.6042309983112	807.0253556850485	1141.7927064326034	1049.1434413749075
