	T_10	T_18	T_25	T_34
C0	-0.9960290387177722	-0.40284749640419515	0.0409505044194042	1.3579260307025636
C1	-0.6044630621931878	-0.5355464858608319	-0.351408130999554	1.491417679053574
C2	-1.239237991489014	-0.3296115222110147	0.5344237102946019	1.034425803405427
C3	0.7709225402115837	0.3547343064488933	0.3444450582080292	-1.470101904868506
C4	1.1357967180035886	0.22710551308919819	-0.07744877468258518	-1.2854534564102014
C5	1.374824679040057	0.020364343102575014	-0.43666713450960554	-0.9585218876330258
C6	1.386666342372333	0.07551237373908161	-0.766239304139661	-0.695939411971754
