,index,D_10_R1,D_10_R2,D_10_R3,D_18_R1,D_18_R2,D_18_R3,D_18_R4,D_25_R2,D_25_R3,D_34_R1,D_34_R2,D_34_R3,D_34_R4,L_10_R1,L_10_R2,L_10_R3,L_18_R1,L_18_R2,L_18_R3,L_18_R4,L_25_R1,L_25_R2,L_25_R3,L_34_R1,L_34_R2,L_34_R3,L_34_R4
10,MED134_07339,0.015060720954301597,0.02725363115284201,0.012964583710525746,0.05178449943674774,0.10052393813906454,0.052830796759013504,,0.0334328889061549,0.04458032892420326,0.09691431359531016,0.0750081221672227,0.044482020509948206,0.05073799474097082,0.006130994946099213,0.016720330721826684,0.021154396498177654,0.030337051010588707,0.031945342532116776,0.015352284518169206,,0.02936065170168769,0.02301265558859217,0.03676002176831722,0.038276189121454224,0.04656276577197953,0.05757917486501696,0.04842984787687863
11,MED134_07334,0.03284599444304972,0.04992977903711882,0.03007397857014151,0.0794946110898082,0.19715880886484316,0.0959191163286029,,0.05932016052446235,0.09200990724184742,0.09350142337762468,0.08220143402952591,0.04907063931114354,0.06606079404098274,0.01208619075395902,0.041638718334964506,0.04687009750445134,0.05238835685941706,0.05368329750959269,0.030127604095296107,,0.05780746785844334,0.04165813676434924,0.06332914641274452,0.05404227998527066,0.05084979460985668,0.07151939614812632,0.06899978852774234
12,MED134_07329,0.05194308952245727,0.08313413843909559,0.051279989100369495,0.1048464153681401,0.19512973021443314,0.10247314643785184,,0.04275849796446895,0.0707795245663305,0.10591728261782532,0.09038313988817612,0.062259784062120294,0.06872726156622991,0.018590758868816965,0.055209513075948485,0.07477666130595226,0.06090517857947352,0.07038056727490027,0.03145713200291533,,0.035521671988487616,0.028399709055921703,0.042947352164964675,0.05546325813179489,0.05641980288096713,0.08014461667446489,0.077436777815767
13,MED134_07319,0.007063654718935422,0.009647926273745104,0.01506108702430965,0.017343385484982876,0.03136617413758869,0.015543679515853928,,0.007971267493828602,0.01018085453997783,0.012768916848926717,0.014743543778842825,0.007998739877493504,0.012693887655402025,0.004109304856346067,0.017137181072232333,0.015300123783062274,0.013171363822878012,0.01581514985317813,0.010510796099857675,,0.005689363231351129,0.005883917622083226,0.009099015289187431,0.008300316792395495,0.009199901301721762,0.011935440295906348,0.009380096851942809
14,MED134_07314,0.02177119293729025,0.03419027887520619,0.019736048436655367,0.05016316311662186,0.10644208420276054,0.061200470344473304,,0.02875073664036238,0.043433679778062416,0.03271667174195049,0.028937979781937313,0.020485800877467694,0.022270637217909475,0.00780108675937355,0.024872070907537198,0.033365762897804824,0.03482653842891304,0.04133361873978029,0.019315782808807663,,0.025764266653890606,0.02112980194952554,0.036153420749038066,0.01497665856019187,0.014863786116727336,0.02279855587772736,0.026865820874857935
15,MED134_07309,0.030600761335959525,0.04591567832468473,0.029037775782869008,0.07472886493671092,0.14541730327938693,0.08002116491495172,,0.03803765022540541,0.054483207913601485,0.04054278206871202,0.03695495330786302,0.02474845222284041,0.028354689881149496,0.010525973402084311,0.03737758141970674,0.04396091903865781,0.05096888657274099,0.049461723644401726,0.0260386786435615,,0.03398878655827903,0.028608915015817995,0.044524514815090496,0.018179498192040133,0.019244691498499604,0.028906144466648187,0.03413029805638973
16,MED134_07304,0.05007626648959577,0.07950736323400162,0.04761713273605739,0.12582552472249617,0.25169029759461325,0.13754606431977864,,0.06721403707174893,0.09273959306211886,0.07702540163707408,0.06501436064860298,0.04483306238544949,0.06440833529294224,0.017184365762901735,0.054653712608740954,0.06913788329200676,0.08338562660799465,0.0937567449463309,0.042319124153842244,,0.05736528936896009,0.049294154300563914,0.08136541671931162,0.037599532861204585,0.03717511138246753,0.06443272847243192,0.06877038398516766
17,MED134_07299,0.2094878170929991,0.32964921815621046,0.1734314293023305,0.5241829454370603,1.0374510049659051,0.5676321482456287,,0.312620728556511,0.4098054554419745,0.4773338869976661,0.4240210244328651,0.2606736669793808,0.2886920544588029,0.07670336150307992,0.22685922403187558,0.28456075289484134,0.3459546187061694,0.301432975687666,0.14740199972019977,,0.29313485996142813,0.2306757215306495,0.32849467197364224,0.23915287758089518,0.23575529390194475,0.3427709259980604,0.3526202713309153
18,MED134_07294,0.022250512364646584,0.038591705094980416,0.026844881512129524,0.06676957754700207,0.12368925273124597,0.07975546099160379,,0.03807634569867642,0.05132123602575854,0.08926473207291168,0.07846750115443722,0.051803751056117814,0.05227778584709947,0.00880094435811016,0.027882656771578012,0.03900454091175031,0.04000925552212569,0.04190069582614923,0.023103683073911505,,0.03260329395789818,0.029628794070312423,0.04367527338809967,0.040599375614977964,0.037049942657274036,0.0562737360826522,0.057657008367104974
19,MED134_07289,0.08433499187643256,0.13461321950557492,0.08472765116395638,0.2339637441345282,0.43946461770130996,0.25906132526423215,,0.11631859265266394,0.3805137817996492,0.6933463006032421,0.5231624333442272,0.4113207804087883,0.20588133765359143,0.032544815466569656,0.10439785442381536,0.11144667628836206,0.10705446836489574,0.12797039582392344,0.05915144917294607,,0.0985468460228333,0.07306518149378015,0.12969129792188486,0.1353989176759515,0.27602833123295123,0.25619236103908355,0.2259379850424485
20,MED134_07284,0.03958169376432028,0.06549322215024049,0.038122623475932586,0.11585184978354,0.19893425268395198,0.1368375205241842,,0.05924276957792033,0.08711058816288197,0.10691761250921589,0.08988894289000263,0.06168307240951105,0.06448344705421681,0.014855027181229634,0.042565052446977066,0.05067717055845274,0.05836333643821636,0.07567328674767702,0.029375041128719186,,0.05285506877623096,0.03974913238029557,0.06365266695636007,0.0468020580005996,0.046500181409382786,0.06946799234726743,0.07144677031520567
21,MED134_07279,0.003506600021185799,0.005880305429618367,0.005373795850273683,0.012233719506404351,0.025363483130125625,0.014215159899114278,,0.007700399180931513,0.013203838652530973,0.016417178805762923,0.014386623724606406,0.010556330684717135,0.011642322997558071,0.0013075060906555668,0.004214820209657142,0.007398651406832931,0.007988646729665361,0.009766327598576137,0.004264523477269224,,0.006603198776283175,0.005517807192264713,0.008451974201956326,0.00782665741022075,0.008574057675754296,0.012355045618809306,0.010807502894629756
22,MED134_07274,0.005499559745456865,0.009154966537130391,0.009590900217080386,0.015918574779417712,0.03770704492012009,0.02147773380395771,,0.01149255556149075,0.018346386338253563,0.024184446197736784,0.020207166147538768,0.014493014574267231,0.017238149212513404,0.0018898407360735923,0.005882221611279747,0.014330397627797763,0.011553827914805274,0.018020449633501773,0.007174433614699989,,0.010582805181632411,0.008995856275540576,0.013143022084381846,0.01247303039726823,0.013048839601421683,0.018276142953106596,0.016236743735564045
23,MED134_07269,0.024571427486582507,0.034401547333755354,0.02019390548219438,0.08401470022470459,0.18058799988649443,0.0987532915109808,,0.05777234159362185,0.0761305539149878,0.10456389511770867,0.09892176580106274,0.057671165260924966,0.07338419076525314,0.008811931804250122,0.028994257705993082,0.03185729998961558,0.054468045884082,0.057967879939935775,0.029801493476446107,,0.05250132598464436,0.04312257848362329,0.06514894947058202,0.05467382582817032,0.05213277404308998,0.07772023036435892,0.0803170792947603
24,MED134_07264,0.025353474973321785,0.03728888293392724,0.02845943004113552,0.10494467817542046,0.20155514594073162,0.11124137590833355,,0.07669442802314702,0.09107173975864126,0.11956884348856724,0.09991015979740975,0.07314208220266005,0.09201190756134606,0.008998718388629489,0.03293117768204646,0.037747488488259276,0.07196384244078713,0.06685208762638245,0.04176724464501917,,0.06037210309744618,0.052170736249137935,0.07914121298195469,0.0569293466956691,0.06286599222843205,0.09054150411972706,0.08801487616782205
25,MED134_07259,0.010166617327610627,0.01404935249351933,0.009711388913274863,0.036848552730133585,0.0689886741139417,0.03888134078324715,,0.025771185198494407,0.03092478000198044,0.02830345163287443,0.02380382207869037,0.018078656588316044,0.020730846111780825,0.003548945103207967,0.013014994273776448,0.015300123783062274,0.02257948083921945,0.024069271888103767,0.014800405009346132,,0.01792296810705433,0.01812246627601634,0.024506681178878147,0.012698582484018107,0.012892378694929816,0.02368438933718916,0.023220837587282335
26,MED134_07254,0.11523848127177504,0.14552875653061503,0.09111355206226367,0.3105596024095659,0.5748210726724137,0.34289091308050423,,0.22331157624701384,0.254312881836511,0.2799746837197849,0.2264520467186138,0.153881713567955,0.2350247010281239,0.04104909877890082,0.1427944033667359,0.12979964167133112,0.2367544394428098,0.2196478581202349,0.14695046194025363,,0.18058569510495864,0.16320679946409516,0.2339862331699488,0.16984072132265782,0.15439562252617406,0.21521090783556135,0.24090025909704207
27,MED134_07249,0.04659489380669188,0.0762327021264896,0.09265580737355297,0.223695280773731,0.36548779190511027,0.26645675113074957,,0.10060823050463281,0.1298493290644954,0.14522436305599606,0.11945839661405051,0.09585950643152875,0.11401965361479452,0.015228600349988367,0.06011908386961505,0.08436617550801241,0.16578092510900597,0.1903488753245065,0.11928123020244213,,0.06228820988520692,0.06202956710925073,0.11529463373099273,0.08514591274807877,0.0819229306391414,0.12863234287658445,0.09716556847719017
