	D_10	D_18	D_25	D_34	L_10	L_18	L_25	L_34
C0	1.2714180822887406	0.15729493126703592	-0.038277099277122195	-1.479890358459997	1.1856089487229797	0.16013232661639312	0.05988802005632604	-1.316174851214356
C1	0.8610642907649904	0.11879457957363429	0.5006173018925791	-1.574918516745172	0.6526176452608492	-0.0937639071198878	0.9865907761964172	-1.4510021698234086
C2	0.4306286370725644	0.25293728899086837	0.35024728292905816	-1.7703556398619353	0.7297479870772972	0.9929740014050948	0.3697383912089049	-1.3559179488218542
C3	1.295557018289022	0.5144499480672318	-1.285803392463495	-0.11400738739537973	1.16747542666573	0.2317596170587353	-1.3151136745761947	-0.4943175556456495
C4	-0.801452165074572	-0.3918431843880214	-0.2682209426057685	1.8647720997191854	-0.8135850798987552	-0.48455088541511027	-0.3764835817471047	1.271363739410145
C5	-0.9098138236504666	-0.5372257405908895	-0.062063382647435265	1.30101576234791	-0.9170409165746897	-0.5513590309163614	-0.06642987147908723	1.7429170035110202
