index	D_10_R1	D_10_R2	D_10_R3	D_18_R1	D_18_R2	D_18_R3	D_18_R4	D_25_R1	D_25_R2	D_25_R3	D_34_R1	D_34_R2	D_34_R3	D_34_R4	L_10_R1	L_10_R2	L_10_R3	L_18_R1	L_18_R2	L_18_R3	L_18_R4	L_25_R1	L_25_R2	L_25_R3	L_34_R1	L_34_R2	L_34_R3	L_34_R4
MED134_07199	275185.0912835359	295582.59688596736	262990.797105832	294841.95536865114	324884.63641593774	331306.39232674474	297551.47114222305	428511.5340886784	392364.58410372096	563166.060922347	916380.1396377959	853179.8216348701	935734.2115089691	676904.7610065676	220690.35839972142	216038.20170799433	333297.4056012487	281311.32221662445	349911.7408341042	302949.62078475126	253963.8063978244	408779.9629177169	385480.4837613902	391191.0558109082	950908.5998624751	1115776.7673093388	977700.7715247319	980468.3392927216
MED134_07194	532616.0375853718	520562.8100788768	603208.2046920955	720067.9180928037	666348.7398203353	755712.1971864181	789441.658129561	887255.7793307519	897738.7395918916	849633.6114390056	1285658.361880533	1286555.9558594162	1207136.9131765005	1457038.3048452598	576764.3345508798	579340.8340550896	563057.114469781	801823.7960651567	711339.3785825918	822431.7196705333	670907.3027941453	841512.3072367813	879865.5782293981	921308.3357203823	1769520.1768407887	1620004.2787718533	1573273.9124002554	1405288.6155658567
MED134_07189	502354.77264330286	512759.8993887505	540379.023617899	591044.9148881237	602774.3921638394	608548.0279950278	599438.67371413	822339.7470066629	743235.4588234983	866436.8985533477	846544.6396435258	914019.4467620143	787457.3709731116	762952.6462167128	449390.04990251065	437003.84815515217	554906.5674281556	575738.4558984166	668290.5152944181	570465.2138835255	540095.2665952197	728641.5911889226	618198.1671423117	735147.3874003595	912802.8528936697	1079604.1606521558	897150.2494467016	845726.898369432
MED134_07179	373177.8311064535	332737.9483558932	333199.2021276287	304788.73289567576	320600.55753623054	321506.3832516196	273613.5543992398	372691.9067663348	386139.3808738065	376195.56324401934	550813.4003845709	523330.7128665398	497583.32864380506	490225.14236412465	339928.7555896317	316947.2370097134	345186.10250810615	355869.8963624242	378013.46095290524	326799.1846405548	317179.0328188708	347228.53207877977	370693.59403161245	413216.6662071701	558181.6256764659	573543.0388985402	485991.15721154504	552656.9986987488
MED134_07174	574351.8640479379	558372.5244125501	579332.4177732329	579164.4956963025	579197.7717335916	576351.4553933656	586771.1860110061	634238.8710886344	666998.7726239269	702861.6133905557	881309.4658706553	874906.4245697481	775355.3434499126	816355.218499612	613193.2865335797	490145.97096103954	583090.4134212665	615956.2853869802	591311.1507632027	610521.7080870514	553305.001384064	640502.0840075443	619962.0231248547	637334.9991613396	931226.940261526	892365.8759446996	790484.4847676087	851269.5597099061
MED134_07169	635697.2517270817	635518.6462988551	755904.7093783959	701885.7558671432	670171.8794054324	690558.9874273966	728663.3585715698	691816.0045647272	705282.9701133562	757093.8081651593	1142618.0751104336	1183254.5656372167	1025532.0274087038	909712.9657118049	659728.4411246455	595569.0359680515	768173.3150343561	673624.733823614	758366.3190912118	711011.0855658462	737676.384025365	674885.1950144236	664106.070376025	743304.1407469098	1091553.6178257717	1227287.7288668703	1073742.355606067	983489.7267240745
MED134_07154	910681.1276148966	944561.6804661223	884096.8886404914	900580.6743295329	879248.9429130616	894301.0150535626	836131.4079633954	883132.5913041887	897878.7729153596	890279.1317102608	826034.0149686184	857753.9565666022	780214.0048800607	701229.7771377807	973254.3654791961	758315.9100356366	910424.9638398312	868490.5851698164	890943.3029446957	798943.1804446077	1029534.3060725257	910605.4130173072	872675.9963846	921238.7715150273	741079.908160329	870842.8833625562	727158.1327257893	789706.1061491517
MED134_07149	755830.8805808445	747164.9637539653	717717.0313686646	731262.6927365825	683388.4905602881	729268.3886921586	734958.9830506351	683380.2469754402	762186.4824747747	731961.4898212499	683124.1446253157	694242.6925981564	673386.4811784737	651885.8147437148	690978.7937920109	708156.4722364045	716402.2004886604	723546.7920156968	826263.5538718728	772461.0598526937	950913.478222815	706272.8840673291	690940.5714685305	819366.5216923861	526807.8337875047	731749.9228254813	730340.9299272561	727270.3671044381
MED134_07144	1672771.3460646556	1571792.9484623778	1604443.426293511	1450218.9998949233	1337171.5889844769	1476900.6715221377	1482231.1062594063	1496103.133343981	1479143.9737652473	1550159.4299470633	1454394.8514546086	1525829.3395825136	1546344.3220172396	1533941.1649458427	1627589.5390559926	1612480.344243365	1588453.5947381647	1541935.7085012961	1662918.159417586	1612848.323490388	1544105.0254731667	1421635.4759292023	1412599.5412514475	1503452.7370729682	1579994.4575411112	1608446.2200701497	1661731.7531277852	1785004.3694137384
MED134_07139	4150139.10826908	4273951.481321027	3596953.1581059177	4743215.892277065	3417103.1012871447	4855151.529047382	4256686.093184686	4945403.758515062	4431087.133789573	5190874.921392566	4566995.887529102	4124495.0409421097	5164740.43426809	4967625.051002332	4131329.143705799	3739324.8962878357	3388821.1039713747	4958947.583590635	4719959.275972364	4740816.549465032	4682212.05396552	3211220.3640667554	3598353.9473424815	3828973.163724495	4211375.593147083	3936531.334098138	4369215.478090443	4539132.736041554
MED134_07129	10136978.133498255	8274928.250994974	9877041.375949973	11309171.932810158	11829749.382386286	13716589.519304687	13167044.571585566	13874808.748100365	13866518.373329781	12564305.239650784	19182672.549083546	20638923.73219992	18649275.852090724	24956866.46438822	10670697.043155512	13729247.394153398	8109499.3194847675	15417800.948601494	13160260.641372556	15436581.659519916	11761414.509425787	13502805.448398337	14802867.079195546	14378593.5728427	23987011.621750794	16002842.680994986	21014470.0929779	18861296.408842243
MED134_07109	569477.6939375433	510189.5421711884	717183.4127579817	611335.5510515692	616268.9696340087	642585.912569023	665806.9711581573	495990.15336004057	594385.8235904068	585843.356480148	608811.2345655245	623786.248895647	709603.6872995809	693711.7155045962	556034.5469332464	678067.8571024974	609901.7918743673	622978.3396937462	612115.1987368594	704787.141631433	685735.5664680796	523890.7902308843	585117.1004677421	654197.3033371742	540797.4729406467	621020.0346018537	696595.3549302234	666582.3154794549
MED134_07099	60367.00209074985	59912.824445423095	1867753.0275146896	98864.24445187465	86725.97136928095	99835.67246266986	102095.78576534365	110784.03515475817	119558.66391761173	158547.7007060287	250134.08535111105	239938.84380634455	244588.38631686286	240281.613625446	92199.10636450363	73601.25009169415	2123851.4357800144	97830.36413755758	184775.69745761703	109121.52705125792	102025.92222340344	112000.50730073654	113718.03108021093	126973.22522746572	269441.1568919264	237320.2703617349	253801.73492494688	230564.97087149989
MED134_07094	2104620.726938725	1921160.98409763	1666414.4114627333	2005496.0980971009	2002470.967014751	2085634.3588161692	2089229.12229227	2237676.60906829	2151755.6890322864	2033010.2887412093	1022268.3414152033	1079681.3204952595	921072.669341638	1266901.0544894873	2227465.455405759	2098699.877043833	1871910.372943837	2146416.3987407205	1756593.8874301563	2076657.400557391	2072943.1211198904	2384374.946170464	2303749.9434107314	2242286.346331063	1406553.6277584885	1215860.0152779296	1353978.7611170448	1599378.849666094
MED134_07089	105782.69228214431	107384.12282157109	144673.6693152584	289107.5543389769	245891.16936680622	271532.6003134854	257334.7456591716	383240.6642555978	452110.61690104747	386886.73378026136	838571.1054616945	706081.7494588655	868022.5047504883	1139473.9823754663	290909.44134131906	337161.98204734083	227616.94690455557	688758.2227223732	578450.7165773761	693823.8826290612	848341.5265190082	707112.1370471823	794665.4648800653	765487.4370568502	1701808.9372306701	1751191.2800126595	1434435.0022879762	1475749.3655563826
MED134_07079	307934.0454898464	323729.63237015816	353796.6657971739	283330.66321585735	282338.86896503717	318528.6637478767	326926.1585126805	318124.708779522	326301.067726147	401822.2275861809	633929.9809526443	626304.8195465924	583647.5320278191	541963.497201361	298715.71750230365	283003.27243868937	383731.57467205566	301695.8763479755	371801.5192574329	341266.03181598306	302214.8698376984	306188.0133123796	346480.730930955	392669.5399254665	581279.4057369079	667357.8486092994	546390.6818279227	533561.0924495407
MED134_07074	297705.90048246965	283172.4381698642	304755.2645470075	353495.8790622239	350251.9733809757	371724.3080620682	385835.3192607948	489896.45922095486	431300.1179141024	469741.8791860662	796022.199566993	789106.183811281	732751.6801434935	723591.1293754823	337421.4589378785	267366.3815141656	303197.5428781992	355393.921420306	384172.76512924355	336366.8159894858	381971.11543190957	426405.5146059941	425633.9216558621	464428.20541744644	824159.3588609885	881262.9229454041	810609.9678349863	742627.9956436582
MED134_07069	376800.91684535117	416491.2405293564	354909.91065738496	402914.25091402535	408005.2196365377	477539.37697034894	410513.2141959129	535324.4230018785	456325.24031661276	555288.8881279804	795001.0781462431	900463.9688386507	873463.5528352605	788078.2323911506	434780.8067119449	381980.1663334849	387525.4256773086	398122.38158995676	467292.1255779071	379117.8490805111	470507.8937487053	473054.6615981725	427105.48635201907	546315.170131218	829427.3804388887	1039267.5741654547	881300.663438321	887936.2955892714
MED134_07064	572016.6374048494	585562.8578939938	588741.9378153867	663887.5476992643	625847.0758431699	698705.1029145174	671279.223025632	759091.553571493	683300.7052950724	741379.5260070851	1216879.2438826712	1260102.001887835	1213339.1389911086	1084254.001223804	676423.3744765641	529642.6568602851	627505.9925579967	670653.2556241774	754902.9522907033	671424.4444672453	777183.1905999695	672295.0504912691	703460.8290763154	767431.739840905	1185285.1749420979	1368612.0617206227	1223843.802119509	1190730.3841170697
MED134_07059	466472.2888830669	604205.6024580804	395831.8173002939	555333.5968948833	604195.0725494107	611760.8591987282	679815.7495110165	1142270.7677306733	1093237.1768830102	1046352.7572693434	1401754.6920679584	1498463.666796838	1284662.714931824	1309226.7409078788	529246.8183520857	372838.65576752136	430738.69256938243	556872.7007899488	748449.9475464325	657705.2039544	918233.300010631	821163.3471924082	965219.4370319264	1082268.3128774103	1654645.9741417025	2184018.659861649	1582220.3018267988	1356707.4108883322
MED134_07054	283777.1320016521	244391.2954373728	246667.8010981009	326339.6095275441	367844.0698015352	353001.9013354208	367124.8844511976	521621.07104968803	456096.0104736827	548143.3634972429	771292.8481205129	761848.3759426879	667230.9682514387	693300.0370884462	259424.0536342508	225131.62938453653	275813.38652374485	338477.1764608382	354819.2919432915	363580.5403821379	267754.17318061803	475545.3821741999	478771.850648324	492122.58329313685	712216.692674932	753067.4429268735	719261.5037564789	665828.0827985185
MED134_07049	377982.69588464824	351928.46249857533	314604.43263427593	492167.03271370684	514681.7556743411	553966.3977603873	503207.016408038	782975.4343529834	681133.7473332036	728387.6132400916	891132.2980416568	872534.6060619027	703659.041843879	765682.2484737353	354607.5991566715	334136.3380414537	370554.4117287391	499103.7677653071	567527.1837321381	482476.3826961627	500934.14173207525	679474.5385633545	678134.6951577851	692335.4150839408	953538.1231026126	964083.2084313496	838217.709692828	794226.9993354871
MED134_07044	422645.59011358814	399859.65451710834	308006.31671759125	551411.3441002769	599887.7206561469	594814.1635007416	623486.4858564431	856969.9194599505	764155.9565896967	900336.4145801122	1101155.9609045768	1113721.2999762194	1048877.9132164665	1004349.4440328969	462404.5547104807	369870.0547243586	431851.7124468227	585766.4693114756	585585.096706454	579815.9651318933	556159.9109108318	773318.2802200278	724996.6984231137	831535.9983385784	1121461.7612435566	1136264.0501017037	1050906.2737213618	991164.3575395512
MED134_07039	363470.89330310654	393157.7330610796	379463.49404154444	552259.4499995115	556291.9823891842	549259.7671697197	589144.5416443148	798765.3151035665	739178.926484849	875899.6381345033	1049617.4867256433	1030437.4238397069	974217.7862410088	976748.7361840671	381815.4569925562	326265.785570246	392838.1139682229	553320.2168800306	648678.8073621638	565098.1276602425	523693.7510657934	735744.081685645	726789.2187102643	765772.4230724095	1079262.7154672963	1191805.894874382	1001216.6957875302	984393.3976614565
MED134_07034	317000.52319795516	324841.7217516561	277825.94762657984	435812.233917507	442514.6612962252	467280.99829455913	476493.71530839865	753307.0404437582	602828.4962942663	745346.3061178871	823845.6748946795	801195.3456280296	739858.1080759198	816506.999705989	322626.0588300142	288513.3829759241	325241.16332598537	422502.2251578095	502557.21043688495	444816.8914530309	410297.7947478805	602105.8514148054	643256.4267605529	619232.8799876777	813174.8218751389	947190.8883270952	799005.4618007586	811437.096226172
MED134_07029	436787.68868141726	451192.495342073	406947.9733416941	589286.9737773454	594227.7593681008	673182.6322106487	659766.3138258494	919947.6887843471	744650.2053807984	809921.9755147392	886133.4009208075	952106.2105452175	852331.4871319054	955250.6220698229	427468.58405360766	378455.81065667426	487300.3390683923	615541.5000096152	634583.2033897958	588842.9069591744	608033.2738566468	751124.0575517463	756876.5716909051	803483.3187874968	1003710.0117846039	1018287.1810747352	988492.9230973814	996340.8931534227
MED134_07024	692261.9949516046	656628.1593161732	624040.6922285588	940808.057788891	929997.1172391492	1022509.1049221144	904573.0462402789	1349368.406084163	1145532.874373912	1149302.058697694	1444137.2232441658	1523991.9311303517	1440076.112012726	1323480.0962523196	633116.6420526608	568342.701013865	663539.5639254341	938538.4313850736	946818.2342793458	820653.9503210841	957733.2442108844	1174067.5876200595	1151293.406041277	1127419.8006645755	1311460.5573985304	1467882.3822235859	1491944.303064105	1448100.219616271
MED134_07019	446163.2912718314	418657.5262901956	391245.29329031066	613439.4445777623	619540.9058687746	652290.8726827846	663201.4568169957	883316.7691125942	750088.2843402546	833868.118952695	968796.2774392865	980356.9701539328	1006609.6708515914	928036.9143034082	450870.65425284964	401941.82306310674	416087.71663164836	611890.6480006296	746178.3569154701	583020.7302452923	694747.9465688901	705754.9777094995	730557.1834380575	770628.6388565227	1028001.3018050339	1044710.5533050427	1113786.6730159645	997217.3866247109
MED134_07014	336486.4856019821	324975.2640833115	326099.40897677775	482877.33489660785	486909.36511694524	535197.2198423824	512523.5533439333	658275.3376047984	549554.1224558328	645739.0088994292	660069.3035887281	670484.9614364419	687518.0260897335	638810.5536771937	364595.5069426054	292385.03533628245	348447.28767403285	503863.894229993	548255.8092062136	454424.431177127	464376.9793285845	538568.4999566753	494079.38898772886	542135.4834066324	687572.630896495	691830.213455856	707033.6100826857	638114.7249529075
MED134_07009	721627.0107540457	661402.3462363839	484242.81634512317	943929.0512912073	864380.0922167401	1045857.3899070725	880939.2845069129	1291729.9497468355	1069305.8013836197	1202611.774883222	1061569.8184335658	1040086.7838867488	1294305.991477392	1007421.058465661	652852.1920543336	475698.5748898251	627367.7342911488	911631.7938395416	1062119.1470649652	835897.1915565034	961256.2792614638	906756.7871212274	1008693.2839388787	941000.8726965134	1027671.0202622853	1387397.548351948	1187835.2543690694	1157534.4975099086
MED134_06994																												
MED134_06989	482846.41820712556	510139.7739704375	453089.3912313747	626895.5356201133	600350.5374651912	647290.2211221951	563721.2382944464	763148.6424626765	680264.3979638806	830622.1304833367	1146137.4655488858	1168500.355740195	1224842.6474922164	1095831.6884442547	440512.8148983922	503893.18430123123	545406.9975753813	550831.1295621758	658635.9538408606	599678.4653951578	582172.4051768082	637627.1850635536	597700.3632607326	729715.2638481401	1091600.3156767054	1131183.6248459353	1125555.5201019384	1126782.8572956587
