index	D_10_R1	D_10_R2	D_10_R3	D_18_R1	D_18_R2	D_18_R3	D_18_R4	D_25_R1	D_25_R2	D_25_R3	D_34_R1	D_34_R2	D_34_R3	D_34_R4	L_10_R1	L_10_R2	L_10_R3	L_18_R1	L_18_R2	L_18_R3	L_18_R4	L_25_R1	L_25_R2	L_25_R3	L_34_R1	L_34_R2	L_34_R3	L_34_R4
MED134_03384	262817.31398045964	231577.06017557086	192558.22792817836	271181.09829013277	285269.65135920094	247844.34456322266	251067.15350053046	321682.2648759783	320159.6335598648	311396.63938411284	414622.9414123146	372417.6595535951	357297.3302415417	412991.84997744474	238930.6110055734	220404.8275103578	225291.511289677	233009.66919190198	247142.9470322179	243194.62278801692	187877.00311870634	304414.66863331554	326718.2148953246	302421.3337781336	399700.27851645474	407944.20784695825	392724.3176507441	399707.3559368201
MED134_03379	1170355.37693308	1074068.6585108067	1159517.9432850955	1011634.8174427534	1082752.7213844878	1153792.4713392544	1262314.3575730813	937205.6192326606	1090061.7743305468	1085390.408776531	948031.5949157684	986716.571970381	1029467.9355951318	1105795.6597655134	1055087.828085623	1216059.3919170701	1114371.0922331105	1104561.6780814563	1005400.5880240615	1231417.3258912773	1098862.8510287188	1030202.8953652723	992694.0597252884	1033526.677201257	919894.4982377808	1057066.609084395	1029204.4639064416	1080306.0405619887
MED134_03374	1159516.8323664807	1100100.7687336588	1271753.9366645785	971127.5880246739	970179.7359589415	986694.539244467	1011606.2761921404	902590.7278732954	993360.1603424993	970204.376796447	1071611.6950944238	1096172.158579638	1201769.5214962913	1121183.3634492955	1078063.3512526818	1161043.1433383464	1214420.7153865215	1008781.0191035958	1104736.1298830593	1143837.9683067957	1129769.6715703518	953943.4568259006	938010.4032068473	1054174.5354807046	1003292.2254697562	1170623.7545917945	1134729.9323207014	1175028.9988030307
MED134_03364	787065.9710608838	723163.4847082687	798971.2989199777	1056838.0324399557	1010193.054051172	1083774.900440735	1126647.7310414675	1160113.9138089945	1236743.8034823013	1253044.0638313435	1860415.7925533005	1839161.8216109406	1747141.2923072807	1748174.760950448	750716.2561855739	747193.943355114	733038.9386271674	1081660.3008918962	1115535.8602815135	1216248.700235675	1124140.1612251361	1139406.7356893828	1190644.879745189	1273856.0183680963	1732066.3097583693	1642529.4765136724	1701597.402443671	1557192.9286633774
MED134_03354	1238531.526197694	1105361.5613482373	1370009.51702073	1414868.3963648388	1358725.4665993967	1625395.6046754508	1653293.4044230503	1243936.917970488	1467338.6023153828	1646900.5011088338	2720708.308397082	2943273.1350297225	2760878.674728202	2330779.850990421	1224662.182497605	1285268.0883359108	1410400.6169392024	1441851.0047100228	1619448.2930977205	1661987.6660888528	1590771.5220138824	1190196.6170332166	1245726.8485839593	1517437.8470574804	2148522.7207725206	2393524.970641454	2337463.1832804806	2338269.8114728862
MED134_03349	1193160.4708079312	1167353.2180309785	2407391.037109741	1790408.857736777	1553721.892690263	1919546.6099768628	1656781.526335824	1267613.2241299404	1320207.6969713215	1483414.3594313446	1446416.9449728602	1464062.7005886917	1618089.6785271196	1430477.6498856538	976740.9576946911	1188848.0600396532	1798495.7301755839	1537876.3699395633	2025202.860146846	1641482.6898970036	1742713.0498700263	1182357.345213947	1197197.488303476	1276333.7073514722	1241603.3020287391	1510108.5572440587	1532287.79513377	1550064.1611152932
MED134_03344	1456282.0599606605	1451189.5104843508	1498927.3366234887	1331420.110630521	1471577.4684459842	1321250.583900868	1365759.5657430806	2753138.994127082	2552988.6552312034	2512716.7498162477	2570947.7361213295	2724274.136330665	1703787.5288834036	2166804.891830606	1707774.150427319	1416285.3602300496	1343114.6533733124	1342704.8559584739	1329736.9348911638	1285884.6105965613	1336377.635218294	2977021.3582861694	2437710.369286366	2591404.600074327	4537003.78985971	5442654.658584701	3157643.116946766	2635059.788199034
MED134_03339	521624.2611598494	503584.1485364899	744416.6336405745	358566.7072470456	357890.3573363201	337446.47007212014	359081.45175726834	413071.13953230233	435134.08760070015	455999.09690491215	367214.4167752238	307033.90592015936	206833.26115271566	248825.41374160795	444112.9803808726	468535.889165665	780565.1445456214	392790.2942050307	526236.9711945677	451980.1592835805	431778.21228246985	480412.8429047994	496189.9559466287	486130.0403251377	500195.52108159184	661971.9471180073	282137.4078422088	277535.9765586639
MED134_03329	824702.3891855328	725809.7292353578	798344.5431798773	960701.6359507497	810063.6582719935	1094759.963968489	1032359.1738021466	946490.7749526199	894598.2532177835	802985.9097059937	865652.429170412	967603.9404046964	879654.5019775575	913324.2899740416	924101.3825752418	953969.7940061573	822872.198450533	977767.2680746656	852335.9453656696	990051.7774783191	941344.1442711808	911956.1035141104	930986.9173439288	882134.8484551656	859386.370048195	711255.8145853379	814167.9483446596	1047916.1087999776
MED134_03319	269738.3470044515	288207.72873876145	416245.2719238311	499769.538830774	453715.8964186095	490494.1109298201	484240.5480999265	687010.7145775071	710723.997872711	835092.4026230661	1938720.5433978094	2058784.149797831	1751996.6201047257	1651840.305941483	351384.471164383	279234.877746598	360020.3997594839	432298.14221757365	481797.00740204006	479785.7162737718	496424.6364899929	664259.6781400903	675095.2065873543	692122.806827557	2740927.6500664363	3436568.1862819935	2537233.066517399	2150340.5837878324
MED134_03309	333786.8378229946	386499.7742708038	181821.64794672836	377796.612772933	396640.43336213136	437814.3980289694	440061.79999211064	520625.6431201855	494950.7281255945	737950.6218401282	501207.1124640506	559328.3365097635	690534.2342041916	602244.3008176243	328404.43600308907	284228.03739113495	274396.50045160664	339958.4409428104	322281.26801187405	416359.24877113296	343487.27148545824	458927.7129860014	459199.97589738714	438483.0250327624	506705.64907193003	559776.3719392234	611412.8751171023	581307.8839357594
MED134_03304	307279.36489916313	306213.04342263256	289365.2793137156	297814.95615791366	288842.684922249	346399.3008116723	371114.3884382352	363546.5295914474	380421.119118803	497681.6780440532	464798.527861339	499079.1427056571	500872.19538790436	516417.214469219	320318.72072271	287979.4944063906	286399.4481457799	309579.81914546085	404610.76224198175	375430.0156882564	380977.7492548518	341786.3250070752	336154.67848841875	391339.23424113967	520244.80695792526	517298.37188404816	519022.6990475943	479804.71582733956
MED134_03299																												
MED134_03294	448343.9819217345	498254.8570033459	366455.20464194694	692374.0925703653	719647.2363948692	722389.9142482557	669434.1503873622	956020.740760498	846071.1453695763	1383746.5486232415	1491502.3137231292	1469812.6872151233	1902592.461810398	1462693.7617220413	492394.4150326368	396648.3377769341	383786.13366371515	644404.1242547343	710740.9490954967	621578.9732839189	693389.442978012	827057.5207922434	807276.2269055686	845737.871156207	1237577.150138898	1419151.3654797215	1560801.9323863985	1281659.6415620758
MED134_03289	680776.2944034049	618290.4909792191	533332.8233099366	933116.8228359268	968549.0651585957	1017247.3590238672	1058404.1887629547	1107002.6439671402	1296177.6628975945	1599347.6693510388	1470642.088380246	1603735.487857509	1969446.562166946	1782885.6203939372	768234.0362947882	695704.6103506859	563104.2322199459	1001832.4235773649	1065222.294190642	1265946.6864226896	1056971.4787663051	1033771.361162796	1315214.799548909	1249941.478404204	1391027.702944552	1389462.0063692671	1660512.715228646	1423220.0265164725
MED134_15821																												
MED134_15822																												
MED134_03274	652597.0529050668	681073.266168099	518946.3112383711	753191.9304643968	804543.3180538026	761556.6459173523	718355.7615986443	935850.5109608625	779461.0240897364	989993.7482967551	1720085.251445216	1722786.036243059	1618853.7111034303	1292291.4696324538	638316.6276450815	520131.77510902047	618130.2630791139	732678.1287427882	781389.7653680322	595282.3602572352	826359.2108442826	854778.8158549572	739900.0188863648	836168.6701774548	1606559.7525363287	1753010.002277012	1490163.33368941	1606551.4546957787
MED134_03269	108212.66462872102	143377.80406096962	169008.94294759326	126507.0284247414	122739.42276925841	130032.38551907869	125591.34769539683	186020.46561986668	170183.2453576665	213603.3359136845	287087.606184659	340467.071744503	333024.4371912135	327046.298046996	118636.01344003977	100203.87641759685	187784.25101672366	115138.58010323053	151146.4920692263	129721.79623921617	115905.34362372324	171032.66538736498	152220.9864853217	191515.84682872504	331165.26264735335	340151.17965640774	348720.2420186771	346498.9305891955
MED134_03264	644137.3867359221	686017.2927288017	436039.1007967308	720617.8406635975	677863.9686176149	823457.6761639875	761043.3318197402	893816.5057378655	833618.4523298986	1141035.5119461333	1084306.2759814907	1092226.7865746368	1253898.6544695369	1167298.9724732277	768115.909109992	609290.348585155	572653.5661598747	726957.8568455948	680663.9121632975	775094.9510593046	762976.4618445823	713758.7960983262	799491.0942359505	799514.1151727448	1001017.0125611313	1147661.5390401224	1250617.2445577092	1013201.1145006578
MED134_03259	298218.7002917179	322808.44326207926	331892.26884100103	406908.3498304925	401281.79188025586	448655.87352429883	449863.0875055774	510212.98452428146	507145.27671410836	672765.4667373524	750122.2017474929	715754.8086295786	832233.4556738379	749210.6783230059	320983.84181069135	291710.54227093427	340275.26773303817	373894.76193683763	472964.45773810137	454115.85780666553	425796.0453485392	449765.8167194932	491418.6182199547	504800.2291397724	748107.6448580864	806256.101940585	784949.070163148	710299.7333655085
MED134_03254	347159.4564277167	405096.30033899745	307293.45406807103	384761.58145705063	394058.08868860477	454804.98186866526	464177.96639181214	430761.8090390815	478433.1262280791	615524.9761869231	632629.7808501503	675828.502063782	650839.3237576217	617579.4666274617	333637.9728318236	347838.40016774094	296692.9639831603	372773.5264375959	481411.8142538929	491481.61885038676	375585.4666710151	367935.913810369	431191.7186894969	479224.3925284663	596169.7642531695	692209.8578350149	583787.4654210289	610727.4042970523
MED134_15830																												
MED134_03234	593692.0040329943	638823.9524843263	565985.7659135424	608395.3504730748	665499.2219604092	684455.3340810718	665498.6422228398	745031.7369662817	717351.9835056704	1046180.3478514377	868606.4880333422	844806.3187409533	1009688.7121977257	923226.5574031319	577142.4580219577	620034.7734997264	563057.114469781	646318.5750100961	654301.0401175148	728138.1895965756	591422.992995558	699902.9554297996	767617.0601906864	678482.8828948551	896461.1138393075	912853.6667180485	978647.005990792	913707.0554129188
MED134_03229	7414454.275930854	7300439.121429587	8511872.161495041	7542701.435519643	8166006.765419591	7604144.807871574	9076578.311210116	7941747.098443506	9164066.713263959	9685743.317621633	11976548.098034704	11364521.929490982	13313551.955324048	13363300.313336913	8426166.450079259	7339034.592476473	8483788.985810995	8011556.095684357	8859586.868972711	9402255.365032334	9955582.094852105	7981370.58968013	8300049.5788838575	8303763.252872936	12311992.854397174	12921746.643578514	13169877.21132921	12359914.386782084
MED134_03224	2505889.1358798356	2610168.202618907	2539761.335003248	2368483.09939168	2593447.984773663	2659317.0843241103	2812087.2226069286	2769400.6667572283	2857352.435410989	3616101.3383995094	4143099.3029034706	4241902.940488515	4681822.107904419	4062094.1681235125	2628728.23546109	2138198.0943304836	2829474.611633544	2535300.024508353	2865066.399207744	2910598.491038203	2854685.3038108284	2524685.451185422	2621245.38727724	2809403.7658153395	4207074.767611065	4322329.587432522	4281279.700535892	4325080.83289986
MED134_03219	187389.72634959253	251906.68894634864	192212.6298601059	238037.94479614455	275028.39218996733	338225.71521551284	286075.1699579555	336952.1147837466	362738.2496470316	520276.86660006543	568877.8138789913	643748.9927951405	708739.6125431128	660794.2692307577	166252.34323605464	206448.523147041	230055.95406662297	220128.73600129265	320728.9639865532	353497.5477179805	244336.75794274302	332659.40950497566	337107.4207142747	425018.98311077466	589187.4013366809	626480.0632405882	644094.7182271463	699480.5039795799
MED134_03204	610196.1832956875	622868.3237695268	660816.942395293	676993.9816286116	694970.5154097199	720195.1892835567	673691.2832992056	832503.6051071091	823985.386459216	1002071.495151578	1202327.6144235746	1185540.8123292893	1486714.8739309357	1298611.388954572	661145.908476735	589915.1246088039	655809.3607587895	667373.8374681951	684652.7586703333	721971.6168148092	631457.7348421456	904596.5638074492	855728.7888904571	946339.5422616464	1049191.0944044024	1072582.5474619903	1397085.9308572607	1242760.5926459513
MED134_03184	950464.663733573	992015.6370337898	939883.5866186207	1036092.9973813473	973410.943297515	1177960.0276186608	1111315.3306212665	963556.036290027	1093381.7562888006	1101325.459696863	1524259.5418077789	1414975.810761985	1619351.4083802523	1674335.0433019074	918775.5347845706	1012986.6366297643	977868.9567354996	1069286.6163019142	1158381.0383549987	1197519.1055507765	1042292.9894747694	870673.4198466559	1018379.8391623634	1135628.3585193832	1388030.20217053	1493392.6843981778	1623453.8409399372	1450471.528345598
MED134_03174	33171.36276501809	26853.58233147024	34497.67459418109	50436.72565958886	52168.78689930111	58722.24817337191	46958.161511719656	85160.18052651944	71932.0027356166	78969.47323251427	193908.86162798843	191305.3450584781	173912.32565142604	143530.04270693785	28749.20988579231	28148.187277866025	36869.814014169366	52349.52479248441	48787.84843265635	39849.56506390382	51390.834897714325	72184.63725127668	63519.37460745522	91134.49093698796	156878.92129669312	216752.21913676168	160573.07831358243	164081.64168022876
MED134_03169	1434975.8198181558	1440825.18665794	1430335.526448918	1728113.9551564995	1664510.0633155736	1783909.809414739	1659123.288689733	1850826.9511331604	1898871.6965480384	2166195.7355169416	2808790.4068022966	2666546.4696001415	2883930.518815603	2209230.697225973	1324660.4043511336	1285407.6245522103	1417750.12290141	1689183.6791183432	1634650.5506343555	1677542.229695168	1676737.4922780646	1738541.500557112	1747110.1338202602	1941164.1567319345	1938911.5700864387	2244220.0457615503	2293225.4050650075	2218256.4829341997
MED134_03164	13211363.076589633	13559096.357089173	11511068.443569863	9853245.675493062	11700780.293986231	9912228.587703822	9827211.92514501	13905181.248577066	11578932.216448827	13247721.553908302	7129004.8536880445	8209114.72844121	5196900.999145367	6140577.886193047	11565321.126261009	10701659.800154082	12291301.110548332	9542324.742009522	8850936.109575216	7792139.8528365	8671728.84981616	13953897.299804308	11801728.482436405	12031597.82296529	8827372.269977832	8964699.024329375	7641368.3113208255	7613944.382917463
MED134_03159	14742301.365995897	15188166.953762574	17664497.1453809	12533161.503799083	14263576.949978694	11861398.42373135	13039193.79397203	17203877.183866326	16655186.098522857	15920082.042094441	12399289.330002373	13019992.090477161	9508233.628929961	12069823.668560257	14535095.037643217	14702180.716729017	15158355.513319982	12925272.318951901	13968872.427613858	12953660.58835904	12624007.44310912	17623680.875456207	16913926.184040457	17218141.66654149	15557451.878890153	14330532.564068697	11571187.172264902	10985404.962730026
MED134_03144	1039346.5213460731	1028647.554598054	1024971.0993430186	1223390.0306775207	1113887.2238664008	1223968.4222011797	1326060.350898032	1155163.2143190557	1375995.0638617147	989065.8097743322	702856.1075981632	638535.9234795631	840136.3971043914	867047.1308932621	967818.4825109818	949043.8510445999	1012572.1331291269	1290538.7130883408	1501087.0276665515	1310811.0708182098	1622296.4822961008	1131229.175385392	1281927.1506491143	1314109.9992786422	661636.3640311671	678578.8701526412	856138.8024038313	863824.6842568591
MED134_15850																												
MED134_03120	5719958.850439122	5069261.676221655	9398860.151328748	7171768.502156001	7095601.898867185	6793646.506619026	7567798.749061076	7708707.415245938	8943674.715526072	8850469.718482241	6937003.243606415	7155533.537638158	6720711.084440989	6829209.756627585	5889796.388329357	5700007.923767868	7325144.792854093	6699472.584352962	9063090.892898537	8153516.262813078	7924932.445136797	7784797.976327265	7994687.351016254	8451368.78271548	7231794.67146564	6942335.058157556	6505181.36555412	6311975.722844777
MED134_03110	2693969.778119412	2739763.8136338885	2689576.7170234006	2328135.571854832	2426247.922770919	2369408.9087114558	2518234.711322642	2498971.1563440026	2550453.3893189915	2967832.974521935	2778653.215125977	3026861.7933987537	3219456.4428464556	2858420.8105802275	2542790.8837082554	2368920.211834281	2846840.5409804042	2264764.358371459	2402209.882386902	2400817.554925895	2578375.417033663	2539970.3686507177	2328298.3077979153	2662476.2899516616	2432390.316834543	2866118.7396307373	3143591.983241806	3066630.1887295004
MED134_03105	1154848.3445681352	1101614.573004684	981285.4327187393	1521095.7906160331	1425216.472419862	1435256.7976118827	1575188.6167786822	1617834.517875013	1686092.3818211588	1638257.6664876041	1860250.5156551937	1815553.748025588	1847555.2755342175	1832424.3198544928	1064531.3285693354	1093345.8770683303	1050753.6467825614	1485091.6772742576	1567874.157828472	1619776.5203283757	1706772.6310932068	1530135.4951106673	1475769.5638915934	1628660.1018254508	1763686.2711013188	1878457.0132257813	1963068.6880204345	1584488.4760358771
MED134_03100	331797.22483456857	334819.003205457	407478.0565189838	400363.391924217	421762.03437365894	439819.5217156811	449690.9438223012	502763.8284095284	535442.8335665085	631290.9876468244	798615.40110103	842386.4169818241	810263.9602960474	733448.5290462419	271764.301421178	324016.9728499044	394457.8349515312	412605.1617251952	504600.1259264658	474238.63651550724	402344.16102616355	470924.15487161995	507607.88638452033	531530.3690881353	659169.9100058019	812578.6044279048	784997.6521618954	776163.804543206
MED134_03095	832784.2940925403	842599.6496864386	768050.4335685449	746321.3418587322	775942.7673248412	773797.3460968423	777331.9416807331	783369.6117512302	699862.4314787614	792475.7844171444	959378.9877093332	892935.3282151526	901922.2650830258	784024.6716836505	850575.2437801376	790213.3252990404	814239.0869637677	769152.0796995148	825762.3597105695	776156.385374759	798982.2220871724	694443.613116678	662589.6186622985	733638.4641914096	814966.203746124	964970.2698484561	793591.5343351408	811342.7247864095
MED134_03090	315944.82209636155	301564.6772510761	370373.0116988088	386401.21783708426	374903.73666124453	393724.2870116744	384017.0983660642	375584.94026304793	402740.2665778319	406826.03344308457	318364.4777774891	334760.10165172874	318821.6485673788	352827.35611166613	297339.65456525434	282209.50367660396	362827.82638152473	376750.54091922677	407778.1586459577	415423.7486195769	405813.830290096	361906.3263378799	362521.30197875865	397143.32053451793	338326.0809731081	372609.3895114195	337864.1766261476	335790.350668367
MED134_03080	3525803.5341551295	3096133.346918772	4004301.775012706	3631705.4273125706	3622155.1136617824	3706365.2743193177	4841439.14731126	3207640.71118952	4802984.659404533	3926649.1227178485	3079631.426406624	3111142.707775525	3439859.77521012	4462706.2155448655	3264173.3714297595	3847550.4863951	3424776.6176872975	4157378.2828774415	4816398.783331769	5146001.156214646	5547825.147394679	3719816.419231999	4112931.978996257	4328003.287779658	3861422.102016508	3744031.9883342558	4301365.3714333335	4067928.096690513
MED134_03075	673959.1629782551	692592.250589091	722693.202786154	561609.7480216953	565125.5501288357	571212.6615271788	541368.3346476372	586327.8429250863	582649.2221584945	610765.1903944394	540920.5932223486	587456.616840994	554597.6378137093	668927.582821199	629640.8686641044	662869.2141591512	630218.5670837364	544892.7243460116	563387.0620546439	572844.3684082837	553388.6021397403	540918.3555746439	518160.2379960351	594506.0872176976	563092.5104031158	596854.5171388999	604465.0015362261	675793.8801406032
MED134_15862																												
MED134_03065	4446586.425416565	4766788.047798926	3601584.2707062624	3768105.8345873295	3573119.099187947	3750931.8172673886	3572222.429136815	3363602.0535026216	3001262.2505156356	3287232.7057562773	2732271.680239669	2787857.1827188684	2801838.3786470448	2334913.8176962095	4750043.142924344	4107654.0959170256	4261463.596877822	3538057.1560117337	3232777.961521032	3108307.775246923	3532278.9662258667	3098097.8704666444	2902097.5067931344	3037373.454201386	2287027.5743949073	2523944.8830734515	2489788.5702105067	2689177.8631221205
MED134_03060	1089736.0239154233	1028560.7594261942	940218.4076332723	1037713.1151343744	964472.9818005273	981963.6641704999	1099423.1893232663	1057749.2604771038	930595.2405374311	932647.1072877784	776372.7425637711	750439.4220603406	608765.3786601864	659093.6140540044	1082951.372094528	947270.1659456571	973211.0383865896	1050882.0556604268	1002690.8861484878	1016406.8624238272	1069914.4239245122	909222.405155376	983359.1484355953	932259.8047641638	785012.5428932067	774713.2657833351	690296.3371418027	712195.9586019157
MED134_03055	1061532.2468424046	970475.1905422204	1078750.4471480534	1016073.7598076719	933825.6565730573	1029032.6461764849	1039081.1814509286	988809.0647915418	874689.0815497416	993122.7398895078	976818.8377103506	921182.1411848572	939033.9858511965	860019.9119160261	1023692.0469117885	936887.0759472543	1028495.6465130124	1067021.3340892484	1034829.555267673	1055374.7689590869	948452.1215489411	854686.9479009724	874043.0836899116	885722.878671411	850465.5774721903	788351.3659933433	853916.0755851024	873973.9036422462
MED134_03045	1895308.1422177658	1612954.9128254585	2214020.1123171016	2297513.7160575544	2185398.314608441	2402533.213725886	2421871.9310233546	2579536.306859451	2673414.3575357115	2769485.092856112	4018289.4856557124	3919217.728673553	4216392.233194647	3628132.1606210275	2047127.3968207482	1798611.782298348	1892066.4815910673	2279713.782743494	2566590.180650837	2395158.5978641766	2338002.2349682734	2362484.808340837	2492084.4007748133	2464854.4152362244	3233676.158306848	3083074.595600962	3294462.561437479	3433704.3262003646
MED134_03040	1320116.5775390794	1463040.708809209	1856494.7211402792	2285094.9116674643	2057693.175027447	2240420.5923828124	2298784.367790956	2376851.453034164	2587199.671067152	2640501.958050284	3318501.8688304494	2997172.581329649	3111103.3444592427	3465086.77426952	1293092.4667621632	1723904.8354810143	1746884.6976424956	2037634.7217505793	2596545.587257239	2740859.9557099706	2560850.6478074263	2275065.422906103	2382258.438495285	2727016.5586066786	3049188.927993971	3487057.64089303	3256815.741035701	3117099.272148532
MED134_03035	886406.0836771006	817277.1086196211	1409781.394949483	1037888.4318035427	1116248.8743774805	1104205.987028659	1122481.4654794119	1249311.1319696014	1248398.6830278363	1405959.016231766	1137209.4921793565	1163103.108862072	1057186.5273905334	1115741.9498273206	852327.4697918699	904145.8927347977	1265999.1409679751	1024817.410833316	1155594.9091505867	1087094.5974630911	1110631.8339936924	1238515.9708266386	1165608.253156834	1204504.8102860644	1061140.1658371142	1010371.5016302512	1086880.6433860122	1137612.6195218465
MED134_03030	858397.2332543246	942119.9819483137	885240.8963737068	1123670.6147234756	1071430.0306837992	1140441.147129134	1096062.2722612605	1355005.2800181222	1223662.6690007416	1304713.7724291796	1563597.740740269	1548481.449733992	1506127.226629254	1297259.0260185713	939319.2644865918	767100.1841708012	923932.7984033562	1025997.9962593779	1139647.4087644643	881485.2433431403	1152193.4526269461	1254311.4463122827	1133560.5376566509	1281578.778801393	1206071.5414879143	1489845.329143436	1450430.2046318427	1327090.89780172
MED134_03025	1061224.4572089773	1051965.1114225506	1426462.5998452208	1526914.8836250394	1378113.8837509723	1529056.6505236286	1584236.905074308	1561093.9818229494	1729475.2301988378	1519084.5647322633	1910577.7692231585	1907375.946573563	2047615.115514801	2382519.9128813175	1015476.4298639554	1098076.9837898847	1190139.9812919656	1584959.2510501486	1637189.2812946273	1676443.3977197064	1694586.8019293414	1542849.0158170634	1681268.9034658088	1774221.3802396406	1983400.0116700872	1982218.6762253027	2147055.777277786	2002963.3068620414
MED134_03015	1304270.4097107688	1154865.8661658878	1231932.492552732	1262363.739761053	1270651.2993236298	1252431.1027768636	1400158.4557523713	1253337.7554863698	1431490.0244329104	1425624.813061261	1416856.1289582918	1495195.7255011143	1441897.1664586286	1547681.4376389913	1297912.4111829733	1278474.2096159123	1230342.6674989804	1302947.0882957873	1350209.9912675782	1433878.5272951273	1408109.6263190322	1406959.7343532864	1334105.5192708592	1494826.9456817098	1439582.7527033987	1511212.5848639072	1542324.4926679442	1441302.3324586807
MED134_03000	255595.97316485402	279632.34493927687	328607.6325440002	242273.96459050468	221146.42988906577	252164.29720166637	241101.8819814604	253863.99373123728	308304.08221316646	295227.6177882436	1012730.1685493805	1012204.2921079666	802837.765209655	807176.1559646925	260459.75413655967	288389.83851355274	312868.96769732004	241320.2471628605	280014.4908652737	320037.20588690205	266447.8629966569	292409.73208209476	338408.639376459	383338.8236237697	1093753.7376874287	1053891.62796546	874656.8952123648	836597.4514825991
MED134_02995	654862.2557447226	601206.2365330264	586735.9824007411	613475.0992970055	637822.020914564	641518.4038996387	610956.0103570573	794174.7098443507	751396.1976520946	813607.3655044364	1273509.550691924	1179499.5746632288	1191771.4389547247	1033227.5901218937	678652.5507083843	599040.2903215879	562491.8833896182	611248.7516142778	576086.392652609	642468.7899631783	559369.9210703972	798811.8752546984	752289.0451784238	809239.5951306314	1154473.2457460207	1198411.8811635154	1085638.7792203024	1100230.7057630154
MED134_02985	2186026.4827251136	2121510.8971008155	1497126.152743299	1580940.0246144566	1621722.628618426	1489836.54903635	1578355.197586272	1977086.1340795185	1838189.1703678155	1831656.6516364997	1212464.552832625	1300385.6603465278	975711.3526808321	1468283.39064931	2328913.3226938033	1864481.9777881277	1772515.2289826365	1602731.8035307466	1505784.267761905	1584810.157595706	1529870.9352686997	2128587.1224440313	1934056.4932627422	1972274.4629240872	1654862.928115872	1617770.809669414	1539465.3898743375	1671760.8337826764
MED134_02980	2217275.580442724	1912792.7101801168	1120406.9278008158	1597648.4107632816	1661695.331649933	1515010.623079429	1696813.2495229463	1864944.1570067545	1803779.5262460606	1750874.2696624969	727028.7744143558	704952.9812137511	614568.2678762019	963285.0765220014	2052800.1241865288	2078265.3067254042	1449070.6381004043	1590186.3167219202	1309136.0340239452	1761635.6305055995	1492408.3805525585	2044191.1085937065	1749985.7935356325	1757192.842800784	1193241.8808864153	1001840.9535242664	1104559.7561422104	1112346.861107343
MED134_02970	702869.6504889319	760999.4530133178	704825.8053506931	716297.5341189606	723978.7244871542	728663.2446330526	742837.9503074362	944570.9595008251	871790.158467015	842198.0634522384	594578.2748060138	640141.1813877518	566205.4612217367	605057.5153022198	672476.5517103075	642959.9746302157	778414.8273430162	699199.1856927401	780900.2249925017	691433.6759520615	845550.3702944543	884167.7322617916	897474.8079225497	933358.5424928303	568163.5756898513	639707.191664885	600502.9909818422	604304.9407538285
MED134_02955	2281715.881622316	1973902.711050806	2474961.7401711056	2358140.378433638	2403392.2621396547	2612369.790849399	2558601.074879205	2582202.342293917	2825171.228373165	2270472.4319561627	3452172.3007351016	3240353.2292425986	2765800.996018667	4202493.1500532525	2158512.7930021216	2573940.8603495327	2205382.105955238	2621085.625165943	2352271.2637173594	2894962.935090715	2453286.1755204666	2779124.398929592	2893068.5774295996	2897204.9894977123	4996908.727813909	4383729.605694095	4056764.1285367217	3602946.800978187
MED134_02950	36235811.70670905	38690631.377418526	30111381.469244733	31162948.333420448	34973644.7326658	29998128.54870978	27013840.265227083	37124000.40663574	28272281.200625498	32162466.172087416	19126511.07939007	20450434.025021933	15417625.818765696	16907809.825843595	34442154.27017667	30074817.266054925	34675287.22069726	29364521.853450716	23903849.879576247	21502066.504754715	22806049.763384614	35440712.09466091	29910801.00890546	28777271.666216057	20360756.424236547	20360525.15514769	19274379.246456787	19916932.34749354
MED134_02945	452752.5156806238	533122.5904041885	509438.3634420718	547555.8154257673	606057.4770884791	659742.103057452	629952.72067978	640678.757521493	523069.1546395513	650500.7337579885	1163348.842905505	1075916.2440522593	1170716.6533671904	1126961.8416834488	582830.065232755	556098.3340261335	492674.97516105836	601171.3216086555	689183.5489850636	589256.2460767927	549139.5225553773	489451.0358418014	512626.5574285098	542786.3063158841	1066702.5272847528	1052437.8823830707	1054441.9905094411	1053443.4013956462
MED134_02940	1215468.360278331	1335440.9542200158	1030984.7167585094	1659957.927346171	1583641.2332488964	1668957.0518854142	1634772.394613785	1903557.5760891885	1791218.1275769866	1915575.9821918916	2842442.4512893334	2832102.3457565284	2999217.25509644	2619276.8948603543	1226235.6888923233	1156789.4589883252	1123352.0619629177	1525261.7516895097	1697971.1364438734	1447301.4611449388	1591989.390165182	1666820.801899128	1692381.439367468	1901900.9060339	2438768.2203991343	2718765.0485571753	2690990.0930459513	2758960.3927438296
MED134_02930	2490422.302631911	2706441.6242337152	2473849.999031606	3697950.127663668	3412179.0798284705	3827804.8941028863	4018619.026570734	4680661.335942147	4607413.787081215	5043382.9869096335	5028428.886904426	5507372.340011232	6675232.203194061	5543475.208747685	2507445.590444322	2170392.0516019966	2499787.453662532	3577834.9688058887	4391255.286653545	3444903.4808520665	4206672.115475701	4497038.65505069	4232624.0415691305	4688581.064783798	4503234.749483942	4731621.553854466	5831045.968082433	5928555.403051655
